VTX, IDX, POSITION.x, POSITION.y, POSITION.z
1218, 1218,  0.43485,  0.05284,  0.89895
1219, 1219,  0.38984,  0.05258,  0.91938
1220, 1220,  0.39589,  0.10502,  0.91227
1221, 1221,  0.43485,  0.05284,  0.89895
1222, 1222,  0.39589,  0.10502,  0.91227
1223, 1223,  0.48434,  0.10535,  0.86851
1224, 1224,  0.55557,  0.00,  0.83147
1225, 1225,  0.5211,  0.05279,  0.85186
1226, 1226,  0.56352,  0.05322,  0.82438
1227, 1227,  0.5211,  0.05279,  0.85186
1228, 1228,  0.48434,  0.10535,  0.86851
1229, 1229,  0.56982,  0.10629,  0.81487
1230, 1230,  0.56352,  0.05322,  0.82438
1231, 1231,  0.5211,  0.05279,  0.85186
1232, 1232,  0.56982,  0.10629,  0.81487
1233, 1233,  0.48434,  0.10535,  0.86851
1234, 1234,  0.44546,  0.15744,  0.88135
1235, 1235,  0.5326,  0.15886,  0.83133
1236, 1236,  0.5326,  0.15886,  0.83133
1237, 1237,  0.44546,  0.15744,  0.88135
1238, 1238,  0.40462,  0.20885,  0.89032
1239, 1239,  0.5326,  0.15886,  0.83133
1240, 1240,  0.40462,  0.20885,  0.89032
1241, 1241,  0.57735,  0.21132,  0.78868
1242, 1242,  0.57735,  0.21132,  0.78868
1243, 1243,  0.57443,  0.15904,  0.80296
1244, 1244,  0.5326,  0.15886,  0.83133
1245, 1245,  0.5326,  0.15886,  0.83133
1246, 1246,  0.57443,  0.15904,  0.80296
1247, 1247,  0.56982,  0.10629,  0.81487
1248, 1248,  0.5326,  0.15886,  0.83133
1249, 1249,  0.56982,  0.10629,  0.81487
1250, 1250,  0.48434,  0.10535,  0.86851
1251, 1251,  0.40825,  0.40825,  0.8165
1252, 1252,  0.49705,  0.31246,  0.80951
1253, 1253,  0.40875,  0.31031,  0.85827
1254, 1254,  0.49705,  0.31246,  0.80951
1255, 1255,  0.57735,  0.21132,  0.78868
1256, 1256,  0.40462,  0.20885,  0.89032
1257, 1257,  0.40875,  0.31031,  0.85827
1258, 1258,  0.49705,  0.31246,  0.80951
1259, 1259,  0.40462,  0.20885,  0.89032
1260, 1260,  0.00,  1.00,  0.00
1261, 1261,  0.00,  0.98079,  0.19509
1262, 1262, -0.19509,  0.98079,  0.00
1263, 1263,  0.00,  0.98079,  0.19509
1264, 1264,  0.00,  0.92388,  0.38268
1265, 1265, -0.19876,  0.95968,  0.19876
1266, 1266, -0.19876,  0.95968,  0.19876
1267, 1267, -0.19509,  0.98079,  0.00
1268, 1268,  0.00,  0.98079,  0.19509
1269, 1269, -0.38268,  0.92388,  0.00
1270, 1270, -0.19509,  0.98079,  0.00
1271, 1271, -0.19876,  0.95968,  0.19876
1272, 1272,  0.00,  0.92388,  0.38268
1273, 1273,  0.00,  0.83147,  0.55557
1274, 1274, -0.20885,  0.89032,  0.40462
1275, 1275,  0.00,  0.83147,  0.55557
1276, 1276,  0.00,  0.70711,  0.70711
1277, 1277, -0.21132,  0.78868,  0.57735
1278, 1278, -0.21132,  0.78868,  0.57735
1279, 1279, -0.20885,  0.89032,  0.40462
1280, 1280,  0.00,  0.83147,  0.55557
1281, 1281, -0.40825,  0.8165,  0.40825
1282, 1282, -0.20885,  0.89032,  0.40462
1283, 1283, -0.21132,  0.78868,  0.57735
1284, 1284, -0.40825,  0.8165,  0.40825
1285, 1285, -0.40462,  0.89032,  0.20885
1286, 1286, -0.20885,  0.89032,  0.40462
1287, 1287, -0.40462,  0.89032,  0.20885
1288, 1288, -0.38268,  0.92388,  0.00
1289, 1289, -0.19876,  0.95968,  0.19876
1290, 1290, -0.19876,  0.95968,  0.19876
1291, 1291, -0.20885,  0.89032,  0.40462
1292, 1292, -0.40462,  0.89032,  0.20885
1293, 1293,  0.00,  0.92388,  0.38268
1294, 1294, -0.20885,  0.89032,  0.40462
1295, 1295, -0.19876,  0.95968,  0.19876
1296, 1296, -0.70711,  0.70711,  0.00
1297, 1297, -0.55557,  0.83147,  0.00
1298, 1298, -0.57735,  0.78868,  0.21132
1299, 1299, -0.55557,  0.83147,  0.00
1300, 1300, -0.38268,  0.92388,  0.00
1301, 1301, -0.40462,  0.89032,  0.20885
1302, 1302, -0.40462,  0.89032,  0.20885
1303, 1303, -0.57735,  0.78868,  0.21132
1304, 1304, -0.55557,  0.83147,  0.00
1305, 1305, -0.40825,  0.8165,  0.40825
1306, 1306, -0.57735,  0.78868,  0.21132
1307, 1307, -0.40462,  0.89032,  0.20885
1308, 1308,  0.00,  0.70711,  0.70711
1309, 1309,  0.00,  0.55557,  0.83147
1310, 1310, -0.21132,  0.57735,  0.78868
1311, 1311,  0.00,  0.55557,  0.83147
1312, 1312,  0.00,  0.38268,  0.92388
1313, 1313, -0.20885,  0.40462,  0.89032
1314, 1314, -0.20885,  0.40462,  0.89032
1315, 1315, -0.21132,  0.57735,  0.78868
1316, 1316,  0.00,  0.55557,  0.83147
1317, 1317, -0.40825,  0.40825,  0.8165
1318, 1318, -0.21132,  0.57735,  0.78868
1319, 1319, -0.20885,  0.40462,  0.89032
1320, 1320,  0.00,  0.38268,  0.92388
1321, 1321,  0.00,  0.29028,  0.95694
1322, 1322, -0.10032,  0.29347,  0.95069
1323, 1323, -0.10032,  0.29347,  0.95069
1324, 1324,  0.00,  0.29028,  0.95694
1325, 1325,  0.00,  0.19509,  0.98079
1326, 1326, -0.10032,  0.29347,  0.95069
1327, 1327,  0.00,  0.19509,  0.98079
1328, 1328, -0.19876,  0.19876,  0.95968
1329, 1329,  0.00,  0.19509,  0.98079
1330, 1330,  0.00,  0.14673,  0.98918
1331, 1331, -0.04936,  0.14714,  0.98788
1332, 1332, -0.04936,  0.14714,  0.98788
1333, 1333,  0.00,  0.14673,  0.98918
1334, 1334,  0.00,  0.09802,  0.99518
1335, 1335, -0.04936,  0.14714,  0.98788
1336, 1336,  0.00,  0.09802,  0.99518
1337, 1337, -0.09849,  0.09849,  0.99025
1338, 1338,  0.00,  0.00,  1.00
1339, 1339, -0.04936,  0.04936,  0.99756
1340, 1340,  0.00,  0.04907,  0.9988
1341, 1341, -0.04936,  0.04936,  0.99756
1342, 1342, -0.09849,  0.09849,  0.99025
1343, 1343,  0.00,  0.09802,  0.99518
1344, 1344,  0.00,  0.04907,  0.9988
1345, 1345, -0.04936,  0.04936,  0.99756
1346, 1346,  0.00,  0.09802,  0.99518
1347, 1347, -0.09849,  0.09849,  0.99025
1348, 1348, -0.04936,  0.04936,  0.99756
1349, 1349, -0.14714,  0.04936,  0.98788
1350, 1350, -0.04936,  0.04936,  0.99756
1351, 1351,  0.00,  0.00,  1.00
1352, 1352, -0.19509,  0.00,  0.98079
1353, 1353, -0.14714,  0.04936,  0.98788
1354, 1354, -0.04936,  0.04936,  0.99756
1355, 1355, -0.19509,  0.00,  0.98079
1356, 1356, -0.19509,  0.00,  0.98079
1357, 1357, -0.19675,  0.05,  0.97918
1358, 1358, -0.14714,  0.04936,  0.98788
1359, 1359, -0.14714,  0.04936,  0.98788
1360, 1360, -0.19675,  0.05,  0.97918
1361, 1361, -0.19791,  0.09988,  0.97512
1362, 1362, -0.14714,  0.04936,  0.98788
1363, 1363, -0.19791,  0.09988,  0.97512
1364, 1364, -0.09849,  0.09849,  0.99025
1365, 1365, -0.19876,  0.19876,  0.95968
1366, 1366, -0.14901,  0.14901,  0.97754
1367, 1367, -0.19858,  0.14951,  0.96861
1368, 1368, -0.14901,  0.14901,  0.97754
1369, 1369, -0.09849,  0.09849,  0.99025
1370, 1370, -0.19791,  0.09988,  0.97512
1371, 1371, -0.19858,  0.14951,  0.96861
1372, 1372, -0.14901,  0.14901,  0.97754
1373, 1373, -0.19791,  0.09988,  0.97512
1374, 1374, -0.09849,  0.09849,  0.99025
1375, 1375, -0.14901,  0.14901,  0.97754
1376, 1376, -0.04936,  0.14714,  0.98788
1377, 1377, -0.14901,  0.14901,  0.97754
1378, 1378, -0.19876,  0.19876,  0.95968
1379, 1379,  0.00,  0.19509,  0.98079
1380, 1380, -0.04936,  0.14714,  0.98788
1381, 1381, -0.14901,  0.14901,  0.97754
1382, 1382,  0.00,  0.19509,  0.98079
1383, 1383, -0.19876,  0.19876,  0.95968
1384, 1384, -0.19858,  0.14951,  0.96861
1385, 1385, -0.24669,  0.14989,  0.95743
1386, 1386, -0.24669,  0.14989,  0.95743
1387, 1387, -0.19858,  0.14951,  0.96861
1388, 1388, -0.19791,  0.09988,  0.97512
1389, 1389, -0.24669,  0.14989,  0.95743
1390, 1390, -0.19791,  0.09988,  0.97512
1391, 1391, -0.29347,  0.10032,  0.95069
1392, 1392, -0.19509,  0.00,  0.98079
1393, 1393, -0.24491,  0.05029,  0.96824
1394, 1394, -0.19675,  0.05,  0.97918
1395, 1395, -0.24491,  0.05029,  0.96824
1396, 1396, -0.29347,  0.10032,  0.95069
1397, 1397, -0.19791,  0.09988,  0.97512
1398, 1398, -0.19675,  0.05,  0.97918
1399, 1399, -0.24491,  0.05029,  0.96824
1400, 1400, -0.19791,  0.09988,  0.97512
1401, 1401, -0.29347,  0.10032,  0.95069
1402, 1402, -0.24491,  0.05029,  0.96824
1403, 1403, -0.33887,  0.05028,  0.93949
1404, 1404, -0.24491,  0.05029,  0.96824
1405, 1405, -0.19509,  0.00,  0.98079
1406, 1406, -0.38268,  0.00,  0.92388
1407, 1407, -0.33887,  0.05028,  0.93949
1408, 1408, -0.24491,  0.05029,  0.96824
1409, 1409, -0.38268,  0.00,  0.92388
1410, 1410, -0.38268,  0.00,  0.92388
1411, 1411, -0.38984,  0.05258,  0.91938
1412, 1412, -0.33887,  0.05028,  0.93949
1413, 1413, -0.33887,  0.05028,  0.93949
1414, 1414, -0.38984,  0.05258,  0.91938
1415, 1415, -0.39589,  0.10502,  0.91227
1416, 1416, -0.33887,  0.05028,  0.93949
1417, 1417, -0.39589,  0.10502,  0.91227
1418, 1418, -0.29347,  0.10032,  0.95069
1419, 1419, -0.40462,  0.20885,  0.89032
1420, 1420, -0.35026,  0.15512,  0.92372
1421, 1421, -0.40082,  0.15716,  0.90258
1422, 1422, -0.35026,  0.15512,  0.92372
1423, 1423, -0.29347,  0.10032,  0.95069
1424, 1424, -0.39589,  0.10502,  0.91227
1425, 1425, -0.40082,  0.15716,  0.90258
1426, 1426, -0.35026,  0.15512,  0.92372
1427, 1427, -0.39589,  0.10502,  0.91227
1428, 1428, -0.29347,  0.10032,  0.95069
1429, 1429, -0.35026,  0.15512,  0.92372
1430, 1430, -0.24669,  0.14989,  0.95743
1431, 1431, -0.35026,  0.15512,  0.92372
1432, 1432, -0.40462,  0.20885,  0.89032
1433, 1433, -0.19876,  0.19876,  0.95968
1434, 1434, -0.24669,  0.14989,  0.95743
1435, 1435, -0.35026,  0.15512,  0.92372
1436, 1436, -0.19876,  0.19876,  0.95968
1437, 1437, -0.40462,  0.20885,  0.89032
1438, 1438, -0.40875,  0.31031,  0.85827
1439, 1439, -0.30971,  0.30971,  0.89898
1440, 1440, -0.30971,  0.30971,  0.89898
1441, 1441, -0.40875,  0.31031,  0.85827
1442, 1442, -0.40825,  0.40825,  0.8165
1443, 1443, -0.30971,  0.30971,  0.89898
1444, 1444, -0.40825,  0.40825,  0.8165
1445, 1445, -0.20885,  0.40462,  0.89032
1446, 1446, -0.20885,  0.40462,  0.89032
1447, 1447, -0.20502,  0.30349,  0.93052
1448, 1448, -0.30971,  0.30971,  0.89898
1449, 1449, -0.30971,  0.30971,  0.89898
1450, 1450, -0.20502,  0.30349,  0.93052
1451, 1451, -0.19876,  0.19876,  0.95968
1452, 1452, -0.30971,  0.30971,  0.89898
1453, 1453, -0.19876,  0.19876,  0.95968
1454, 1454, -0.40462,  0.20885,  0.89032
1455, 1455, -0.19876,  0.19876,  0.95968
1456, 1456, -0.20502,  0.30349,  0.93052
1457, 1457, -0.10032,  0.29347,  0.95069
1458, 1458, -0.10032,  0.29347,  0.95069
1459, 1459, -0.20502,  0.30349,  0.93052
1460, 1460, -0.20885,  0.40462,  0.89032
1461, 1461, -0.10032,  0.29347,  0.95069
1462, 1462, -0.20885,  0.40462,  0.89032
1463, 1463,  0.00,  0.38268,  0.92388
1464, 1464, -0.57735,  0.21132,  0.78868
1465, 1465, -0.57443,  0.15904,  0.80296
1466, 1466, -0.61387,  0.15929,  0.77317
1467, 1467, -0.61387,  0.15929,  0.77317
1468, 1468, -0.57443,  0.15904,  0.80296
1469, 1469, -0.56982,  0.10629,  0.81487
1470, 1470, -0.61387,  0.15929,  0.77317
1471, 1471, -0.56982,  0.10629,  0.81487
1472, 1472, -0.64777,  0.10657,  0.75434
1473, 1473, -0.55557,  0.00,  0.83147
1474, 1474, -0.60362,  0.05346,  0.79548
1475, 1475, -0.56352,  0.05322,  0.82438
1476, 1476, -0.60362,  0.05346,  0.79548
1477, 1477, -0.64777,  0.10657,  0.75434
1478, 1478, -0.56982,  0.10629,  0.81487
1479, 1479, -0.56352,  0.05322,  0.82438
1480, 1480, -0.60362,  0.05346,  0.79548
1481, 1481, -0.56982,  0.10629,  0.81487
1482, 1482, -0.64777,  0.10657,  0.75434
1483, 1483, -0.60362,  0.05346,  0.79548
1484, 1484, -0.67889,  0.0534,  0.73229
1485, 1485, -0.60362,  0.05346,  0.79548
1486, 1486, -0.55557,  0.00,  0.83147
1487, 1487, -0.70711,  0.00,  0.70711
1488, 1488, -0.67889,  0.0534,  0.73229
1489, 1489, -0.60362,  0.05346,  0.79548
1490, 1490, -0.70711,  0.00,  0.70711
1491, 1491, -0.40825,  0.40825,  0.8165
1492, 1492, -0.40875,  0.31031,  0.85827
1493, 1493, -0.49705,  0.31246,  0.80951
1494, 1494, -0.49705,  0.31246,  0.80951
1495, 1495, -0.40875,  0.31031,  0.85827
1496, 1496, -0.40462,  0.20885,  0.89032
1497, 1497, -0.49705,  0.31246,  0.80951
1498, 1498, -0.40462,  0.20885,  0.89032
1499, 1499, -0.57735,  0.21132,  0.78868
1500, 1500, -0.55557,  0.00,  0.83147
1501, 1501, -0.56352,  0.05322,  0.82438
1502, 1502, -0.5211,  0.05279,  0.85186
1503, 1503, -0.5211,  0.05279,  0.85186
1504, 1504, -0.56352,  0.05322,  0.82438
1505, 1505, -0.56982,  0.10629,  0.81487
1506, 1506, -0.5211,  0.05279,  0.85186
1507, 1507, -0.56982,  0.10629,  0.81487
1508, 1508, -0.48434,  0.10535,  0.86851
1509, 1509, -0.57735,  0.21132,  0.78868
1510, 1510, -0.5326,  0.15886,  0.83133
1511, 1511, -0.57443,  0.15904,  0.80296
1512, 1512, -0.5326,  0.15886,  0.83133
1513, 1513, -0.48434,  0.10535,  0.86851
1514, 1514, -0.56982,  0.10629,  0.81487
1515, 1515, -0.57443,  0.15904,  0.80296
1516, 1516, -0.5326,  0.15886,  0.83133
1517, 1517, -0.56982,  0.10629,  0.81487
1518, 1518, -0.48434,  0.10535,  0.86851
1519, 1519, -0.5326,  0.15886,  0.83133
1520, 1520, -0.44546,  0.15744,  0.88135
1521, 1521, -0.5326,  0.15886,  0.83133
1522, 1522, -0.57735,  0.21132,  0.78868
1523, 1523, -0.40462,  0.20885,  0.89032
1524, 1524, -0.44546,  0.15744,  0.88135
1525, 1525, -0.5326,  0.15886,  0.83133
1526, 1526, -0.40462,  0.20885,  0.89032
1527, 1527, -0.40462,  0.20885,  0.89032
1528, 1528, -0.40082,  0.15716,  0.90258
1529, 1529, -0.44546,  0.15744,  0.88135
1530, 1530, -0.44546,  0.15744,  0.88135
1531, 1531, -0.40082,  0.15716,  0.90258
1532, 1532, -0.39589,  0.10502,  0.91227
1533, 1533, -0.44546,  0.15744,  0.88135
1534, 1534, -0.39589,  0.10502,  0.91227
1535, 1535, -0.48434,  0.10535,  0.86851
1536, 1536, -0.38268,  0.00,  0.92388
1537, 1537, -0.43485,  0.05284,  0.89895
1538, 1538, -0.38984,  0.05258,  0.91938
1539, 1539, -0.43485,  0.05284,  0.89895
1540, 1540, -0.48434,  0.10535,  0.86851
1541, 1541, -0.39589,  0.10502,  0.91227
1542, 1542, -0.38984,  0.05258,  0.91938
1543, 1543, -0.43485,  0.05284,  0.89895
1544, 1544, -0.39589,  0.10502,  0.91227
1545, 1545, -0.48434,  0.10535,  0.86851
1546, 1546, -0.43485,  0.05284,  0.89895
1547, 1547, -0.5211,  0.05279,  0.85186
1548, 1548, -0.43485,  0.05284,  0.89895
1549, 1549, -0.38268,  0.00,  0.92388
1550, 1550, -0.55557,  0.00,  0.83147
1551, 1551, -0.5211,  0.05279,  0.85186
1552, 1552, -0.43485,  0.05284,  0.89895
1553, 1553, -0.55557,  0.00,  0.83147
1554, 1554, -0.70711,  0.00,  0.70711
1555, 1555, -0.73229,  0.0534,  0.67889
1556, 1556, -0.67889,  0.0534,  0.73229
1557, 1557, -0.73229,  0.0534,  0.67889
1558, 1558, -0.75434,  0.10657,  0.64777
1559, 1559, -0.64777,  0.10657,  0.75434
1560, 1560, -0.67889,  0.0534,  0.73229
1561, 1561, -0.73229,  0.0534,  0.67889
1562, 1562, -0.64777,  0.10657,  0.75434
1563, 1563, -0.78868,  0.21132,  0.57735
1564, 1564, -0.72387,  0.1602,  0.67108
1565, 1565, -0.77317,  0.15929,  0.61387
1566, 1566, -0.72387,  0.1602,  0.67108
1567, 1567, -0.64777,  0.10657,  0.75434
1568, 1568, -0.75434,  0.10657,  0.64777
1569, 1569, -0.77317,  0.15929,  0.61387
1570, 1570, -0.72387,  0.1602,  0.67108
1571, 1571, -0.75434,  0.10657,  0.64777
1572, 1572, -0.64777,  0.10657,  0.75434
1573, 1573, -0.72387,  0.1602,  0.67108
1574, 1574, -0.61387,  0.15929,  0.77317
1575, 1575, -0.72387,  0.1602,  0.67108
1576, 1576, -0.78868,  0.21132,  0.57735
1577, 1577, -0.57735,  0.21132,  0.78868
1578, 1578, -0.61387,  0.15929,  0.77317
1579, 1579, -0.72387,  0.1602,  0.67108
1580, 1580, -0.57735,  0.21132,  0.78868
1581, 1581, -0.78868,  0.21132,  0.57735
1582, 1582, -0.80951,  0.31246,  0.49705
1583, 1583, -0.72069,  0.32179,  0.61406
1584, 1584, -0.72069,  0.32179,  0.61406
1585, 1585, -0.80951,  0.31246,  0.49705
1586, 1586, -0.8165,  0.40825,  0.40825
1587, 1587, -0.72069,  0.32179,  0.61406
1588, 1588, -0.8165,  0.40825,  0.40825
1589, 1589, -0.6396,  0.4264,  0.6396
1590, 1590, -0.6396,  0.4264,  0.6396
1591, 1591, -0.61406,  0.32179,  0.72069
1592, 1592, -0.72069,  0.32179,  0.61406
1593, 1593, -0.72069,  0.32179,  0.61406
1594, 1594, -0.61406,  0.32179,  0.72069
1595, 1595, -0.57735,  0.21132,  0.78868
1596, 1596, -0.72069,  0.32179,  0.61406
1597, 1597, -0.57735,  0.21132,  0.78868
1598, 1598, -0.78868,  0.21132,  0.57735
1599, 1599, -0.57735,  0.21132,  0.78868
1600, 1600, -0.61406,  0.32179,  0.72069
1601, 1601, -0.49705,  0.31246,  0.80951
1602, 1602, -0.61406,  0.32179,  0.72069
1603, 1603, -0.6396,  0.4264,  0.6396
1604, 1604, -0.40825,  0.40825,  0.8165
1605, 1605, -0.49705,  0.31246,  0.80951
1606, 1606, -0.61406,  0.32179,  0.72069
1607, 1607, -0.40825,  0.40825,  0.8165
1608, 1608, -0.8165,  0.40825,  0.40825
1609, 1609, -0.78868,  0.57735,  0.21132
1610, 1610, -0.6396,  0.6396,  0.4264
1611, 1611, -0.78868,  0.57735,  0.21132
1612, 1612, -0.70711,  0.70711,  0.00
1613, 1613, -0.57735,  0.78868,  0.21132
1614, 1614, -0.57735,  0.78868,  0.21132
1615, 1615, -0.6396,  0.6396,  0.4264
1616, 1616, -0.78868,  0.57735,  0.21132
1617, 1617, -0.40825,  0.8165,  0.40825
1618, 1618, -0.6396,  0.6396,  0.4264
1619, 1619, -0.57735,  0.78868,  0.21132
1620, 1620, -0.40825,  0.8165,  0.40825
1621, 1621, -0.4264,  0.6396,  0.6396
1622, 1622, -0.6396,  0.6396,  0.4264
1623, 1623, -0.4264,  0.6396,  0.6396
1624, 1624, -0.40825,  0.40825,  0.8165
1625, 1625, -0.6396,  0.4264,  0.6396
1626, 1626, -0.6396,  0.4264,  0.6396
1627, 1627, -0.6396,  0.6396,  0.4264
1628, 1628, -0.4264,  0.6396,  0.6396
1629, 1629, -0.8165,  0.40825,  0.40825
1630, 1630, -0.6396,  0.6396,  0.4264
1631, 1631, -0.6396,  0.4264,  0.6396
1632, 1632,  0.00,  0.70711,  0.70711
1633, 1633, -0.21132,  0.57735,  0.78868
1634, 1634, -0.21132,  0.78868,  0.57735
1635, 1635, -0.21132,  0.57735,  0.78868
1636, 1636, -0.40825,  0.40825,  0.8165
1637, 1637, -0.4264,  0.6396,  0.6396
1638, 1638, -0.4264,  0.6396,  0.6396
1639, 1639, -0.21132,  0.78868,  0.57735
1640, 1640, -0.21132,  0.57735,  0.78868
1641, 1641, -0.40825,  0.8165,  0.40825
1642, 1642, -0.21132,  0.78868,  0.57735
1643, 1643, -0.4264,  0.6396,  0.6396
1644, 1644, -0.98079,  0.19509,  0.00
1645, 1645, -0.98788,  0.14714,  0.04936
1646, 1646, -0.98918,  0.14673,  0.00
1647, 1647, -0.98788,  0.14714,  0.04936
1648, 1648, -0.99025,  0.09849,  0.09849
1649, 1649, -0.99518,  0.09802,  0.00
1650, 1650, -0.98918,  0.14673,  0.00
1651, 1651, -0.98788,  0.14714,  0.04936
1652, 1652, -0.99518,  0.09802,  0.00
1653, 1653, -0.99025,  0.09849,  0.09849
1654, 1654, -0.98788,  0.04936,  0.14714
1655, 1655, -0.99756,  0.04936,  0.04936
1656, 1656, -0.99756,  0.04936,  0.04936
1657, 1657, -0.98788,  0.04936,  0.14714
1658, 1658, -0.98079,  0.00,  0.19509
1659, 1659, -0.99756,  0.04936,  0.04936
1660, 1660, -0.98079,  0.00,  0.19509
1661, 1661, -1.00,  0.00,  0.00
1662, 1662, -1.00,  0.00,  0.00
1663, 1663, -0.9988,  0.04907,  0.00
1664, 1664, -0.99756,  0.04936,  0.04936
1665, 1665, -0.99756,  0.04936,  0.04936
1666, 1666, -0.9988,  0.04907,  0.00
1667, 1667, -0.99518,  0.09802,  0.00
1668, 1668, -0.99756,  0.04936,  0.04936
1669, 1669, -0.99518,  0.09802,  0.00
1670, 1670, -0.99025,  0.09849,  0.09849
1671, 1671, -0.92388,  0.38268,  0.00
1672, 1672, -0.95069,  0.29347,  0.10032
1673, 1673, -0.95694,  0.29028,  0.00
1674, 1674, -0.95069,  0.29347,  0.10032
1675, 1675, -0.95968,  0.19876,  0.19876
1676, 1676, -0.98079,  0.19509,  0.00
1677, 1677, -0.95694,  0.29028,  0.00
1678, 1678, -0.95069,  0.29347,  0.10032
1679, 1679, -0.98079,  0.19509,  0.00
1680, 1680, -0.98079,  0.00,  0.19509
1681, 1681, -0.98788,  0.04936,  0.14714
1682, 1682, -0.97918,  0.05,  0.19675
1683, 1683, -0.98788,  0.04936,  0.14714
1684, 1684, -0.99025,  0.09849,  0.09849
1685, 1685, -0.97512,  0.09988,  0.19791
1686, 1686, -0.97918,  0.05,  0.19675
1687, 1687, -0.98788,  0.04936,  0.14714
1688, 1688, -0.97512,  0.09988,  0.19791
1689, 1689, -0.99025,  0.09849,  0.09849
1690, 1690, -0.98788,  0.14714,  0.04936
1691, 1691, -0.97754,  0.14901,  0.14901
1692, 1692, -0.97754,  0.14901,  0.14901
1693, 1693, -0.98788,  0.14714,  0.04936
1694, 1694, -0.98079,  0.19509,  0.00
1695, 1695, -0.97754,  0.14901,  0.14901
1696, 1696, -0.98079,  0.19509,  0.00
1697, 1697, -0.95968,  0.19876,  0.19876
1698, 1698, -0.95968,  0.19876,  0.19876
1699, 1699, -0.96861,  0.14951,  0.19858
1700, 1700, -0.97754,  0.14901,  0.14901
1701, 1701, -0.97754,  0.14901,  0.14901
1702, 1702, -0.96861,  0.14951,  0.19858
1703, 1703, -0.97512,  0.09988,  0.19791
1704, 1704, -0.97754,  0.14901,  0.14901
1705, 1705, -0.97512,  0.09988,  0.19791
1706, 1706, -0.99025,  0.09849,  0.09849
1707, 1707, -0.95968,  0.19876,  0.19876
1708, 1708, -0.95743,  0.14989,  0.24669
1709, 1709, -0.96861,  0.14951,  0.19858
1710, 1710, -0.95743,  0.14989,  0.24669
1711, 1711, -0.95069,  0.10032,  0.29347
1712, 1712, -0.97512,  0.09988,  0.19791
1713, 1713, -0.96861,  0.14951,  0.19858
1714, 1714, -0.95743,  0.14989,  0.24669
1715, 1715, -0.97512,  0.09988,  0.19791
1716, 1716, -0.95069,  0.10032,  0.29347
1717, 1717, -0.93949,  0.05028,  0.33887
1718, 1718, -0.96824,  0.05029,  0.24491
1719, 1719, -0.96824,  0.05029,  0.24491
1720, 1720, -0.93949,  0.05028,  0.33887
1721, 1721, -0.92388,  0.00,  0.38268
1722, 1722, -0.96824,  0.05029,  0.24491
1723, 1723, -0.92388,  0.00,  0.38268
1724, 1724, -0.98079,  0.00,  0.19509
1725, 1725, -0.98079,  0.00,  0.19509
1726, 1726, -0.97918,  0.05,  0.19675
1727, 1727, -0.96824,  0.05029,  0.24491
1728, 1728, -0.96824,  0.05029,  0.24491
1729, 1729, -0.97918,  0.05,  0.19675
1730, 1730, -0.97512,  0.09988,  0.19791
1731, 1731, -0.96824,  0.05029,  0.24491
1732, 1732, -0.97512,  0.09988,  0.19791
1733, 1733, -0.95069,  0.10032,  0.29347
1734, 1734, -0.92388,  0.38268,  0.00
1735, 1735, -0.83147,  0.55557,  0.00
1736, 1736, -0.89032,  0.40462,  0.20885
1737, 1737, -0.83147,  0.55557,  0.00
1738, 1738, -0.70711,  0.70711,  0.00
1739, 1739, -0.78868,  0.57735,  0.21132
1740, 1740, -0.78868,  0.57735,  0.21132
1741, 1741, -0.89032,  0.40462,  0.20885
1742, 1742, -0.83147,  0.55557,  0.00
1743, 1743, -0.8165,  0.40825,  0.40825
1744, 1744, -0.89032,  0.40462,  0.20885
1745, 1745, -0.78868,  0.57735,  0.21132
1746, 1746, -0.89032,  0.20885,  0.40462
1747, 1747, -0.89898,  0.30971,  0.30971
1748, 1748, -0.85827,  0.31031,  0.40875
1749, 1749, -0.89898,  0.30971,  0.30971
1750, 1750, -0.89032,  0.40462,  0.20885
1751, 1751, -0.8165,  0.40825,  0.40825
1752, 1752, -0.85827,  0.31031,  0.40875
1753, 1753, -0.89898,  0.30971,  0.30971
1754, 1754, -0.8165,  0.40825,  0.40825
1755, 1755, -0.92388,  0.00,  0.38268
1756, 1756, -0.93949,  0.05028,  0.33887
1757, 1757, -0.91938,  0.05258,  0.38984
1758, 1758, -0.93949,  0.05028,  0.33887
1759, 1759, -0.95069,  0.10032,  0.29347
1760, 1760, -0.91227,  0.10502,  0.39589
1761, 1761, -0.91938,  0.05258,  0.38984
1762, 1762, -0.93949,  0.05028,  0.33887
1763, 1763, -0.91227,  0.10502,  0.39589
1764, 1764, -0.95069,  0.10032,  0.29347
1765, 1765, -0.95743,  0.14989,  0.24669
1766, 1766, -0.92372,  0.15512,  0.35026
1767, 1767, -0.92372,  0.15512,  0.35026
1768, 1768, -0.95743,  0.14989,  0.24669
1769, 1769, -0.95968,  0.19876,  0.19876
1770, 1770, -0.92372,  0.15512,  0.35026
1771, 1771, -0.95968,  0.19876,  0.19876
1772, 1772, -0.89032,  0.20885,  0.40462
1773, 1773, -0.89032,  0.20885,  0.40462
1774, 1774, -0.90258,  0.15716,  0.40082
1775, 1775, -0.92372,  0.15512,  0.35026
1776, 1776, -0.92372,  0.15512,  0.35026
1777, 1777, -0.90258,  0.15716,  0.40082
1778, 1778, -0.91227,  0.10502,  0.39589
1779, 1779, -0.92372,  0.15512,  0.35026
1780, 1780, -0.91227,  0.10502,  0.39589
