VTX, IDX, POSITION.x, POSITION.y, POSITION.z
2546, 2546,  0.40462, -0.89032, -0.20885
2547, 2547,  0.20885, -0.89032, -0.40462
2548, 2548,  0.00, -0.92388, -0.38268
2549, 2549,  0.19876, -0.95968, -0.19876
2550, 2550,  0.19876, -0.95968, -0.19876
2551, 2551,  0.40462, -0.89032, -0.20885
2552, 2552,  0.20885, -0.89032, -0.40462
2553, 2553,  0.38268, -0.92388,  0.00
2554, 2554,  0.40462, -0.89032, -0.20885
2555, 2555,  0.19876, -0.95968, -0.19876
2556, 2556,  0.00, -0.70711, -0.70711
2557, 2557,  0.00, -0.83147, -0.55557
2558, 2558,  0.21132, -0.78868, -0.57735
2559, 2559,  0.00, -0.83147, -0.55557
2560, 2560,  0.00, -0.92388, -0.38268
2561, 2561,  0.20885, -0.89032, -0.40462
2562, 2562,  0.20885, -0.89032, -0.40462
2563, 2563,  0.21132, -0.78868, -0.57735
2564, 2564,  0.00, -0.83147, -0.55557
2565, 2565,  0.40825, -0.8165, -0.40825
2566, 2566,  0.21132, -0.78868, -0.57735
2567, 2567,  0.20885, -0.89032, -0.40462
2568, 2568,  0.70711, -0.70711,  0.00
2569, 2569,  0.83147, -0.55557,  0.00
2570, 2570,  0.78868, -0.57735, -0.21132
2571, 2571,  0.83147, -0.55557,  0.00
2572, 2572,  0.92388, -0.38268,  0.00
2573, 2573,  0.89032, -0.40462, -0.20885
2574, 2574,  0.89032, -0.40462, -0.20885
2575, 2575,  0.78868, -0.57735, -0.21132
2576, 2576,  0.83147, -0.55557,  0.00
2577, 2577,  0.8165, -0.40825, -0.40825
2578, 2578,  0.78868, -0.57735, -0.21132
2579, 2579,  0.89032, -0.40462, -0.20885
2580, 2580,  0.92388, -0.38268,  0.00
2581, 2581,  0.95694, -0.29028,  0.00
2582, 2582,  0.95069, -0.29347, -0.10032
2583, 2583,  0.95069, -0.29347, -0.10032
2584, 2584,  0.95694, -0.29028,  0.00
2585, 2585,  0.98079, -0.19509,  0.00
2586, 2586,  0.95069, -0.29347, -0.10032
2587, 2587,  0.98079, -0.19509,  0.00
2588, 2588,  0.95968, -0.19876, -0.19876
2589, 2589,  0.98079, -0.19509,  0.00
2590, 2590,  0.98918, -0.14673,  0.00
2591, 2591,  0.98788, -0.14714, -0.04936
2592, 2592,  0.98788, -0.14714, -0.04936
2593, 2593,  0.98918, -0.14673,  0.00
2594, 2594,  0.99518, -0.09802,  0.00
2595, 2595,  0.98788, -0.14714, -0.04936
2596, 2596,  0.99518, -0.09802,  0.00
2597, 2597,  0.99025, -0.09849, -0.09849
2598, 2598,  1.00,  0.00,  0.00
2599, 2599,  0.99756, -0.04936, -0.04936
2600, 2600,  0.9988, -0.04907,  0.00
2601, 2601,  0.99756, -0.04936, -0.04936
2602, 2602,  0.99025, -0.09849, -0.09849
2603, 2603,  0.99518, -0.09802,  0.00
2604, 2604,  0.9988, -0.04907,  0.00
2605, 2605,  0.99756, -0.04936, -0.04936
2606, 2606,  0.99518, -0.09802,  0.00
2607, 2607,  0.99025, -0.09849, -0.09849
2608, 2608,  0.99756, -0.04936, -0.04936
2609, 2609,  0.98788, -0.04936, -0.14714
2610, 2610,  0.99756, -0.04936, -0.04936
2611, 2611,  1.00,  0.00,  0.00
2612, 2612,  0.98079,  0.00, -0.19509
2613, 2613,  0.98788, -0.04936, -0.14714
2614, 2614,  0.99756, -0.04936, -0.04936
2615, 2615,  0.98079,  0.00, -0.19509
2616, 2616,  0.98079,  0.00, -0.19509
2617, 2617,  0.97918, -0.05, -0.19675
2618, 2618,  0.98788, -0.04936, -0.14714
2619, 2619,  0.98788, -0.04936, -0.14714
2620, 2620,  0.97918, -0.05, -0.19675
2621, 2621,  0.97512, -0.09988, -0.19791
2622, 2622,  0.98788, -0.04936, -0.14714
2623, 2623,  0.97512, -0.09988, -0.19791
2624, 2624,  0.99025, -0.09849, -0.09849
2625, 2625,  0.95968, -0.19876, -0.19876
2626, 2626,  0.97754, -0.14901, -0.14901
2627, 2627,  0.96861, -0.14951, -0.19858
2628, 2628,  0.97754, -0.14901, -0.14901
2629, 2629,  0.99025, -0.09849, -0.09849
2630, 2630,  0.97512, -0.09988, -0.19791
2631, 2631,  0.96861, -0.14951, -0.19858
2632, 2632,  0.97754, -0.14901, -0.14901
2633, 2633,  0.97512, -0.09988, -0.19791
2634, 2634,  0.99025, -0.09849, -0.09849
2635, 2635,  0.97754, -0.14901, -0.14901
2636, 2636,  0.98788, -0.14714, -0.04936
2637, 2637,  0.97754, -0.14901, -0.14901
2638, 2638,  0.95968, -0.19876, -0.19876
2639, 2639,  0.98079, -0.19509,  0.00
2640, 2640,  0.98788, -0.14714, -0.04936
2641, 2641,  0.97754, -0.14901, -0.14901
2642, 2642,  0.98079, -0.19509,  0.00
2643, 2643,  0.95968, -0.19876, -0.19876
2644, 2644,  0.96861, -0.14951, -0.19858
2645, 2645,  0.95743, -0.14989, -0.24669
2646, 2646,  0.95743, -0.14989, -0.24669
2647, 2647,  0.96861, -0.14951, -0.19858
2648, 2648,  0.97512, -0.09988, -0.19791
2649, 2649,  0.95743, -0.14989, -0.24669
2650, 2650,  0.97512, -0.09988, -0.19791
2651, 2651,  0.95069, -0.10032, -0.29347
2652, 2652,  0.98079,  0.00, -0.19509
2653, 2653,  0.96824, -0.05029, -0.24491
2654, 2654,  0.97918, -0.05, -0.19675
2655, 2655,  0.96824, -0.05029, -0.24491
2656, 2656,  0.95069, -0.10032, -0.29347
2657, 2657,  0.97512, -0.09988, -0.19791
2658, 2658,  0.97918, -0.05, -0.19675
2659, 2659,  0.96824, -0.05029, -0.24491
2660, 2660,  0.97512, -0.09988, -0.19791
2661, 2661,  0.95069, -0.10032, -0.29347
2662, 2662,  0.96824, -0.05029, -0.24491
2663, 2663,  0.93949, -0.05028, -0.33887
2664, 2664,  0.96824, -0.05029, -0.24491
2665, 2665,  0.98079,  0.00, -0.19509
2666, 2666,  0.92388,  0.00, -0.38268
2667, 2667,  0.93949, -0.05028, -0.33887
2668, 2668,  0.96824, -0.05029, -0.24491
2669, 2669,  0.92388,  0.00, -0.38268
2670, 2670,  0.92388,  0.00, -0.38268
2671, 2671,  0.91938, -0.05258, -0.38984
2672, 2672,  0.93949, -0.05028, -0.33887
2673, 2673,  0.93949, -0.05028, -0.33887
2674, 2674,  0.91938, -0.05258, -0.38984
2675, 2675,  0.91227, -0.10502, -0.39589
2676, 2676,  0.93949, -0.05028, -0.33887
2677, 2677,  0.91227, -0.10502, -0.39589
2678, 2678,  0.95069, -0.10032, -0.29347
2679, 2679,  0.89032, -0.20885, -0.40462
2680, 2680,  0.92372, -0.15512, -0.35026
2681, 2681,  0.90258, -0.15716, -0.40082
2682, 2682,  0.92372, -0.15512, -0.35026
2683, 2683,  0.95069, -0.10032, -0.29347
2684, 2684,  0.91227, -0.10502, -0.39589
2685, 2685,  0.90258, -0.15716, -0.40082
2686, 2686,  0.92372, -0.15512, -0.35026
2687, 2687,  0.91227, -0.10502, -0.39589
2688, 2688,  0.95069, -0.10032, -0.29347
2689, 2689,  0.92372, -0.15512, -0.35026
2690, 2690,  0.95743, -0.14989, -0.24669
2691, 2691,  0.92372, -0.15512, -0.35026
2692, 2692,  0.89032, -0.20885, -0.40462
2693, 2693,  0.95968, -0.19876, -0.19876
2694, 2694,  0.95743, -0.14989, -0.24669
2695, 2695,  0.92372, -0.15512, -0.35026
2696, 2696,  0.95968, -0.19876, -0.19876
2697, 2697,  0.89032, -0.20885, -0.40462
2698, 2698,  0.85827, -0.31031, -0.40875
2699, 2699,  0.89898, -0.30971, -0.30971
2700, 2700,  0.89898, -0.30971, -0.30971
2701, 2701,  0.85827, -0.31031, -0.40875
2702, 2702,  0.8165, -0.40825, -0.40825
2703, 2703,  0.89898, -0.30971, -0.30971
2704, 2704,  0.8165, -0.40825, -0.40825
2705, 2705,  0.89032, -0.40462, -0.20885
2706, 2706,  0.89032, -0.40462, -0.20885
2707, 2707,  0.93052, -0.30349, -0.20502
2708, 2708,  0.89898, -0.30971, -0.30971
2709, 2709,  0.89898, -0.30971, -0.30971
2710, 2710,  0.93052, -0.30349, -0.20502
2711, 2711,  0.95968, -0.19876, -0.19876
2712, 2712,  0.89898, -0.30971, -0.30971
2713, 2713,  0.95968, -0.19876, -0.19876
2714, 2714,  0.89032, -0.20885, -0.40462
2715, 2715,  0.95968, -0.19876, -0.19876
2716, 2716,  0.93052, -0.30349, -0.20502
2717, 2717,  0.95069, -0.29347, -0.10032
2718, 2718,  0.95069, -0.29347, -0.10032
2719, 2719,  0.93052, -0.30349, -0.20502
2720, 2720,  0.89032, -0.40462, -0.20885
2721, 2721,  0.95069, -0.29347, -0.10032
2722, 2722,  0.89032, -0.40462, -0.20885
2723, 2723,  0.92388, -0.38268,  0.00
2724, 2724,  0.78868, -0.21132, -0.57735
2725, 2725,  0.80296, -0.15904, -0.57443
2726, 2726,  0.77317, -0.15929, -0.61387
2727, 2727,  0.77317, -0.15929, -0.61387
2728, 2728,  0.80296, -0.15904, -0.57443
2729, 2729,  0.81487, -0.10629, -0.56982
2730, 2730,  0.77317, -0.15929, -0.61387
2731, 2731,  0.81487, -0.10629, -0.56982
2732, 2732,  0.75434, -0.10657, -0.64777
2733, 2733,  0.83147,  0.00, -0.55557
2734, 2734,  0.79548, -0.05346, -0.60362
2735, 2735,  0.82438, -0.05322, -0.56352
2736, 2736,  0.79548, -0.05346, -0.60362
2737, 2737,  0.75434, -0.10657, -0.64777
2738, 2738,  0.81487, -0.10629, -0.56982
2739, 2739,  0.82438, -0.05322, -0.56352
2740, 2740,  0.79548, -0.05346, -0.60362
2741, 2741,  0.81487, -0.10629, -0.56982
2742, 2742,  0.75434, -0.10657, -0.64777
2743, 2743,  0.79548, -0.05346, -0.60362
2744, 2744,  0.73229, -0.0534, -0.67889
2745, 2745,  0.79548, -0.05346, -0.60362
2746, 2746,  0.83147,  0.00, -0.55557
2747, 2747,  0.70711,  0.00, -0.70711
2748, 2748,  0.73229, -0.0534, -0.67889
2749, 2749,  0.79548, -0.05346, -0.60362
2750, 2750,  0.70711,  0.00, -0.70711
2751, 2751,  0.8165, -0.40825, -0.40825
2752, 2752,  0.85827, -0.31031, -0.40875
2753, 2753,  0.80951, -0.31246, -0.49705
2754, 2754,  0.80951, -0.31246, -0.49705
2755, 2755,  0.85827, -0.31031, -0.40875
2756, 2756,  0.89032, -0.20885, -0.40462
2757, 2757,  0.80951, -0.31246, -0.49705
2758, 2758,  0.89032, -0.20885, -0.40462
2759, 2759,  0.78868, -0.21132, -0.57735
2760, 2760,  0.83147,  0.00, -0.55557
2761, 2761,  0.82438, -0.05322, -0.56352
2762, 2762,  0.85186, -0.05279, -0.5211
2763, 2763,  0.85186, -0.05279, -0.5211
2764, 2764,  0.82438, -0.05322, -0.56352
2765, 2765,  0.81487, -0.10629, -0.56982
2766, 2766,  0.85186, -0.05279, -0.5211
2767, 2767,  0.81487, -0.10629, -0.56982
2768, 2768,  0.86851, -0.10535, -0.48434
2769, 2769,  0.78868, -0.21132, -0.57735
2770, 2770,  0.83133, -0.15886, -0.5326
2771, 2771,  0.80296, -0.15904, -0.57443
2772, 2772,  0.83133, -0.15886, -0.5326
2773, 2773,  0.86851, -0.10535, -0.48434
2774, 2774,  0.81487, -0.10629, -0.56982
2775, 2775,  0.80296, -0.15904, -0.57443
2776, 2776,  0.83133, -0.15886, -0.5326
2777, 2777,  0.81487, -0.10629, -0.56982
2778, 2778,  0.86851, -0.10535, -0.48434
2779, 2779,  0.83133, -0.15886, -0.5326
2780, 2780,  0.88135, -0.15744, -0.44546
2781, 2781,  0.83133, -0.15886, -0.5326
2782, 2782,  0.78868, -0.21132, -0.57735
2783, 2783,  0.89032, -0.20885, -0.40462
2784, 2784,  0.88135, -0.15744, -0.44546
2785, 2785,  0.83133, -0.15886, -0.5326
2786, 2786,  0.89032, -0.20885, -0.40462
2787, 2787,  0.89032, -0.20885, -0.40462
2788, 2788,  0.90258, -0.15716, -0.40082
2789, 2789,  0.88135, -0.15744, -0.44546
2790, 2790,  0.88135, -0.15744, -0.44546
2791, 2791,  0.90258, -0.15716, -0.40082
2792, 2792,  0.91227, -0.10502, -0.39589
2793, 2793,  0.88135, -0.15744, -0.44546
2794, 2794,  0.91227, -0.10502, -0.39589
2795, 2795,  0.86851, -0.10535, -0.48434
2796, 2796,  0.92388,  0.00, -0.38268
2797, 2797,  0.89895, -0.05284, -0.43485
2798, 2798,  0.91938, -0.05258, -0.38984
2799, 2799,  0.89895, -0.05284, -0.43485
2800, 2800,  0.86851, -0.10535, -0.48434
2801, 2801,  0.91227, -0.10502, -0.39589
2802, 2802,  0.91938, -0.05258, -0.38984
2803, 2803,  0.89895, -0.05284, -0.43485
2804, 2804,  0.91227, -0.10502, -0.39589
2805, 2805,  0.86851, -0.10535, -0.48434
2806, 2806,  0.89895, -0.05284, -0.43485
2807, 2807,  0.85186, -0.05279, -0.5211
2808, 2808,  0.89895, -0.05284, -0.43485
2809, 2809,  0.92388,  0.00, -0.38268
2810, 2810,  0.83147,  0.00, -0.55557
2811, 2811,  0.85186, -0.05279, -0.5211
2812, 2812,  0.89895, -0.05284, -0.43485
2813, 2813,  0.83147,  0.00, -0.55557
2814, 2814,  0.70711,  0.00, -0.70711
2815, 2815,  0.67889, -0.0534, -0.73229
2816, 2816,  0.73229, -0.0534, -0.67889
2817, 2817,  0.73229, -0.0534, -0.67889
2818, 2818,  0.67889, -0.0534, -0.73229
2819, 2819,  0.64777, -0.10657, -0.75434
2820, 2820,  0.73229, -0.0534, -0.67889
2821, 2821,  0.64777, -0.10657, -0.75434
2822, 2822,  0.75434, -0.10657, -0.64777
2823, 2823,  0.57735, -0.21132, -0.78868
2824, 2824,  0.67108, -0.1602, -0.72387
2825, 2825,  0.61387, -0.15929, -0.77317
2826, 2826,  0.67108, -0.1602, -0.72387
2827, 2827,  0.75434, -0.10657, -0.64777
2828, 2828,  0.64777, -0.10657, -0.75434
2829, 2829,  0.61387, -0.15929, -0.77317
2830, 2830,  0.67108, -0.1602, -0.72387
2831, 2831,  0.64777, -0.10657, -0.75434
2832, 2832,  0.75434, -0.10657, -0.64777
2833, 2833,  0.67108, -0.1602, -0.72387
2834, 2834,  0.77317, -0.15929, -0.61387
2835, 2835,  0.67108, -0.1602, -0.72387
2836, 2836,  0.57735, -0.21132, -0.78868
2837, 2837,  0.78868, -0.21132, -0.57735
2838, 2838,  0.77317, -0.15929, -0.61387
2839, 2839,  0.67108, -0.1602, -0.72387
2840, 2840,  0.78868, -0.21132, -0.57735
2841, 2841,  0.57735, -0.21132, -0.78868
2842, 2842,  0.49705, -0.31246, -0.80951
2843, 2843,  0.61406, -0.32179, -0.72069
2844, 2844,  0.61406, -0.32179, -0.72069
2845, 2845,  0.49705, -0.31246, -0.80951
2846, 2846,  0.40825, -0.40825, -0.8165
2847, 2847,  0.61406, -0.32179, -0.72069
2848, 2848,  0.40825, -0.40825, -0.8165
2849, 2849,  0.6396, -0.4264, -0.6396
2850, 2850,  0.6396, -0.4264, -0.6396
2851, 2851,  0.72069, -0.32179, -0.61406
2852, 2852,  0.61406, -0.32179, -0.72069
2853, 2853,  0.61406, -0.32179, -0.72069
2854, 2854,  0.72069, -0.32179, -0.61406
2855, 2855,  0.78868, -0.21132, -0.57735
2856, 2856,  0.61406, -0.32179, -0.72069
2857, 2857,  0.78868, -0.21132, -0.57735
2858, 2858,  0.57735, -0.21132, -0.78868
2859, 2859,  0.78868, -0.21132, -0.57735
2860, 2860,  0.72069, -0.32179, -0.61406
2861, 2861,  0.80951, -0.31246, -0.49705
2862, 2862,  0.72069, -0.32179, -0.61406
2863, 2863,  0.6396, -0.4264, -0.6396
2864, 2864,  0.8165, -0.40825, -0.40825
2865, 2865,  0.80951, -0.31246, -0.49705
2866, 2866,  0.72069, -0.32179, -0.61406
2867, 2867,  0.8165, -0.40825, -0.40825
2868, 2868,  0.40825, -0.40825, -0.8165
2869, 2869,  0.21132, -0.57735, -0.78868
2870, 2870,  0.4264, -0.6396, -0.6396
2871, 2871,  0.21132, -0.57735, -0.78868
2872, 2872,  0.00, -0.70711, -0.70711
2873, 2873,  0.21132, -0.78868, -0.57735
2874, 2874,  0.21132, -0.78868, -0.57735
2875, 2875,  0.4264, -0.6396, -0.6396
2876, 2876,  0.21132, -0.57735, -0.78868
2877, 2877,  0.40825, -0.8165, -0.40825
2878, 2878,  0.4264, -0.6396, -0.6396
2879, 2879,  0.21132, -0.78868, -0.57735
2880, 2880,  0.40825, -0.8165, -0.40825
2881, 2881,  0.6396, -0.6396, -0.4264
2882, 2882,  0.4264, -0.6396, -0.6396
2883, 2883,  0.6396, -0.6396, -0.4264
2884, 2884,  0.8165, -0.40825, -0.40825
2885, 2885,  0.6396, -0.4264, -0.6396
2886, 2886,  0.6396, -0.4264, -0.6396
2887, 2887,  0.4264, -0.6396, -0.6396
2888, 2888,  0.6396, -0.6396, -0.4264
2889, 2889,  0.40825, -0.40825, -0.8165
2890, 2890,  0.4264, -0.6396, -0.6396
2891, 2891,  0.6396, -0.4264, -0.6396
2892, 2892,  0.70711, -0.70711,  0.00
2893, 2893,  0.78868, -0.57735, -0.21132
2894, 2894,  0.57735, -0.78868, -0.21132
2895, 2895,  0.78868, -0.57735, -0.21132
2896, 2896,  0.8165, -0.40825, -0.40825
2897, 2897,  0.6396, -0.6396, -0.4264
2898, 2898,  0.6396, -0.6396, -0.4264
2899, 2899,  0.57735, -0.78868, -0.21132
2900, 2900,  0.78868, -0.57735, -0.21132
2901, 2901,  0.40825, -0.8165, -0.40825
2902, 2902,  0.57735, -0.78868, -0.21132
2903, 2903,  0.6396, -0.6396, -0.4264
2904, 2904,  0.00, -0.19509, -0.98079
2905, 2905,  0.04936, -0.14714, -0.98788
2906, 2906,  0.00, -0.14673, -0.98918
2907, 2907,  0.04936, -0.14714, -0.98788
2908, 2908,  0.09849, -0.09849, -0.99025
2909, 2909,  0.00, -0.09802, -0.99518
2910, 2910,  0.00, -0.14673, -0.98918
2911, 2911,  0.04936, -0.14714, -0.98788
2912, 2912,  0.00, -0.09802, -0.99518
2913, 2913,  0.09849, -0.09849, -0.99025
2914, 2914,  0.14714, -0.04936, -0.98788
2915, 2915,  0.04936, -0.04936, -0.99756
2916, 2916,  0.04936, -0.04936, -0.99756
2917, 2917,  0.14714, -0.04936, -0.98788
2918, 2918,  0.19509,  0.00, -0.98079
2919, 2919,  0.04936, -0.04936, -0.99756
2920, 2920,  0.19509,  0.00, -0.98079
2921, 2921,  0.00,  0.00, -1.00
2922, 2922,  0.00,  0.00, -1.00
2923, 2923,  0.00, -0.04907, -0.9988
2924, 2924,  0.04936, -0.04936, -0.99756
2925, 2925,  0.04936, -0.04936, -0.99756
2926, 2926,  0.00, -0.04907, -0.9988
2927, 2927,  0.00, -0.09802, -0.99518
2928, 2928,  0.04936, -0.04936, -0.99756
2929, 2929,  0.00, -0.09802, -0.99518
2930, 2930,  0.09849, -0.09849, -0.99025
2931, 2931,  0.00, -0.38268, -0.92388
2932, 2932,  0.10032, -0.29347, -0.95069
2933, 2933,  0.00, -0.29028, -0.95694
2934, 2934,  0.10032, -0.29347, -0.95069
2935, 2935,  0.19876, -0.19876, -0.95968
2936, 2936,  0.00, -0.19509, -0.98079
2937, 2937,  0.00, -0.29028, -0.95694
2938, 2938,  0.10032, -0.29347, -0.95069
2939, 2939,  0.00, -0.19509, -0.98079
2940, 2940,  0.19509,  0.00, -0.98079
2941, 2941,  0.14714, -0.04936, -0.98788
2942, 2942,  0.19675, -0.05, -0.97918
2943, 2943,  0.14714, -0.04936, -0.98788
2944, 2944,  0.09849, -0.09849, -0.99025
2945, 2945,  0.19791, -0.09988, -0.97512
2946, 2946,  0.19675, -0.05, -0.97918
2947, 2947,  0.14714, -0.04936, -0.98788
2948, 2948,  0.19791, -0.09988, -0.97512
2949, 2949,  0.09849, -0.09849, -0.99025
2950, 2950,  0.04936, -0.14714, -0.98788
2951, 2951,  0.14901, -0.14901, -0.97754
2952, 2952,  0.14901, -0.14901, -0.97754
2953, 2953,  0.04936, -0.14714, -0.98788
2954, 2954,  0.00, -0.19509, -0.98079
2955, 2955,  0.14901, -0.14901, -0.97754
2956, 2956,  0.00, -0.19509, -0.98079
2957, 2957,  0.19876, -0.19876, -0.95968
2958, 2958,  0.19876, -0.19876, -0.95968
2959, 2959,  0.19858, -0.14951, -0.96861
2960, 2960,  0.14901, -0.14901, -0.97754
2961, 2961,  0.14901, -0.14901, -0.97754
2962, 2962,  0.19858, -0.14951, -0.96861
2963, 2963,  0.19791, -0.09988, -0.97512
2964, 2964,  0.14901, -0.14901, -0.97754
2965, 2965,  0.19791, -0.09988, -0.97512
2966, 2966,  0.09849, -0.09849, -0.99025
2967, 2967,  0.19876, -0.19876, -0.95968
2968, 2968,  0.24669, -0.14989, -0.95743
2969, 2969,  0.19858, -0.14951, -0.96861
2970, 2970,  0.24669, -0.14989, -0.95743
2971, 2971,  0.29347, -0.10032, -0.95069
2972, 2972,  0.19791, -0.09988, -0.97512
2973, 2973,  0.19858, -0.14951, -0.96861
2974, 2974,  0.24669, -0.14989, -0.95743
2975, 2975,  0.19791, -0.09988, -0.97512
2976, 2976,  0.29347, -0.10032, -0.95069
2977, 2977,  0.33887, -0.05028, -0.93949
2978, 2978,  0.24491, -0.05029, -0.96824
2979, 2979,  0.24491, -0.05029, -0.96824
2980, 2980,  0.33887, -0.05028, -0.93949
2981, 2981,  0.38268,  0.00, -0.92388
2982, 2982,  0.24491, -0.05029, -0.96824
2983, 2983,  0.38268,  0.00, -0.92388
2984, 2984,  0.19509,  0.00, -0.98079
2985, 2985,  0.19509,  0.00, -0.98079
2986, 2986,  0.19675, -0.05, -0.97918
2987, 2987,  0.24491, -0.05029, -0.96824
2988, 2988,  0.24491, -0.05029, -0.96824
2989, 2989,  0.19675, -0.05, -0.97918
2990, 2990,  0.19791, -0.09988, -0.97512
2991, 2991,  0.24491, -0.05029, -0.96824
2992, 2992,  0.19791, -0.09988, -0.97512
2993, 2993,  0.29347, -0.10032, -0.95069
2994, 2994,  0.00, -0.38268, -0.92388
2995, 2995,  0.00, -0.55557, -0.83147
2996, 2996,  0.20885, -0.40462, -0.89032
2997, 2997,  0.00, -0.55557, -0.83147
2998, 2998,  0.00, -0.70711, -0.70711
2999, 2999,  0.21132, -0.57735, -0.78868
3000, 3000,  0.21132, -0.57735, -0.78868
3001, 3001,  0.20885, -0.40462, -0.89032
3002, 3002,  0.00, -0.55557, -0.83147
3003, 3003,  0.40825, -0.40825, -0.8165
3004, 3004,  0.20885, -0.40462, -0.89032
3005, 3005,  0.21132, -0.57735, -0.78868
3006, 3006,  0.40462, -0.20885, -0.89032
3007, 3007,  0.30971, -0.30971, -0.89898
3008, 3008,  0.40875, -0.31031, -0.85827
3009, 3009,  0.30971, -0.30971, -0.89898
3010, 3010,  0.20885, -0.40462, -0.89032
3011, 3011,  0.40825, -0.40825, -0.8165
3012, 3012,  0.40875, -0.31031, -0.85827
3013, 3013,  0.30971, -0.30971, -0.89898
3014, 3014,  0.40825, -0.40825, -0.8165
3015, 3015,  0.38268,  0.00, -0.92388
3016, 3016,  0.33887, -0.05028, -0.93949
3017, 3017,  0.38984, -0.05258, -0.91938
3018, 3018,  0.33887, -0.05028, -0.93949
3019, 3019,  0.29347, -0.10032, -0.95069
3020, 3020,  0.39589, -0.10502, -0.91227
3021, 3021,  0.38984, -0.05258, -0.91938
3022, 3022,  0.33887, -0.05028, -0.93949
3023, 3023,  0.39589, -0.10502, -0.91227
3024, 3024,  0.29347, -0.10032, -0.95069
3025, 3025,  0.24669, -0.14989, -0.95743
3026, 3026,  0.35026, -0.15512, -0.92372
3027, 3027,  0.35026, -0.15512, -0.92372
3028, 3028,  0.24669, -0.14989, -0.95743
3029, 3029,  0.19876, -0.19876, -0.95968
3030, 3030,  0.35026, -0.15512, -0.92372
3031, 3031,  0.19876, -0.19876, -0.95968
3032, 3032,  0.40462, -0.20885, -0.89032
3033, 3033,  0.40462, -0.20885, -0.89032
3034, 3034,  0.40082, -0.15716, -0.90258
3035, 3035,  0.35026, -0.15512, -0.92372
3036, 3036,  0.35026, -0.15512, -0.92372
3037, 3037,  0.40082, -0.15716, -0.90258
3038, 3038,  0.39589, -0.10502, -0.91227
3039, 3039,  0.35026, -0.15512, -0.92372
3040, 3040,  0.39589, -0.10502, -0.91227
3041, 3041,  0.29347, -0.10032, -0.95069
3042, 3042,  0.20885, -0.40462, -0.89032
3043, 3043,  0.30971, -0.30971, -0.89898
3044, 3044,  0.20502, -0.30349, -0.93052
3045, 3045,  0.30971, -0.30971, -0.89898
3046, 3046,  0.40462, -0.20885, -0.89032
3047, 3047,  0.19876, -0.19876, -0.95968
3048, 3048,  0.20502, -0.30349, -0.93052
3049, 3049,  0.30971, -0.30971, -0.89898
3050, 3050,  0.19876, -0.19876, -0.95968
3051, 3051,  0.19876, -0.19876, -0.95968
3052, 3052,  0.10032, -0.29347, -0.95069
3053, 3053,  0.20502, -0.30349, -0.93052
3054, 3054,  0.10032, -0.29347, -0.95069
3055, 3055,  0.00, -0.38268, -0.92388
3056, 3056,  0.20885, -0.40462, -0.89032
3057, 3057,  0.20502, -0.30349, -0.93052
3058, 3058,  0.10032, -0.29347, -0.95069
3059, 3059,  0.20885, -0.40462, -0.89032
3060, 3060,  0.57735, -0.21132, -0.78868
3061, 3061,  0.61387, -0.15929, -0.77317
3062, 3062,  0.57443, -0.15904, -0.80296
3063, 3063,  0.61387, -0.15929, -0.77317
3064, 3064,  0.64777, -0.10657, -0.75434
3065, 3065,  0.56982, -0.10629, -0.81487
3066, 3066,  0.57443, -0.15904, -0.80296
3067, 3067,  0.61387, -0.15929, -0.77317
3068, 3068,  0.56982, -0.10629, -0.81487
3069, 3069,  0.64777, -0.10657, -0.75434
3070, 3070,  0.67889, -0.0534, -0.73229
3071, 3071,  0.60362, -0.05346, -0.79548
3072, 3072,  0.60362, -0.05346, -0.79548
3073, 3073,  0.67889, -0.0534, -0.73229
3074, 3074,  0.70711,  0.00, -0.70711
3075, 3075,  0.60362, -0.05346, -0.79548
3076, 3076,  0.70711,  0.00, -0.70711
3077, 3077,  0.55557,  0.00, -0.83147
3078, 3078,  0.55557,  0.00, -0.83147
3079, 3079,  0.56352, -0.05322, -0.82438
3080, 3080,  0.60362, -0.05346, -0.79548
3081, 3081,  0.60362, -0.05346, -0.79548
3082, 3082,  0.56352, -0.05322, -0.82438
3083, 3083,  0.56982, -0.10629, -0.81487
3084, 3084,  0.60362, -0.05346, -0.79548
3085, 3085,  0.56982, -0.10629, -0.81487
3086, 3086,  0.64777, -0.10657, -0.75434
3087, 3087,  0.40462, -0.20885, -0.89032
3088, 3088,  0.44546, -0.15744, -0.88135
3089, 3089,  0.40082, -0.15716, -0.90258
3090, 3090,  0.44546, -0.15744, -0.88135
3091, 3091,  0.48434, -0.10535, -0.86851
3092, 3092,  0.39589, -0.10502, -0.91227
3093, 3093,  0.40082, -0.15716, -0.90258
3094, 3094,  0.44546, -0.15744, -0.88135
3095, 3095,  0.39589, -0.10502, -0.91227
3096, 3096,  0.48434, -0.10535, -0.86851
3097, 3097,  0.5211, -0.05279, -0.85186
3098, 3098,  0.43485, -0.05284, -0.89895
3099, 3099,  0.43485, -0.05284, -0.89895
3100, 3100,  0.5211, -0.05279, -0.85186
3101, 3101,  0.55557,  0.00, -0.83147
3102, 3102,  0.43485, -0.05284, -0.89895
3103, 3103,  0.55557,  0.00, -0.83147
3104, 3104,  0.38268,  0.00, -0.92388
3105, 3105,  0.38268,  0.00, -0.92388
3106, 3106,  0.38984, -0.05258, -0.91938
3107, 3107,  0.43485, -0.05284, -0.89895
3108, 3108,  0.43485, -0.05284, -0.89895
