VTX, IDX, _15.x, _15.y, _15.z, _18.x, _18.y, _18.z, _22.x, _22.y, _22.z, _22.w, _21.x, _21.y
76, 13, -0.05166,  0.03078,  0.21769, -0.12698,  0.27056,  0.95429,  0.00436, -0.96192,  0.2733, -1.00,  0.97363,  0.22412
77, 17,  0.02307,  0.03269,  0.22879, -0.09379,  0.3923,  0.91504, -0.00327, -0.91921,  0.39375, -1.00,  0.97314,  0.15967
78, 18,  0.09703,  0.01086,  0.23694, -0.0783,  0.0239,  0.99664, -0.039, -0.99902,  0.02089, -1.00,  0.99365,  0.09833
79, 22,  0.0997,  0.03812,  0.23073,  0.00769,  0.52126,  0.85336, -0.02849, -0.85293,  0.52125, -1.00,  0.97314,  0.09735
80, 17,  0.02307,  0.03269,  0.22879, -0.09379,  0.3923,  0.91504, -0.00327, -0.91921,  0.39375, -1.00,  0.97314,  0.15967
81, 23,  0.16725,  0.00626,  0.23786, -0.01436,  0.12864,  0.99159,  0.0059, -0.99166,  0.12874, -1.00,  0.99316,  0.04105
82, 22,  0.0997,  0.03812,  0.23073,  0.00769,  0.52126,  0.85336, -0.02849, -0.85293,  0.52125, -1.00,  0.97314,  0.09735
83, 18,  0.09703,  0.01086,  0.23694, -0.0783,  0.0239,  0.99664, -0.039, -0.99902,  0.02089, -1.00,  0.99365,  0.09833
84, 9, -0.27168,  0.07081,  0.16065,  0.03347,  0.90376,  0.42673,  0.08061, -0.42802,  0.90017, -1.00,  0.88086,  0.42871
85, 19, -0.21537,  0.0697,  0.15487,  0.05062,  0.86524,  0.4988,  0.06008, -0.50117,  0.86326, -1.00,  0.88037,  0.37915
86, 24, -0.21315,  0.10971,  0.09171,  0.01771,  0.89039,  0.45485,  0.05679, -0.45508,  0.88864, -1.00,  0.81348,  0.37354
87, 24, -0.21315,  0.10971,  0.09171,  0.01771,  0.89039,  0.45485,  0.05679, -0.45508,  0.88864, -1.00,  0.81348,  0.37354
88, 19, -0.21537,  0.0697,  0.15487,  0.05062,  0.86524,  0.4988,  0.06008, -0.50117,  0.86326, -1.00,  0.88037,  0.37915
89, 20, -0.16737,  0.09198,  0.14938, -0.07612,  0.86892,  0.48907,  0.0435, -0.48713,  0.87225, -1.00,  0.87988,  0.32861
90, 20, -0.16737,  0.09198,  0.14938, -0.07612,  0.86892,  0.48907,  0.0435, -0.48713,  0.87225, -1.00,  0.87988,  0.32861
91, 15, -0.11842,  0.05678,  0.19952, -0.02116,  0.63056,  0.77586,  0.01259, -0.7758,  0.63085, -1.00,  0.93018,  0.2876
92, 25, -0.11561,  0.10139,  0.14637, -0.05103,  0.84411,  0.53373,  0.03598, -0.53253,  0.84565, -1.00,  0.87598,  0.28394
93, 25, -0.11561,  0.10139,  0.14637, -0.05103,  0.84411,  0.53373,  0.03598, -0.53253,  0.84565, -1.00,  0.87598,  0.28394
94, 15, -0.11842,  0.05678,  0.19952, -0.02116,  0.63056,  0.77586,  0.01259, -0.7758,  0.63085, -1.00,  0.93018,  0.2876
95, 21, -0.04942,  0.07447,  0.19277, -0.06931,  0.7188,  0.69176,  0.0167, -0.69249,  0.72123, -1.00,  0.92822,  0.22156
96, 21, -0.04942,  0.07447,  0.19277, -0.06931,  0.7188,  0.69176,  0.0167, -0.69249,  0.72123, -1.00,  0.92822,  0.22156
97, 17,  0.02307,  0.03269,  0.22879, -0.09379,  0.3923,  0.91504, -0.00327, -0.91921,  0.39375, -1.00,  0.97314,  0.15967
98, 26,  0.02529,  0.08095,  0.19609, -0.06103,  0.7245,  0.68657,  0.02445, -0.68656,  0.72666, -1.00,  0.92627,  0.1571
99, 26,  0.02529,  0.08095,  0.19609, -0.06103,  0.7245,  0.68657,  0.02445, -0.68656,  0.72666, -1.00,  0.92627,  0.1571
100, 17,  0.02307,  0.03269,  0.22879, -0.09379,  0.3923,  0.91504, -0.00327, -0.91921,  0.39375, -1.00,  0.97314,  0.15967
101, 22,  0.0997,  0.03812,  0.23073,  0.00769,  0.52126,  0.85336, -0.02849, -0.85293,  0.52125, -1.00,  0.97314,  0.09735
102, 24, -0.21315,  0.10971,  0.09171,  0.01771,  0.89039,  0.45485,  0.05679, -0.45508,  0.88864, -1.00,  0.81348,  0.37354
103, 20, -0.16737,  0.09198,  0.14938, -0.07612,  0.86892,  0.48907,  0.0435, -0.48713,  0.87225, -1.00,  0.87988,  0.32861
104, 27, -0.16639,  0.12683,  0.08342, -0.09543,  0.9148,  0.39248,  0.05423, -0.38892,  0.91967, -1.00,  0.8125,  0.32446
105, 27, -0.16639,  0.12683,  0.08342, -0.09543,  0.9148,  0.39248,  0.05423, -0.38892,  0.91967, -1.00,  0.8125,  0.32446
106, 20, -0.16737,  0.09198,  0.14938, -0.07612,  0.86892,  0.48907,  0.0435, -0.48713,  0.87225, -1.00,  0.87988,  0.32861
107, 25, -0.11561,  0.10139,  0.14637, -0.05103,  0.84411,  0.53373,  0.03598, -0.53253,  0.84565, -1.00,  0.87598,  0.28394
108, 25, -0.11561,  0.10139,  0.14637, -0.05103,  0.84411,  0.53373,  0.03598, -0.53253,  0.84565, -1.00,  0.87598,  0.28394
109, 21, -0.04942,  0.07447,  0.19277, -0.06931,  0.7188,  0.69176,  0.0167, -0.69249,  0.72123, -1.00,  0.92822,  0.22156
110, 28, -0.04715,  0.11898,  0.13936, -0.07111,  0.87584,  0.47733,  0.04104, -0.47557,  0.87872, -1.00,  0.87207,  0.21777
111, 28, -0.04715,  0.11898,  0.13936, -0.07111,  0.87584,  0.47733,  0.04104, -0.47557,  0.87872, -1.00,  0.87207,  0.21777
112, 21, -0.04942,  0.07447,  0.19277, -0.06931,  0.7188,  0.69176,  0.0167, -0.69249,  0.72123, -1.00,  0.92822,  0.22156
113, 26,  0.02529,  0.08095,  0.19609, -0.06103,  0.7245,  0.68657,  0.02445, -0.68656,  0.72666, -1.00,  0.92627,  0.1571
114, 27, -0.16639,  0.12683,  0.08342, -0.09543,  0.9148,  0.39248,  0.05423, -0.38892,  0.91967, -1.00,  0.8125,  0.32446
115, 25, -0.11561,  0.10139,  0.14637, -0.05103,  0.84411,  0.53373,  0.03598, -0.53253,  0.84565, -1.00,  0.87598,  0.28394
116, 29, -0.11453,  0.13317,  0.08129, -0.06647,  0.91674,  0.39392,  0.05702, -0.39066,  0.91877, -1.00,  0.81201,  0.27979
117, 29, -0.11453,  0.13317,  0.08129, -0.06647,  0.91674,  0.39392,  0.05702, -0.39066,  0.91877, -1.00,  0.81201,  0.27979
118, 25, -0.11561,  0.10139,  0.14637, -0.05103,  0.84411,  0.53373,  0.03598, -0.53253,  0.84565, -1.00,  0.87598,  0.28394
119, 28, -0.04715,  0.11898,  0.13936, -0.07111,  0.87584,  0.47733,  0.04104, -0.47557,  0.87872, -1.00,  0.87207,  0.21777
120, 30, -0.21332,  0.12774,  0.04255, -0.0135,  0.97426,  0.22502,  0.05354, -0.22401,  0.97311, -1.00,  0.76709,  0.37109
121, 24, -0.21315,  0.10971,  0.09171,  0.01771,  0.89039,  0.45485,  0.05679, -0.45508,  0.88864, -1.00,  0.81348,  0.37354
122, 27, -0.16639,  0.12683,  0.08342, -0.09543,  0.9148,  0.39248,  0.05423, -0.38892,  0.91967, -1.00,  0.8125,  0.32446
123, 9, -0.27168,  0.07081,  0.16065,  0.03347,  0.90376,  0.42673,  0.08061, -0.42802,  0.90017, -1.00,  0.88086,  0.42871
124, 24, -0.21315,  0.10971,  0.09171,  0.01771,  0.89039,  0.45485,  0.05679, -0.45508,  0.88864, -1.00,  0.81348,  0.37354
125, 31, -0.26953,  0.10868,  0.0963, -0.00362,  0.90214,  0.43142,  0.06527, -0.43029,  0.90033, -1.00,  0.81445,  0.42236
126, 31, -0.26953,  0.10868,  0.0963, -0.00362,  0.90214,  0.43142,  0.06527, -0.43029,  0.90033, -1.00,  0.81445,  0.42236
127, 24, -0.21315,  0.10971,  0.09171,  0.01771,  0.89039,  0.45485,  0.05679, -0.45508,  0.88864, -1.00,  0.81348,  0.37354
128, 30, -0.21332,  0.12774,  0.04255, -0.0135,  0.97426,  0.22502,  0.05354, -0.22401,  0.97311, -1.00,  0.76709,  0.37109
129, 32, -0.16649,  0.14296,  0.03295, -0.11218,  0.97854,  0.17282,  0.03805, -0.16956,  0.98479, -1.00,  0.76514,  0.32202
130, 27, -0.16639,  0.12683,  0.08342, -0.09543,  0.9148,  0.39248,  0.05423, -0.38892,  0.91967, -1.00,  0.8125,  0.32446
131, 29, -0.11453,  0.13317,  0.08129, -0.06647,  0.91674,  0.39392,  0.05702, -0.39066,  0.91877, -1.00,  0.81201,  0.27979
132, 30, -0.21332,  0.12774,  0.04255, -0.0135,  0.97426,  0.22502,  0.05354, -0.22401,  0.97311, -1.00,  0.76709,  0.37109
133, 27, -0.16639,  0.12683,  0.08342, -0.09543,  0.9148,  0.39248,  0.05423, -0.38892,  0.91967, -1.00,  0.8125,  0.32446
134, 32, -0.16649,  0.14296,  0.03295, -0.11218,  0.97854,  0.17282,  0.03805, -0.16956,  0.98479, -1.00,  0.76514,  0.32202
135, 28, -0.04715,  0.11898,  0.13936, -0.07111,  0.87584,  0.47733,  0.04104, -0.47557,  0.87872, -1.00,  0.87207,  0.21777
136, 26,  0.02529,  0.08095,  0.19609, -0.06103,  0.7245,  0.68657,  0.02445, -0.68656,  0.72666, -1.00,  0.92627,  0.1571
137, 33,  0.02723,  0.12534,  0.14015, -0.05842,  0.8832,  0.46534,  0.04928, -0.46302,  0.88498, -1.00,  0.86963,  0.15295
138, 29, -0.11453,  0.13317,  0.08129, -0.06647,  0.91674,  0.39392,  0.05702, -0.39066,  0.91877, -1.00,  0.81201,  0.27979
139, 28, -0.04715,  0.11898,  0.13936, -0.07111,  0.87584,  0.47733,  0.04104, -0.47557,  0.87872, -1.00,  0.87207,  0.21777
140, 34, -0.04598,  0.14299,  0.07027, -0.07311,  0.93842,  0.33767,  0.05508, -0.33426,  0.94087, -1.00,  0.80957,  0.2135
141, 34, -0.04598,  0.14299,  0.07027, -0.07311,  0.93842,  0.33767,  0.05508, -0.33426,  0.94087, -1.00,  0.80957,  0.2135
142, 28, -0.04715,  0.11898,  0.13936, -0.07111,  0.87584,  0.47733,  0.04104, -0.47557,  0.87872, -1.00,  0.87207,  0.21777
143, 33,  0.02723,  0.12534,  0.14015, -0.05842,  0.8832,  0.46534,  0.04928, -0.46302,  0.88498, -1.00,  0.86963,  0.15295
144, 26,  0.02529,  0.08095,  0.19609, -0.06103,  0.7245,  0.68657,  0.02445, -0.68656,  0.72666, -1.00,  0.92627,  0.1571
145, 22,  0.0997,  0.03812,  0.23073,  0.00769,  0.52126,  0.85336, -0.02849, -0.85293,  0.52125, -1.00,  0.97314,  0.09735
146, 35,  0.10444,  0.08682,  0.19317,  0.02272,  0.743,  0.66891,  0.01029, -0.66922,  0.74299, -1.00,  0.92529,  0.09375
147, 33,  0.02723,  0.12534,  0.14015, -0.05842,  0.8832,  0.46534,  0.04928, -0.46302,  0.88498, -1.00,  0.86963,  0.15295
148, 26,  0.02529,  0.08095,  0.19609, -0.06103,  0.7245,  0.68657,  0.02445, -0.68656,  0.72666, -1.00,  0.92627,  0.1571
149, 35,  0.10444,  0.08682,  0.19317,  0.02272,  0.743,  0.66891,  0.01029, -0.66922,  0.74299, -1.00,  0.92529,  0.09375
150, 32, -0.16649,  0.14296,  0.03295, -0.11218,  0.97854,  0.17282,  0.03805, -0.16956,  0.98479, -1.00,  0.76514,  0.32202
151, 29, -0.11453,  0.13317,  0.08129, -0.06647,  0.91674,  0.39392,  0.05702, -0.39066,  0.91877, -1.00,  0.81201,  0.27979
152, 36, -0.11423,  0.15034,  0.03008, -0.08688,  0.98088,  0.17417,  0.03855, -0.17139,  0.98445, -1.00,  0.76367,  0.27686
153, 36, -0.11423,  0.15034,  0.03008, -0.08688,  0.98088,  0.17417,  0.03855, -0.17139,  0.98445, -1.00,  0.76367,  0.27686
154, 29, -0.11453,  0.13317,  0.08129, -0.06647,  0.91674,  0.39392,  0.05702, -0.39066,  0.91877, -1.00,  0.81201,  0.27979
155, 34, -0.04598,  0.14299,  0.07027, -0.07311,  0.93842,  0.33767,  0.05508, -0.33426,  0.94087, -1.00,  0.80957,  0.2135
156, 34, -0.04598,  0.14299,  0.07027, -0.07311,  0.93842,  0.33767,  0.05508, -0.33426,  0.94087, -1.00,  0.80957,  0.2135
157, 33,  0.02723,  0.12534,  0.14015, -0.05842,  0.8832,  0.46534,  0.04928, -0.46302,  0.88498, -1.00,  0.86963,  0.15295
158, 37,  0.02836,  0.14675,  0.06874, -0.0625,  0.93307,  0.35422,  0.06545, -0.35031,  0.93434, -1.00,  0.80811,  0.14832
159, 36, -0.11423,  0.15034,  0.03008, -0.08688,  0.98088,  0.17417,  0.03855, -0.17139,  0.98445, -1.00,  0.76367,  0.27686
160, 34, -0.04598,  0.14299,  0.07027, -0.07311,  0.93842,  0.33767,  0.05508, -0.33426,  0.94087, -1.00,  0.80957,  0.2135
161, 38, -0.04468,  0.16378,  0.01778, -0.08884,  0.99164,  0.09357,  0.01822, -0.09231,  0.99556, -1.00,  0.76123,  0.20947
162, 37,  0.02836,  0.14675,  0.06874, -0.0625,  0.93307,  0.35422,  0.06545, -0.35031,  0.93434, -1.00,  0.80811,  0.14832
163, 38, -0.04468,  0.16378,  0.01778, -0.08884,  0.99164,  0.09357,  0.01822, -0.09231,  0.99556, -1.00,  0.76123,  0.20947
164, 34, -0.04598,  0.14299,  0.07027, -0.07311,  0.93842,  0.33767,  0.05508, -0.33426,  0.94087, -1.00,  0.80957,  0.2135
165, 33,  0.02723,  0.12534,  0.14015, -0.05842,  0.8832,  0.46534,  0.04928, -0.46302,  0.88498, -1.00,  0.86963,  0.15295
166, 35,  0.10444,  0.08682,  0.19317,  0.02272,  0.743,  0.66891,  0.01029, -0.66922,  0.74299, -1.00,  0.92529,  0.09375
167, 39,  0.10828,  0.12855,  0.13374,  0.01955,  0.90357,  0.428,  0.04165, -0.42845,  0.90261, -1.00,  0.86914,  0.08893
168, 37,  0.02836,  0.14675,  0.06874, -0.0625,  0.93307,  0.35422,  0.06545, -0.35031,  0.93434, -1.00,  0.80811,  0.14832
169, 33,  0.02723,  0.12534,  0.14015, -0.05842,  0.8832,  0.46534,  0.04928, -0.46302,  0.88498, -1.00,  0.86963,  0.15295
170, 39,  0.10828,  0.12855,  0.13374,  0.01955,  0.90357,  0.428,  0.04165, -0.42845,  0.90261, -1.00,  0.86914,  0.08893
171, 32, -0.16649,  0.14296,  0.03295, -0.11218,  0.97854,  0.17282,  0.03805, -0.16956,  0.98479, -1.00,  0.76514,  0.32202
172, 36, -0.11423,  0.15034,  0.03008, -0.08688,  0.98088,  0.17417,  0.03855, -0.17139,  0.98445, -1.00,  0.76367,  0.27686
173, 40, -0.1161,  0.14924, -0.02754, -0.08197,  0.9859, -0.14588, -0.00087,  0.1463,  0.98924, -1.00,  0.71143,  0.27759
174, 40, -0.1161,  0.14924, -0.02754, -0.08197,  0.9859, -0.14588, -0.00087,  0.1463,  0.98924, -1.00,  0.71143,  0.27759
175, 36, -0.11423,  0.15034,  0.03008, -0.08688,  0.98088,  0.17417,  0.03855, -0.17139,  0.98445, -1.00,  0.76367,  0.27686
176, 38, -0.04468,  0.16378,  0.01778, -0.08884,  0.99164,  0.09357,  0.01822, -0.09231,  0.99556, -1.00,  0.76123,  0.20947
177, 41, -0.21623,  0.13414, -0.01676, -0.03559,  0.99875, -0.03513,  0.04423,  0.03669,  0.99835, -1.00,  0.71387,  0.37109
178, 30, -0.21332,  0.12774,  0.04255, -0.0135,  0.97426,  0.22502,  0.05354, -0.22401,  0.97311, -1.00,  0.76709,  0.37109
179, 32, -0.16649,  0.14296,  0.03295, -0.11218,  0.97854,  0.17282,  0.03805, -0.16956,  0.98479, -1.00,  0.76514,  0.32202
180, 42, -0.16762,  0.14393, -0.02502, -0.11491,  0.98638, -0.11765,  0.00441,  0.11894,  0.99289, -1.00,  0.71289,  0.32202
181, 32, -0.16649,  0.14296,  0.03295, -0.11218,  0.97854,  0.17282,  0.03805, -0.16956,  0.98479, -1.00,  0.76514,  0.32202
182, 40, -0.1161,  0.14924, -0.02754, -0.08197,  0.9859, -0.14588, -0.00087,  0.1463,  0.98924, -1.00,  0.71143,  0.27759
183, 41, -0.21623,  0.13414, -0.01676, -0.03559,  0.99875, -0.03513,  0.04423,  0.03669,  0.99835, -1.00,  0.71387,  0.37109
184, 32, -0.16649,  0.14296,  0.03295, -0.11218,  0.97854,  0.17282,  0.03805, -0.16956,  0.98479, -1.00,  0.76514,  0.32202
185, 42, -0.16762,  0.14393, -0.02502, -0.11491,  0.98638, -0.11765,  0.00441,  0.11894,  0.99289, -1.00,  0.71289,  0.32202
186, 41, -0.21623,  0.13414, -0.01676, -0.03559,  0.99875, -0.03513,  0.04423,  0.03669,  0.99835, -1.00,  0.71387,  0.37109
187, 43, -0.26602,  0.12697,  0.04658, -0.03456,  0.97297,  0.22832,  0.05334, -0.22633,  0.97259, -1.00,  0.76807,  0.4165
188, 30, -0.21332,  0.12774,  0.04255, -0.0135,  0.97426,  0.22502,  0.05354, -0.22401,  0.97311, -1.00,  0.76709,  0.37109
189, 31, -0.26953,  0.10868,  0.0963, -0.00362,  0.90214,  0.43142,  0.06527, -0.43029,  0.90033, -1.00,  0.81445,  0.42236
190, 30, -0.21332,  0.12774,  0.04255, -0.0135,  0.97426,  0.22502,  0.05354, -0.22401,  0.97311, -1.00,  0.76709,  0.37109
191, 43, -0.26602,  0.12697,  0.04658, -0.03456,  0.97297,  0.22832,  0.05334, -0.22633,  0.97259, -1.00,  0.76807,  0.4165
192, 37,  0.02836,  0.14675,  0.06874, -0.0625,  0.93307,  0.35422,  0.06545, -0.35031,  0.93434, -1.00,  0.80811,  0.14832
193, 44,  0.0298,  0.17134,  0.01595, -0.07883,  0.99297,  0.0883,  0.02112, -0.08689,  0.99599, -1.00,  0.7583,  0.14319
194, 38, -0.04468,  0.16378,  0.01778, -0.08884,  0.99164,  0.09357,  0.01822, -0.09231,  0.99556, -1.00,  0.76123,  0.20947
195, 37,  0.02836,  0.14675,  0.06874, -0.0625,  0.93307,  0.35422,  0.06545, -0.35031,  0.93434, -1.00,  0.80811,  0.14832
196, 39,  0.10828,  0.12855,  0.13374,  0.01955,  0.90357,  0.428,  0.04165, -0.42845,  0.90261, -1.00,  0.86914,  0.08893
197, 45,  0.10187,  0.15214,  0.06684, -0.06114,  0.92391,  0.37769,  0.0712, -0.3734,  0.92494, -1.00,  0.80762,  0.08344
198, 45,  0.10187,  0.15214,  0.06684, -0.06114,  0.92391,  0.37769,  0.0712, -0.3734,  0.92494, -1.00,  0.80762,  0.08344
199, 44,  0.0298,  0.17134,  0.01595, -0.07883,  0.99297,  0.0883,  0.02112, -0.08689,  0.99599, -1.00,  0.7583,  0.14319
200, 37,  0.02836,  0.14675,  0.06874, -0.0625,  0.93307,  0.35422,  0.06545, -0.35031,  0.93434, -1.00,  0.80811,  0.14832
201, 40, -0.1161,  0.14924, -0.02754, -0.08197,  0.9859, -0.14588, -0.00087,  0.1463,  0.98924, -1.00,  0.71143,  0.27759
202, 38, -0.04468,  0.16378,  0.01778, -0.08884,  0.99164,  0.09357,  0.01822, -0.09231,  0.99556, -1.00,  0.76123,  0.20947
203, 46, -0.04556,  0.15451, -0.03804, -0.07484,  0.96994, -0.23157, -0.03739,  0.22932,  0.97263, -1.00,  0.71094,  0.21143
204, 46, -0.04556,  0.15451, -0.03804, -0.07484,  0.96994, -0.23157, -0.03739,  0.22932,  0.97263, -1.00,  0.71094,  0.21143
205, 38, -0.04468,  0.16378,  0.01778, -0.08884,  0.99164,  0.09357,  0.01822, -0.09231,  0.99556, -1.00,  0.76123,  0.20947
206, 44,  0.0298,  0.17134,  0.01595, -0.07883,  0.99297,  0.0883,  0.02112, -0.08689,  0.99599, -1.00,  0.7583,  0.14319
207, 35,  0.10444,  0.08682,  0.19317,  0.02272,  0.743,  0.66891,  0.01029, -0.66922,  0.74299, -1.00,  0.92529,  0.09375
208, 47,  0.16269,  0.12707,  0.1316,  0.025,  0.89756,  0.44018,  0.0508, -0.44089,  0.89612, -1.00,  0.86865,  0.04105
209, 39,  0.10828,  0.12855,  0.13374,  0.01955,  0.90357,  0.428,  0.04165, -0.42845,  0.90261, -1.00,  0.86914,  0.08893
210, 39,  0.10828,  0.12855,  0.13374,  0.01955,  0.90357,  0.428,  0.04165, -0.42845,  0.90261, -1.00,  0.86914,  0.08893
211, 48,  0.1579,  0.14946,  0.0589, -0.00089,  0.93348,  0.35862,  0.06486, -0.35781,  0.93154, -1.00,  0.80664,  0.04105
212, 45,  0.10187,  0.15214,  0.06684, -0.06114,  0.92391,  0.37769,  0.0712, -0.3734,  0.92494, -1.00,  0.80762,  0.08344
213, 39,  0.10828,  0.12855,  0.13374,  0.01955,  0.90357,  0.428,  0.04165, -0.42845,  0.90261, -1.00,  0.86914,  0.08893
214, 47,  0.16269,  0.12707,  0.1316,  0.025,  0.89756,  0.44018,  0.0508, -0.44089,  0.89612, -1.00,  0.86865,  0.04105
215, 48,  0.1579,  0.14946,  0.0589, -0.00089,  0.93348,  0.35862,  0.06486, -0.35781,  0.93154, -1.00,  0.80664,  0.04105
216, 45,  0.10187,  0.15214,  0.06684, -0.06114,  0.92391,  0.37769,  0.0712, -0.3734,  0.92494, -1.00,  0.80762,  0.08344
217, 49,  0.10335,  0.18102,  0.01415, -0.09543,  0.9923,  0.07896,  0.02267, -0.07714,  0.99676, -1.00,  0.75684,  0.07806
218, 44,  0.0298,  0.17134,  0.01595, -0.07883,  0.99297,  0.0883,  0.02112, -0.08689,  0.99599, -1.00,  0.7583,  0.14319
219, 49,  0.10335,  0.18102,  0.01415, -0.09543,  0.9923,  0.07896,  0.02267, -0.07714,  0.99676, -1.00,  0.75684,  0.07806
220, 45,  0.10187,  0.15214,  0.06684, -0.06114,  0.92391,  0.37769,  0.0712, -0.3734,  0.92494, -1.00,  0.80762,  0.08344
221, 48,  0.1579,  0.14946,  0.0589, -0.00089,  0.93348,  0.35862,  0.06486, -0.35781,  0.93154, -1.00,  0.80664,  0.04105
222, 46, -0.04556,  0.15451, -0.03804, -0.07484,  0.96994, -0.23157, -0.03739,  0.22932,  0.97263, -1.00,  0.71094,  0.21143
223, 44,  0.0298,  0.17134,  0.01595, -0.07883,  0.99297,  0.0883,  0.02112, -0.08689,  0.99599, -1.00,  0.7583,  0.14319
224, 50,  0.02871,  0.15578, -0.03749, -0.05485,  0.96205, -0.26729, -0.04744,  0.26488,  0.96311, -1.00,  0.71045,  0.146
225, 50,  0.02871,  0.15578, -0.03749, -0.05485,  0.96205, -0.26729, -0.04744,  0.26488,  0.96311, -1.00,  0.71045,  0.146
226, 44,  0.0298,  0.17134,  0.01595, -0.07883,  0.99297,  0.0883,  0.02112, -0.08689,  0.99599, -1.00,  0.7583,  0.14319
227, 49,  0.10335,  0.18102,  0.01415, -0.09543,  0.9923,  0.07896,  0.02267, -0.07714,  0.99676, -1.00,  0.75684,  0.07806
228, 35,  0.10444,  0.08682,  0.19317,  0.02272,  0.743,  0.66891,  0.01029, -0.66922,  0.74299, -1.00,  0.92529,  0.09375
229, 51,  0.16583,  0.08407,  0.19368,  0.03044,  0.72452,  0.68858,  0.02855, -0.68925,  0.72396, -1.00,  0.92578,  0.04105
230, 47,  0.16269,  0.12707,  0.1316,  0.025,  0.89756,  0.44018,  0.0508, -0.44089,  0.89612, -1.00,  0.86865,  0.04105
231, 51,  0.16583,  0.08407,  0.19368,  0.03044,  0.72452,  0.68858,  0.02855, -0.68925,  0.72396, -1.00,  0.92578,  0.04105
232, 35,  0.10444,  0.08682,  0.19317,  0.02272,  0.743,  0.66891,  0.01029, -0.66922,  0.74299, -1.00,  0.92529,  0.09375
233, 22,  0.0997,  0.03812,  0.23073,  0.00769,  0.52126,  0.85336, -0.02849, -0.85293,  0.52125, -1.00,  0.97314,  0.09735
234, 51,  0.16583,  0.08407,  0.19368,  0.03044,  0.72452,  0.68858,  0.02855, -0.68925,  0.72396, -1.00,  0.92578,  0.04105
235, 22,  0.0997,  0.03812,  0.23073,  0.00769,  0.52126,  0.85336, -0.02849, -0.85293,  0.52125, -1.00,  0.97314,  0.09735
236, 52,  0.16689,  0.03451,  0.23147,  0.0184,  0.52704,  0.84964,  0.01007, -0.84984,  0.52694, -1.00,  0.97266,  0.04105
237, 23,  0.16725,  0.00626,  0.23786, -0.01436,  0.12864,  0.99159,  0.0059, -0.99166,  0.12874, -1.00,  0.99316,  0.04105
238, 52,  0.16689,  0.03451,  0.23147,  0.0184,  0.52704,  0.84964,  0.01007, -0.84984,  0.52694, -1.00,  0.97266,  0.04105
239, 22,  0.0997,  0.03812,  0.23073,  0.00769,  0.52126,  0.85336, -0.02849, -0.85293,  0.52125, -1.00,  0.97314,  0.09735
240, 53,  0.18377,  0.08411,  0.19312,  0.45116,  0.6634,  0.59696,  0.04235, -0.68406,  0.7282, -1.00,  0.9248,  0.02824
241, 47,  0.16269,  0.12707,  0.1316,  0.025,  0.89756,  0.44018,  0.0508, -0.44089,  0.89612, -1.00,  0.86865,  0.04105
242, 51,  0.16583,  0.08407,  0.19368,  0.03044,  0.72452,  0.68858,  0.02855, -0.68925,  0.72396, -1.00,  0.92578,  0.04105
243, 53,  0.18377,  0.08411,  0.19312,  0.45116,  0.6634,  0.59696,  0.04235, -0.68406,  0.7282, -1.00,  0.9248,  0.02824
244, 51,  0.16583,  0.08407,  0.19368,  0.03044,  0.72452,  0.68858,  0.02855, -0.68925,  0.72396, -1.00,  0.92578,  0.04105
245, 52,  0.16689,  0.03451,  0.23147,  0.0184,  0.52704,  0.84964,  0.01007, -0.84984,  0.52694, -1.00,  0.97266,  0.04105
246, 54,  0.18526,  0.03352,  0.23128,  0.44388,  0.44744,  0.77638,  0.03362, -0.87412,  0.48455, -1.00,  0.97266,  0.02824
247, 52,  0.16689,  0.03451,  0.23147,  0.0184,  0.52704,  0.84964,  0.01007, -0.84984,  0.52694, -1.00,  0.97266,  0.04105
248, 23,  0.16725,  0.00626,  0.23786, -0.01436,  0.12864,  0.99159,  0.0059, -0.99166,  0.12874, -1.00,  0.99316,  0.04105
249, 53,  0.18377,  0.08411,  0.19312,  0.45116,  0.6634,  0.59696,  0.04235, -0.68406,  0.7282, -1.00,  0.9248,  0.02824
250, 52,  0.16689,  0.03451,  0.23147,  0.0184,  0.52704,  0.84964,  0.01007, -0.84984,  0.52694, -1.00,  0.97266,  0.04105
251, 54,  0.18526,  0.03352,  0.23128,  0.44388,  0.44744,  0.77638,  0.03362, -0.87412,  0.48455, -1.00,  0.97266,  0.02824
252, 54,  0.18526,  0.03352,  0.23128,  0.44388,  0.44744,  0.77638,  0.03362, -0.87412,  0.48455, -1.00,  0.97266,  0.02824
253, 23,  0.16725,  0.00626,  0.23786, -0.01436,  0.12864,  0.99159,  0.0059, -0.99166,  0.12874, -1.00,  0.99316,  0.04105
254, 55,  0.18485,  0.00486,  0.23912,  0.43078,  0.08537,  0.89841, -0.06672, -0.98978,  0.12604, -1.00,  0.99365,  0.02824
255, 56,  0.18509,  0.02892,  0.22178,  0.58016, -0.39366, -0.71305, -0.01604, -0.8808,  0.47322, -1.00,  0.97266,  0.02179
256, 54,  0.18526,  0.03352,  0.23128,  0.44388,  0.44744,  0.77638,  0.03362, -0.87412,  0.48455, -1.00,  0.97266,  0.02824
257, 55,  0.18485,  0.00486,  0.23912,  0.43078,  0.08537,  0.89841, -0.06672, -0.98978,  0.12604, -1.00,  0.99365,  0.02824
258, 56,  0.18509,  0.02892,  0.22178,  0.58016, -0.39366, -0.71305, -0.01604, -0.8808,  0.47322, -1.00,  0.97266,  0.02179
