VTX, IDX, Vertex_Position.x, Vertex_Position.y, Vertex_Position.z, Vertex_UV.x, Vertex_UV.y
1642, 358, -587.78552, -618.03394, -1809.01794,  0.35107,  0.53223
1643, 329, -1047.44141, -907.98102, -1441.67932,  0.23486,  0.62744
1644, 359, -610.42529, -312.86874, -1878.69568,  0.34546,  0.45337
1645, 357, -1161.09778, -312.86874, -1598.11389,  0.20605,  0.47168
1646, 356, -1118.03442, -618.03394, -1538.84241,  0.21692,  0.5498
1647, 358, -587.78552, -618.03394, -1809.01794,  0.35107,  0.53223
1648, 359, -610.42529, -312.86874, -1878.69568,  0.34546,  0.45337
1649, 356, -1118.03442, -618.03394, -1538.84241,  0.21692,  0.5498
1650, 360,  0.00, -618.03394, -1902.11401,  0.50,  0.52637
1651, 358, -587.78552, -618.03394, -1809.01794,  0.35107,  0.53223
1652, 322, -550.67261, -907.98102, -1694.79602,  0.3606,  0.61084
1653, 319,  0.00, -907.98102, -1782.01392,  0.50,  0.60498
1654, 360,  0.00, -618.03394, -1902.11401,  0.50,  0.52637
1655, 322, -550.67261, -907.98102, -1694.79602,  0.3606,  0.61084
1656, 318,  587.78552, -618.03394, -1809.01807,  0.64844,  0.53223
1657, 360,  0.00, -618.03394, -1902.11401,  0.50,  0.52637
1658, 319,  0.00, -907.98102, -1782.01392,  0.50,  0.60498
1659, 360,  0.00, -618.03394, -1902.11401,  0.50,  0.52637
1660, 361,  0.00, -312.86874, -1975.37769,  0.50,  0.44702
1661, 358, -587.78552, -618.03394, -1809.01794,  0.35107,  0.53223
1662, 361,  0.00, -312.86874, -1975.37769,  0.50,  0.44702
1663, 359, -610.42529, -312.86874, -1878.69568,  0.34546,  0.45337
1664, 358, -587.78552, -618.03394, -1809.01794,  0.35107,  0.53223
1665, 318,  587.78552, -618.03394, -1809.01807,  0.64844,  0.53223
1666, 362,  610.42529, -312.86874, -1878.6958,  0.6543,  0.45337
1667, 360,  0.00, -618.03394, -1902.11401,  0.50,  0.52637
1668, 362,  610.42529, -312.86874, -1878.6958,  0.6543,  0.45337
1669, 361,  0.00, -312.86874, -1975.37769,  0.50,  0.44702
1670, 360,  0.00, -618.03394, -1902.11401,  0.50,  0.52637
1671, 302,  1161.09802, -312.86874, -1598.11426,  0.79346,  0.47168
1672, 362,  610.42529, -312.86874, -1878.6958,  0.6543,  0.45337
1673, 318,  587.78552, -618.03394, -1809.01807,  0.64844,  0.53223
1674, 302,  1161.09802, -312.86874, -1598.11426,  0.79346,  0.47168
1675, 301,  1175.57117,  0.00, -1618.03491,  0.79736,  0.3938
1676, 362,  610.42529, -312.86874, -1878.6958,  0.6543,  0.45337
1677, 301,  1175.57117,  0.00, -1618.03491,  0.79736,  0.3938
1678, 363,  618.0343,  0.00, -1902.11401,  0.65625,  0.37524
1679, 362,  610.42529, -312.86874, -1878.6958,  0.6543,  0.45337
1680, 362,  610.42529, -312.86874, -1878.6958,  0.6543,  0.45337
1681, 363,  618.0343,  0.00, -1902.11401,  0.65625,  0.37524
1682, 361,  0.00, -312.86874, -1975.37769,  0.50,  0.44702
1683, 301,  1175.57117,  0.00, -1618.03491,  0.79736,  0.3938
1684, 298,  1172.99963,  164.82732, -1614.49548,  0.79688,  0.35376
1685, 363,  618.0343,  0.00, -1902.11401,  0.65625,  0.37524
1686, 361,  0.00, -312.86874, -1975.37769,  0.50,  0.44702
1687, 364,  0.00,  0.00, -2000.00098,  0.50,  0.3689
1688, 359, -610.42529, -312.86874, -1878.69568,  0.34546,  0.45337
1689, 363,  618.0343,  0.00, -1902.11401,  0.65625,  0.37524
1690, 364,  0.00,  0.00, -2000.00098,  0.50,  0.3689
1691, 361,  0.00, -312.86874, -1975.37769,  0.50,  0.44702
1692, 298,  1172.99963,  164.82732, -1614.49548,  0.79688,  0.35376
1693, 365,  616.68237,  164.8273, -1897.95325,  0.65576,  0.33521
1694, 363,  618.0343,  0.00, -1902.11401,  0.65625,  0.37524
1695, 363,  618.0343,  0.00, -1902.11401,  0.65625,  0.37524
1696, 365,  616.68237,  164.8273, -1897.95325,  0.65576,  0.33521
1697, 364,  0.00,  0.00, -2000.00098,  0.50,  0.3689
1698, 364,  0.00,  0.00, -2000.00098,  0.50,  0.3689
1699, 366, -618.0343,  0.00, -1902.11389,  0.34351,  0.37524
1700, 359, -610.42529, -312.86874, -1878.69568,  0.34546,  0.45337
1701, 359, -610.42529, -312.86874, -1878.69568,  0.34546,  0.45337
1702, 366, -618.0343,  0.00, -1902.11389,  0.34351,  0.37524
1703, 357, -1161.09778, -312.86874, -1598.11389,  0.20605,  0.47168
1704, 365,  616.68237,  164.8273, -1897.95325,  0.65576,  0.33521
1705, 367,  0.00,  164.82732, -1995.62585,  0.50,  0.32886
1706, 364,  0.00,  0.00, -2000.00098,  0.50,  0.3689
1707, 364,  0.00,  0.00, -2000.00098,  0.50,  0.3689
1708, 367,  0.00,  164.82732, -1995.62585,  0.50,  0.32886
1709, 366, -618.0343,  0.00, -1902.11389,  0.34351,  0.37524
1710, 365,  616.68237,  164.8273, -1897.95325,  0.65576,  0.33521
1711, 298,  1172.99963,  164.82732, -1614.49548,  0.79688,  0.35376
1712, 368,  610.42529,  312.86874, -1878.6958,  0.6543,  0.30029
1713, 298,  1172.99963,  164.82732, -1614.49548,  0.79688,  0.35376
1714, 294,  1161.09802,  312.86874, -1598.11426,  0.79346,  0.3186
1715, 368,  610.42529,  312.86874, -1878.6958,  0.6543,  0.30029
1716, 294,  1161.09802,  312.86874, -1598.11426,  0.79346,  0.3186
1717, 290,  1118.03467,  618.03394, -1538.84265,  0.78271,  0.24805
1718, 368,  610.42529,  312.86874, -1878.6958,  0.6543,  0.30029
1719, 365,  616.68237,  164.8273, -1897.95325,  0.65576,  0.33521
1720, 368,  610.42529,  312.86874, -1878.6958,  0.6543,  0.30029
1721, 369,  0.00,  312.86874, -1975.37769,  0.50,  0.29395
1722, 367,  0.00,  164.82732, -1995.62585,  0.50,  0.32886
1723, 365,  616.68237,  164.8273, -1897.95325,  0.65576,  0.33521
1724, 369,  0.00,  312.86874, -1975.37769,  0.50,  0.29395
1725, 290,  1118.03467,  618.03394, -1538.84265,  0.78271,  0.24805
1726, 370,  587.78552,  618.03394, -1809.01807,  0.64844,  0.23035
1727, 368,  610.42529,  312.86874, -1878.6958,  0.6543,  0.30029
1728, 368,  610.42529,  312.86874, -1878.6958,  0.6543,  0.30029
1729, 370,  587.78552,  618.03394, -1809.01807,  0.64844,  0.23035
1730, 369,  0.00,  312.86874, -1975.37769,  0.50,  0.29395
1731, 290,  1118.03467,  618.03394, -1538.84265,  0.78271,  0.24805
1732, 286,  1047.44165,  907.98102, -1441.67969,  0.76465,  0.18347
1733, 370,  587.78552,  618.03394, -1809.01807,  0.64844,  0.23035
1734, 367,  0.00,  164.82732, -1995.62585,  0.50,  0.32886
1735, 369,  0.00,  312.86874, -1975.37769,  0.50,  0.29395
1736, 371, -610.42529,  312.86874, -1878.69568,  0.34546,  0.30029
1737, 286,  1047.44165,  907.98102, -1441.67969,  0.76465,  0.18347
1738, 372,  550.67261,  907.98102, -1694.79602,  0.63916,  0.16687
1739, 370,  587.78552,  618.03394, -1809.01807,  0.64844,  0.23035
1740, 286,  1047.44165,  907.98102, -1441.67969,  0.76465,  0.18347
1741, 283,  951.05707,  1175.57043, -1309.01782,  0.74072,  0.12671
1742, 372,  550.67261,  907.98102, -1694.79602,  0.63916,  0.16687
1743, 370,  587.78552,  618.03394, -1809.01807,  0.64844,  0.23035
1744, 373,  0.00,  618.03394, -1902.11401,  0.50,  0.22424
1745, 369,  0.00,  312.86874, -1975.37769,  0.50,  0.29395
1746, 370,  587.78552,  618.03394, -1809.01807,  0.64844,  0.23035
1747, 372,  550.67261,  907.98102, -1694.79602,  0.63916,  0.16687
1748, 373,  0.00,  618.03394, -1902.11401,  0.50,  0.22424
1749, 369,  0.00,  312.86874, -1975.37769,  0.50,  0.29395
1750, 373,  0.00,  618.03394, -1902.11401,  0.50,  0.22424
1751, 371, -610.42529,  312.86874, -1878.69568,  0.34546,  0.30029
1752, 283,  951.05707,  1175.57043, -1309.01782,  0.74072,  0.12671
1753, 287,  500.00024,  1175.57043, -1538.84253,  0.62646,  0.11176
1754, 372,  550.67261,  907.98102, -1694.79602,  0.63916,  0.16687
1755, 372,  550.67261,  907.98102, -1694.79602,  0.63916,  0.16687
1756, 374,  0.00,  907.98102, -1782.01392,  0.50,  0.16125
1757, 373,  0.00,  618.03394, -1902.11401,  0.50,  0.22424
1758, 372,  550.67261,  907.98102, -1694.79602,  0.63916,  0.16687
1759, 287,  500.00024,  1175.57043, -1538.84253,  0.62646,  0.11176
1760, 374,  0.00,  907.98102, -1782.01392,  0.50,  0.16125
1761, 373,  0.00,  618.03394, -1902.11401,  0.50,  0.22424
1762, 375, -587.78552,  618.03394, -1809.01794,  0.35107,  0.23035
1763, 371, -610.42529,  312.86874, -1878.69568,  0.34546,  0.30029
1764, 373,  0.00,  618.03394, -1902.11401,  0.50,  0.22424
1765, 374,  0.00,  907.98102, -1782.01392,  0.50,  0.16125
1766, 375, -587.78552,  618.03394, -1809.01794,  0.35107,  0.23035
1767, 376, -616.68231,  164.8273, -1897.953,  0.34375,  0.33521
1768, 367,  0.00,  164.82732, -1995.62585,  0.50,  0.32886
1769, 371, -610.42529,  312.86874, -1878.69568,  0.34546,  0.30029
1770, 367,  0.00,  164.82732, -1995.62585,  0.50,  0.32886
1771, 376, -616.68231,  164.8273, -1897.953,  0.34375,  0.33521
1772, 366, -618.0343,  0.00, -1902.11389,  0.34351,  0.37524
1773, 371, -610.42529,  312.86874, -1878.69568,  0.34546,  0.30029
1774, 375, -587.78552,  618.03394, -1809.01794,  0.35107,  0.23035
1775, 377, -1161.09778,  312.86874, -1598.11389,  0.20605,  0.3186
1776, 376, -616.68231,  164.8273, -1897.953,  0.34375,  0.33521
1777, 371, -610.42529,  312.86874, -1878.69568,  0.34546,  0.30029
1778, 377, -1161.09778,  312.86874, -1598.11389,  0.20605,  0.3186
1779, 366, -618.0343,  0.00, -1902.11389,  0.34351,  0.37524
1780, 376, -616.68231,  164.8273, -1897.953,  0.34375,  0.33521
1781, 378, -1175.57092,  0.00, -1618.03455,  0.20239,  0.3938
1782, 366, -618.0343,  0.00, -1902.11389,  0.34351,  0.37524
1783, 378, -1175.57092,  0.00, -1618.03455,  0.20239,  0.3938
1784, 357, -1161.09778, -312.86874, -1598.11389,  0.20605,  0.47168
1785, 357, -1161.09778, -312.86874, -1598.11389,  0.20605,  0.47168
1786, 378, -1175.57092,  0.00, -1618.03455,  0.20239,  0.3938
1787, 355, -1598.11377, -312.86874, -1161.09766,  0.09546,  0.50
1788, 376, -616.68231,  164.8273, -1897.953,  0.34375,  0.33521
1789, 379, -1172.99939,  164.82732, -1614.49512,  0.203,  0.35376
1790, 378, -1175.57092,  0.00, -1618.03455,  0.20239,  0.3938
1791, 379, -1172.99939,  164.82732, -1614.49512,  0.203,  0.35376
1792, 376, -616.68231,  164.8273, -1897.953,  0.34375,  0.33521
1793, 377, -1161.09778,  312.86874, -1598.11389,  0.20605,  0.3186
1794, 378, -1175.57092,  0.00, -1618.03455,  0.20239,  0.3938
1795, 380, -1618.03442,  0.00, -1175.5708,  0.09039,  0.42285
1796, 355, -1598.11377, -312.86874, -1161.09766,  0.09546,  0.50
1797, 378, -1175.57092,  0.00, -1618.03455,  0.20239,  0.3938
1798, 379, -1172.99939,  164.82732, -1614.49512,  0.203,  0.35376
1799, 380, -1618.03442,  0.00, -1175.5708,  0.09039,  0.42285
1800, 355, -1598.11377, -312.86874, -1161.09766,  0.09546,  0.50
1801, 380, -1618.03442,  0.00, -1175.5708,  0.09039,  0.42285
1802, 354, -1878.69531, -312.86874, -610.42511,  0.02446,  0.53613
1803, 379, -1172.99939,  164.82732, -1614.49512,  0.203,  0.35376
1804, 377, -1161.09778,  312.86874, -1598.11389,  0.20605,  0.3186
1805, 381, -1598.11377,  312.86874, -1161.09766,  0.09546,  0.34741
1806, 380, -1618.03442,  0.00, -1175.5708,  0.09039,  0.42285
1807, 382, -1902.11353,  0.00, -618.03412,  0.01854,  0.45947
1808, 354, -1878.69531, -312.86874, -610.42511,  0.02446,  0.53613
1809, 379, -1172.99939,  164.82732, -1614.49512,  0.203,  0.35376
1810, 383, -1614.495,  164.82732, -1172.99927,  0.09131,  0.38281
1811, 380, -1618.03442,  0.00, -1175.5708,  0.09039,  0.42285
1812, 380, -1618.03442,  0.00, -1175.5708,  0.09039,  0.42285
1813, 383, -1614.495,  164.82732, -1172.99927,  0.09131,  0.38281
1814, 382, -1902.11353,  0.00, -618.03412,  0.01854,  0.45947
1815, 383, -1614.495,  164.82732, -1172.99927,  0.09131,  0.38281
1816, 379, -1172.99939,  164.82732, -1614.49512,  0.203,  0.35376
1817, 381, -1598.11377,  312.86874, -1161.09766,  0.09546,  0.34741
1818, 354, -1878.69531, -312.86874, -610.42511,  0.02446,  0.53613
1819, 382, -1902.11353,  0.00, -618.03412,  0.01854,  0.45947
1820, 352, -1975.3772, -312.86874,  0.00,  0.00,  0.57617
1821, 377, -1161.09778,  312.86874, -1598.11389,  0.20605,  0.3186
1822, 384, -1118.03442,  618.03394, -1538.84241,  0.21692,  0.24805
1823, 381, -1598.11377,  312.86874, -1161.09766,  0.09546,  0.34741
1824, 375, -587.78552,  618.03394, -1809.01794,  0.35107,  0.23035
1825, 384, -1118.03442,  618.03394, -1538.84241,  0.21692,  0.24805
1826, 377, -1161.09778,  312.86874, -1598.11389,  0.20605,  0.3186
1827, 383, -1614.495,  164.82732, -1172.99927,  0.09131,  0.38281
1828, 381, -1598.11377,  312.86874, -1161.09766,  0.09546,  0.34741
1829, 385, -1878.69531,  312.86874, -610.42511,  0.02446,  0.3833
1830, 375, -587.78552,  618.03394, -1809.01794,  0.35107,  0.23035
1831, 386, -550.67261,  907.98102, -1694.79602,  0.3606,  0.16687
1832, 384, -1118.03442,  618.03394, -1538.84241,  0.21692,  0.24805
1833, 374,  0.00,  907.98102, -1782.01392,  0.50,  0.16125
1834, 386, -550.67261,  907.98102, -1694.79602,  0.3606,  0.16687
1835, 375, -587.78552,  618.03394, -1809.01794,  0.35107,  0.23035
1836, 384, -1118.03442,  618.03394, -1538.84241,  0.21692,  0.24805
1837, 387, -1538.84229,  618.03394, -1118.03442,  0.11047,  0.27563
1838, 381, -1598.11377,  312.86874, -1161.09766,  0.09546,  0.34741
1839, 381, -1598.11377,  312.86874, -1161.09766,  0.09546,  0.34741
1840, 387, -1538.84229,  618.03394, -1118.03442,  0.11047,  0.27563
1841, 385, -1878.69531,  312.86874, -610.42511,  0.02446,  0.3833
1842, 386, -550.67261,  907.98102, -1694.79602,  0.3606,  0.16687
1843, 388, -1047.44141,  907.98102, -1441.67932,  0.23486,  0.18347
1844, 384, -1118.03442,  618.03394, -1538.84241,  0.21692,  0.24805
1845, 384, -1118.03442,  618.03394, -1538.84241,  0.21692,  0.24805
1846, 388, -1047.44141,  907.98102, -1441.67932,  0.23486,  0.18347
1847, 387, -1538.84229,  618.03394, -1118.03442,  0.11047,  0.27563
1848, 374,  0.00,  907.98102, -1782.01392,  0.50,  0.16125
1849, 389,  0.00,  1175.57043, -1618.03467,  0.50,  0.10657
1850, 386, -550.67261,  907.98102, -1694.79602,  0.3606,  0.16687
1851, 287,  500.00024,  1175.57043, -1538.84253,  0.62646,  0.11176
1852, 389,  0.00,  1175.57043, -1618.03467,  0.50,  0.10657
1853, 374,  0.00,  907.98102, -1782.01392,  0.50,  0.16125
1854, 287,  500.00024,  1175.57043, -1538.84253,  0.62646,  0.11176
1855, 277,  437.01624,  1414.2135, -1344.9978,  0.61035,  0.0661
1856, 389,  0.00,  1175.57043, -1618.03467,  0.50,  0.10657
1857, 389,  0.00,  1175.57043, -1618.03467,  0.50,  0.10657
1858, 390, -500.00024,  1175.57043, -1538.84241,  0.37329,  0.11176
1859, 386, -550.67261,  907.98102, -1694.79602,  0.3606,  0.16687
1860, 386, -550.67261,  907.98102, -1694.79602,  0.3606,  0.16687
1861, 390, -500.00024,  1175.57043, -1538.84241,  0.37329,  0.11176
1862, 388, -1047.44141,  907.98102, -1441.67932,  0.23486,  0.18347
1863, 277,  437.01624,  1414.2135, -1344.9978,  0.61035,  0.0661
1864, 391,  0.00,  1414.2135, -1414.21423,  0.50,  0.06158
1865, 389,  0.00,  1175.57043, -1618.03467,  0.50,  0.10657
1866, 389,  0.00,  1175.57043, -1618.03467,  0.50,  0.10657
1867, 391,  0.00,  1414.2135, -1414.21423,  0.50,  0.06158
1868, 390, -500.00024,  1175.57043, -1538.84241,  0.37329,  0.11176
1869, 277,  437.01624,  1414.2135, -1344.9978,  0.61035,  0.0661
1870, 273,  363.27145,  1618.03406, -1118.03455,  0.5918,  0.03116
1871, 391,  0.00,  1414.2135, -1414.21423,  0.50,  0.06158
1872, 273,  363.27145,  1618.03406, -1118.03455,  0.5918,  0.03116
1873, 261,  0.00,  1618.03406, -1175.57104,  0.50,  0.02739
1874, 391,  0.00,  1414.2135, -1414.21423,  0.50,  0.06158
1875, 391,  0.00,  1414.2135, -1414.21423,  0.50,  0.06158
1876, 261,  0.00,  1618.03406, -1175.57104,  0.50,  0.02739
1877, 392, -437.01624,  1414.2135, -1344.99768,  0.38916,  0.0661
1878, 391,  0.00,  1414.2135, -1414.21423,  0.50,  0.06158
1879, 392, -437.01624,  1414.2135, -1344.99768,  0.38916,  0.0661
1880, 390, -500.00024,  1175.57043, -1538.84241,  0.37329,  0.11176
1881, 261,  0.00,  1618.03406, -1175.57104,  0.50,  0.02739
1882, 255, -363.27145,  1618.03406, -1118.03442,  0.40796,  0.03116
1883, 392, -437.01624,  1414.2135, -1344.99768,  0.38916,  0.0661
1884, 392, -437.01624,  1414.2135, -1344.99768,  0.38916,  0.0661
1885, 255, -363.27145,  1618.03406, -1118.03442,  0.40796,  0.03116
1886, 256, -831.25421,  1414.2135, -1144.12317,  0.28955,  0.07922
1887, 390, -500.00024,  1175.57043, -1538.84241,  0.37329,  0.11176
1888, 392, -437.01624,  1414.2135, -1344.99768,  0.38916,  0.0661
1889, 393, -951.05688,  1175.57043, -1309.01758,  0.25903,  0.12671
1890, 392, -437.01624,  1414.2135, -1344.99768,  0.38916,  0.0661
1891, 256, -831.25421,  1414.2135, -1144.12317,  0.28955,  0.07922
1892, 393, -951.05688,  1175.57043, -1309.01758,  0.25903,  0.12671
1893, 390, -500.00024,  1175.57043, -1538.84241,  0.37329,  0.11176
1894, 393, -951.05688,  1175.57043, -1309.01758,  0.25903,  0.12671
1895, 388, -1047.44141,  907.98102, -1441.67932,  0.23486,  0.18347
1896, 393, -951.05688,  1175.57043, -1309.01758,  0.25903,  0.12671
1897, 256, -831.25421,  1414.2135, -1144.12317,  0.28955,  0.07922
1898, 394, -1309.01746,  1175.57043, -951.05676,  0.16858,  0.15027
1899, 256, -831.25421,  1414.2135, -1144.12317,  0.28955,  0.07922
1900, 254, -1144.12305,  1414.2135, -831.25415,  0.21033,  0.09973
1901, 394, -1309.01746,  1175.57043, -951.05676,  0.16858,  0.15027
1902, 388, -1047.44141,  907.98102, -1441.67932,  0.23486,  0.18347
1903, 393, -951.05688,  1175.57043, -1309.01758,  0.25903,  0.12671
1904, 395, -1441.6792,  907.98102, -1047.44128,  0.13501,  0.20935
1905, 393, -951.05688,  1175.57043, -1309.01758,  0.25903,  0.12671
1906, 394, -1309.01746,  1175.57043, -951.05676,  0.16858,  0.15027
1907, 395, -1441.6792,  907.98102, -1047.44128,  0.13501,  0.20935
1908, 388, -1047.44141,  907.98102, -1441.67932,  0.23486,  0.18347
1909, 395, -1441.6792,  907.98102, -1047.44128,  0.13501,  0.20935
1910, 387, -1538.84229,  618.03394, -1118.03442,  0.11047,  0.27563
1911, 394, -1309.01746,  1175.57043, -951.05676,  0.16858,  0.15027
1912, 254, -1144.12305,  1414.2135, -831.25415,  0.21033,  0.09973
1913, 396, -1538.84216,  1175.57043, -500.00012,  0.11047,  0.17981
1914, 254, -1144.12305,  1414.2135, -831.25415,  0.21033,  0.09973
1915, 248, -1344.99744,  1414.2135, -437.01611,  0.15955,  0.12549
1916, 396, -1538.84216,  1175.57043, -500.00012,  0.11047,  0.17981
1917, 395, -1441.6792,  907.98102, -1047.44128,  0.13501,  0.20935
1918, 394, -1309.01746,  1175.57043, -951.05676,  0.16858,  0.15027
1919, 397, -1694.79565,  907.98102, -550.67242,  0.07098,  0.24182
1920, 394, -1309.01746,  1175.57043, -951.05676,  0.16858,  0.15027
1921, 396, -1538.84216,  1175.57043, -500.00012,  0.11047,  0.17981
1922, 397, -1694.79565,  907.98102, -550.67242,  0.07098,  0.24182
1923, 387, -1538.84229,  618.03394, -1118.03442,  0.11047,  0.27563
1924, 395, -1441.6792,  907.98102, -1047.44128,  0.13501,  0.20935
1925, 398, -1809.01758,  618.03394, -587.7854,  0.04208,  0.3103
1926, 395, -1441.6792,  907.98102, -1047.44128,  0.13501,  0.20935
1927, 397, -1694.79565,  907.98102, -550.67242,  0.07098,  0.24182
1928, 398, -1809.01758,  618.03394, -587.7854,  0.04208,  0.3103
1929, 387, -1538.84229,  618.03394, -1118.03442,  0.11047,  0.27563
1930, 398, -1809.01758,  618.03394, -587.7854,  0.04208,  0.3103
1931, 385, -1878.69531,  312.86874, -610.42511,  0.02446,  0.3833
1932, 396, -1538.84216,  1175.57043, -500.00012,  0.11047,  0.17981
1933, 248, -1344.99744,  1414.2135, -437.01611,  0.15955,  0.12549
1934, 399, -1618.03442,  1175.57043,  0.00,  0.09039,  0.21252
1935, 248, -1344.99744,  1414.2135, -437.01611,  0.15955,  0.12549
1936, 234, -1414.21387,  1414.2135,  0.00,  0.14197,  0.15417
1937, 399, -1618.03442,  1175.57043,  0.00,  0.09039,  0.21252
1938, 397, -1694.79565,  907.98102, -550.67242,  0.07098,  0.24182
1939, 396, -1538.84216,  1175.57043, -500.00012,  0.11047,  0.17981
1940, 400, -1782.01355,  907.98102,  0.00,  0.04892,  0.27783
1941, 396, -1538.84216,  1175.57043, -500.00012,  0.11047,  0.17981
1942, 399, -1618.03442,  1175.57043,  0.00,  0.09039,  0.21252
1943, 400, -1782.01355,  907.98102,  0.00,  0.04892,  0.27783
1944, 398, -1809.01758,  618.03394, -587.7854,  0.04208,  0.3103
1945, 397, -1694.79565,  907.98102, -550.67242,  0.07098,  0.24182
1946, 401, -1902.11353,  618.03394,  0.00,  0.01854,  0.34888
1947, 397, -1694.79565,  907.98102, -550.67242,  0.07098,  0.24182
1948, 400, -1782.01355,  907.98102,  0.00,  0.04892,  0.27783
1949, 401, -1902.11353,  618.03394,  0.00,  0.01854,  0.34888
1950, 385, -1878.69531,  312.86874, -610.42511,  0.02446,  0.3833
1951, 398, -1809.01758,  618.03394, -587.7854,  0.04208,  0.3103
1952, 402, -1975.3772,  312.86874,  0.00,  0.00,  0.42334
1953, 398, -1809.01758,  618.03394, -587.7854,  0.04208,  0.3103
1954, 401, -1902.11353,  618.03394,  0.00,  0.01854,  0.34888
1955, 402, -1975.3772,  312.86874,  0.00,  0.00,  0.42334
1956, 403, -1897.95264,  164.8273, -616.68219,  0.01959,  0.41919
1957, 385, -1878.69531,  312.86874, -610.42511,  0.02446,  0.3833
1958, 402, -1975.3772,  312.86874,  0.00,  0.00,  0.42334
1959, 403, -1897.95264,  164.8273, -616.68219,  0.01959,  0.41919
1960, 383, -1614.495,  164.82732, -1172.99927,  0.09131,  0.38281
1961, 385, -1878.69531,  312.86874, -610.42511,  0.02446,  0.3833
1962, 383, -1614.495,  164.82732, -1172.99927,  0.09131,  0.38281
1963, 403, -1897.95264,  164.8273, -616.68219,  0.01959,  0.41919
1964, 382, -1902.11353,  0.00, -618.03412,  0.01854,  0.45947
1965, 402, -1975.3772,  312.86874,  0.00,  0.00,  0.42334
1966, 401, -1902.11353,  618.03394,  0.00,  0.01854,  0.34888
1967, 404, -1878.69531,  312.86874,  610.42511,  0.02446,  0.46338
1968, 382, -1902.11353,  0.00, -618.03412,  0.01854,  0.45947
1969, 403, -1897.95264,  164.8273, -616.68219,  0.01959,  0.41919
1970, 405, -2000.00049,  0.00,  0.00, -0.00623,  0.50
1971, 382, -1902.11353,  0.00, -618.03412,  0.01854,  0.45947
1972, 405, -2000.00049,  0.00,  0.00, -0.00623,  0.50
1973, 352, -1975.3772, -312.86874,  0.00,  0.00,  0.57617
1974, 406, -1995.62524,  164.82732,  0.00, -0.00512,  0.45947
1975, 403, -1897.95264,  164.8273, -616.68219,  0.01959,  0.41919
1976, 402, -1975.3772,  312.86874,  0.00,  0.00,  0.42334
1977, 403, -1897.95264,  164.8273, -616.68219,  0.01959,  0.41919
1978, 406, -1995.62524,  164.82732,  0.00, -0.00512,  0.45947
1979, 405, -2000.00049,  0.00,  0.00, -0.00623,  0.50
1980, 406, -1995.62524,  164.82732,  0.00, -0.00512,  0.45947
1981, 402, -1975.3772,  312.86874,  0.00,  0.00,  0.42334
1982, 404, -1878.69531,  312.86874,  610.42511,  0.02446,  0.46338
1983, 352, -1975.3772, -312.86874,  0.00,  0.00,  0.57617
1984, 405, -2000.00049,  0.00,  0.00, -0.00623,  0.50
1985, 407, -1878.69531, -312.86874,  610.42511,  0.02446,  0.61621
1986, 352, -1975.3772, -312.86874,  0.00,  0.00,  0.57617
1987, 407, -1878.69531, -312.86874,  610.42511,  0.02446,  0.61621
1988, 346, -1809.01758, -618.03394,  587.7854,  0.04208,  0.68945
1989, 346, -1809.01758, -618.03394,  587.7854,  0.04208,  0.68945
1990, 407, -1878.69531, -312.86874,  610.42511,  0.02446,  0.61621
1991, 347, -1538.84216, -618.03394,  1118.0343,  0.11047,  0.72412
1992, 405, -2000.00049,  0.00,  0.00, -0.00623,  0.50
1993, 406, -1995.62524,  164.82732,  0.00, -0.00512,  0.45947
1994, 408, -1902.11353,  0.00,  618.03412,  0.01854,  0.54004
1995, 405, -2000.00049,  0.00,  0.00, -0.00623,  0.50
1996, 408, -1902.11353,  0.00,  618.03412,  0.01854,  0.54004
1997, 407, -1878.69531, -312.86874,  610.42511,  0.02446,  0.61621
1998, 407, -1878.69531, -312.86874,  610.42511,  0.02446,  0.61621
1999, 409, -1598.11365, -312.86874,  1161.09753,  0.09546,  0.65234
2000, 347, -1538.84216, -618.03394,  1118.0343,  0.11047,  0.72412
2001, 407, -1878.69531, -312.86874,  610.42511,  0.02446,  0.61621
2002, 408, -1902.11353,  0.00,  618.03412,  0.01854,  0.54004
2003, 409, -1598.11365, -312.86874,  1161.09753,  0.09546,  0.65234
2004, 347, -1538.84216, -618.03394,  1118.0343,  0.11047,  0.72412
2005, 409, -1598.11365, -312.86874,  1161.09753,  0.09546,  0.65234
2006, 350, -1118.0343, -618.03394,  1538.84204,  0.21692,  0.75146
2007, 406, -1995.62524,  164.82732,  0.00, -0.00512,  0.45947
2008, 410, -1897.95264,  164.8273,  616.68219,  0.01959,  0.50
2009, 408, -1902.11353,  0.00,  618.03412,  0.01854,  0.54004
2010, 410, -1897.95264,  164.8273,  616.68219,  0.01959,  0.50
2011, 406, -1995.62524,  164.82732,  0.00, -0.00512,  0.45947
2012, 404, -1878.69531,  312.86874,  610.42511,  0.02446,  0.46338
2013, 408, -1902.11353,  0.00,  618.03412,  0.01854,  0.54004
2014, 411, -1618.03442,  0.00,  1175.57068,  0.09039,  0.57666
2015, 409, -1598.11365, -312.86874,  1161.09753,  0.09546,  0.65234
2016, 408, -1902.11353,  0.00,  618.03412,  0.01854,  0.54004
2017, 410, -1897.95264,  164.8273,  616.68219,  0.01959,  0.50
2018, 411, -1618.03442,  0.00,  1175.57068,  0.09039,  0.57666
2019, 409, -1598.11365, -312.86874,  1161.09753,  0.09546,  0.65234
