VTX, IDX, Vertex_Position.x, Vertex_Position.y, Vertex_Position.z, Vertex_UV.x, Vertex_UV.y
893, 207, -690.98309,  1618.03406,  951.05664,  0.32495,  0.16663
894, 211, -587.7854,  1902.11304,  190.98306,  0.35107,  0.04745
895, 205, -297.55612,  1975.37671,  96.68185,  0.42456,  0.02336
896, 204, -500.00012,  1902.11304,  363.27136,  0.37329,  0.05875
897, 211, -587.7854,  1902.11304,  190.98306,  0.35107,  0.04745
898, 204, -500.00012,  1902.11304,  363.27136,  0.37329,  0.05875
899, 210, -734.5722,  1782.01306,  533.69794,  0.31396,  0.09924
900, 208, -312.86905,  1975.37671,  0.00,  0.42065,  0.01703
901, 205, -297.55612,  1975.37671,  96.68185,  0.42456,  0.02336
902, 211, -587.7854,  1902.11304,  190.98306,  0.35107,  0.04745
903, 207, -690.98309,  1618.03406,  951.05664,  0.32495,  0.16663
904, 202, -363.27133,  1618.03406,  1118.03418,  0.40796,  0.17761
905, 212, -437.01611,  1414.2135,  1344.99719,  0.38916,  0.24231
906, 212, -437.01611,  1414.2135,  1344.99719,  0.38916,  0.24231
907, 202, -363.27133,  1618.03406,  1118.03418,  0.40796,  0.17761
908, 200, -0.00004,  1414.2135,  1414.21362,  0.50,  0.24683
909, 213, -297.55612,  1975.37671, -96.68185,  0.42456,  0.0107
910, 214,  0.00,  2000.00,  0.00,  0.50,  0.01102
911, 208, -312.86905,  1975.37671,  0.00,  0.42065,  0.01703
912, 212, -437.01611,  1414.2135,  1344.99719,  0.38916,  0.24231
913, 200, -0.00004,  1414.2135,  1414.21362,  0.50,  0.24683
914, 215, -0.00005,  1175.57043,  1618.0343,  0.50,  0.31836
915, 215, -0.00005,  1175.57043,  1618.0343,  0.50,  0.31836
916, 200, -0.00004,  1414.2135,  1414.21362,  0.50,  0.24683
917, 198,  499.99997,  1175.57043,  1538.84192,  0.62646,  0.31323
918, 213, -297.55612,  1975.37671, -96.68185,  0.42456,  0.0107
919, 208, -312.86905,  1975.37671,  0.00,  0.42065,  0.01703
920, 216, -618.03412,  1902.11304,  0.00,  0.34351,  0.03494
921, 216, -618.03412,  1902.11304,  0.00,  0.34351,  0.03494
922, 208, -312.86905,  1975.37671,  0.00,  0.42065,  0.01703
923, 211, -587.7854,  1902.11304,  190.98306,  0.35107,  0.04745
924, 217, -253.11636,  1975.37671, -183.89981,  0.43579,  0.00499
925, 218,  0.00,  2000.00,  0.00,  0.50,  0.01102
926, 213, -297.55612,  1975.37671, -96.68185,  0.42456,  0.0107
927, 216, -618.03412,  1902.11304,  0.00,  0.34351,  0.03494
928, 211, -587.7854,  1902.11304,  190.98306,  0.35107,  0.04745
929, 219, -863.54156,  1782.01306,  280.58163,  0.28125,  0.08264
930, 219, -863.54156,  1782.01306,  280.58163,  0.28125,  0.08264
931, 211, -587.7854,  1902.11304,  190.98306,  0.35107,  0.04745
932, 210, -734.5722,  1782.01306,  533.69794,  0.31396,  0.09924
933, 220, -587.7854,  1902.11304, -190.98306,  0.35107,  0.02243
934, 213, -297.55612,  1975.37671, -96.68185,  0.42456,  0.0107
935, 216, -618.03412,  1902.11304,  0.00,  0.34351,  0.03494
936, 217, -253.11636,  1975.37671, -183.89981,  0.43579,  0.00499
937, 213, -297.55612,  1975.37671, -96.68185,  0.42456,  0.0107
938, 220, -587.7854,  1902.11304, -190.98306,  0.35107,  0.02243
939, 221, -907.98126,  1782.01306,  0.00,  0.27002,  0.06427
940, 216, -618.03412,  1902.11304,  0.00,  0.34351,  0.03494
941, 219, -863.54156,  1782.01306,  280.58163,  0.28125,  0.08264
942, 220, -587.7854,  1902.11304, -190.98306,  0.35107,  0.02243
943, 216, -618.03412,  1902.11304,  0.00,  0.34351,  0.03494
944, 221, -907.98126,  1782.01306,  0.00,  0.27002,  0.06427
945, 219, -863.54156,  1782.01306,  280.58163,  0.28125,  0.08264
946, 210, -734.5722,  1782.01306,  533.69794,  0.31396,  0.09924
947, 222, -951.0567,  1618.03406,  690.98309,  0.25903,  0.14966
948, 222, -951.0567,  1618.03406,  690.98309,  0.25903,  0.14966
949, 210, -734.5722,  1782.01306,  533.69794,  0.31396,  0.09924
950, 207, -690.98309,  1618.03406,  951.05664,  0.32495,  0.16663
951, 221, -907.98126,  1782.01306,  0.00,  0.27002,  0.06427
952, 219, -863.54156,  1782.01306,  280.58163,  0.28125,  0.08264
953, 223, -1118.0343,  1618.03406,  363.27133,  0.21692,  0.12817
954, 223, -1118.0343,  1618.03406,  363.27133,  0.21692,  0.12817
955, 219, -863.54156,  1782.01306,  280.58163,  0.28125,  0.08264
956, 222, -951.0567,  1618.03406,  690.98309,  0.25903,  0.14966
957, 222, -951.0567,  1618.03406,  690.98309,  0.25903,  0.14966
958, 207, -690.98309,  1618.03406,  951.05664,  0.32495,  0.16663
959, 224, -831.25403,  1414.2135,  1144.12292,  0.28955,  0.22913
960, 224, -831.25403,  1414.2135,  1144.12292,  0.28955,  0.22913
961, 207, -690.98309,  1618.03406,  951.05664,  0.32495,  0.16663
962, 212, -437.01611,  1414.2135,  1344.99719,  0.38916,  0.24231
963, 223, -1118.0343,  1618.03406,  363.27133,  0.21692,  0.12817
964, 222, -951.0567,  1618.03406,  690.98309,  0.25903,  0.14966
965, 225, -1144.12305,  1414.2135,  831.25403,  0.21033,  0.20862
966, 225, -1144.12305,  1414.2135,  831.25403,  0.21033,  0.20862
967, 222, -951.0567,  1618.03406,  690.98309,  0.25903,  0.14966
968, 224, -831.25403,  1414.2135,  1144.12292,  0.28955,  0.22913
969, 224, -831.25403,  1414.2135,  1144.12292,  0.28955,  0.22913
970, 212, -437.01611,  1414.2135,  1344.99719,  0.38916,  0.24231
971, 226, -500.00012,  1175.57043,  1538.84192,  0.37329,  0.31323
972, 226, -500.00012,  1175.57043,  1538.84192,  0.37329,  0.31323
973, 212, -437.01611,  1414.2135,  1344.99719,  0.38916,  0.24231
974, 215, -0.00005,  1175.57043,  1618.0343,  0.50,  0.31836
975, 225, -1144.12305,  1414.2135,  831.25403,  0.21033,  0.20862
976, 224, -831.25403,  1414.2135,  1144.12292,  0.28955,  0.22913
977, 227, -951.0567,  1175.57043,  1309.01721,  0.25903,  0.2981
978, 227, -951.0567,  1175.57043,  1309.01721,  0.25903,  0.2981
979, 224, -831.25403,  1414.2135,  1144.12292,  0.28955,  0.22913
980, 226, -500.00012,  1175.57043,  1538.84192,  0.37329,  0.31323
981, 228, -1344.99744,  1414.2135,  437.01611,  0.15955,  0.18286
982, 223, -1118.0343,  1618.03406,  363.27133,  0.21692,  0.12817
983, 225, -1144.12305,  1414.2135,  831.25403,  0.21033,  0.20862
984, 229, -1309.01733,  1175.57043,  951.0567,  0.16858,  0.27466
985, 225, -1144.12305,  1414.2135,  831.25403,  0.21033,  0.20862
986, 227, -951.0567,  1175.57043,  1309.01721,  0.25903,  0.2981
987, 228, -1344.99744,  1414.2135,  437.01611,  0.15955,  0.18286
988, 225, -1144.12305,  1414.2135,  831.25403,  0.21033,  0.20862
989, 229, -1309.01733,  1175.57043,  951.0567,  0.16858,  0.27466
990, 227, -951.0567,  1175.57043,  1309.01721,  0.25903,  0.2981
991, 226, -500.00012,  1175.57043,  1538.84192,  0.37329,  0.31323
992, 230, -550.67242,  907.98102,  1694.79541,  0.3606,  0.38892
993, 231, -1175.57068,  1618.03406,  0.00,  0.20239,  0.10437
994, 223, -1118.0343,  1618.03406,  363.27133,  0.21692,  0.12817
995, 228, -1344.99744,  1414.2135,  437.01611,  0.15955,  0.18286
996, 231, -1175.57068,  1618.03406,  0.00,  0.20239,  0.10437
997, 221, -907.98126,  1782.01306,  0.00,  0.27002,  0.06427
998, 223, -1118.0343,  1618.03406,  363.27133,  0.21692,  0.12817
999, 229, -1309.01733,  1175.57043,  951.0567,  0.16858,  0.27466
1000, 227, -951.0567,  1175.57043,  1309.01721,  0.25903,  0.2981
1001, 232, -1047.44128,  907.98102,  1441.67908,  0.23486,  0.37231
1002, 232, -1047.44128,  907.98102,  1441.67908,  0.23486,  0.37231
1003, 227, -951.0567,  1175.57043,  1309.01721,  0.25903,  0.2981
1004, 230, -550.67242,  907.98102,  1694.79541,  0.3606,  0.38892
1005, 233, -863.54156,  1782.01306, -280.58163,  0.28125,  0.04593
1006, 221, -907.98126,  1782.01306,  0.00,  0.27002,  0.06427
1007, 231, -1175.57068,  1618.03406,  0.00,  0.20239,  0.10437
1008, 233, -863.54156,  1782.01306, -280.58163,  0.28125,  0.04593
1009, 220, -587.7854,  1902.11304, -190.98306,  0.35107,  0.02243
1010, 221, -907.98126,  1782.01306,  0.00,  0.27002,  0.06427
1011, 234, -1414.21387,  1414.2135,  0.00,  0.14197,  0.15417
1012, 231, -1175.57068,  1618.03406,  0.00,  0.20239,  0.10437
1013, 228, -1344.99744,  1414.2135,  437.01611,  0.15955,  0.18286
1014, 235, -500.00018,  1902.11304, -363.27139,  0.37329,  0.01115
1015, 220, -587.7854,  1902.11304, -190.98306,  0.35107,  0.02243
1016, 233, -863.54156,  1782.01306, -280.58163,  0.28125,  0.04593
1017, 235, -500.00018,  1902.11304, -363.27139,  0.37329,  0.01115
1018, 217, -253.11636,  1975.37671, -183.89981,  0.43579,  0.00499
1019, 220, -587.7854,  1902.11304, -190.98306,  0.35107,  0.02243
1020, 236, -1118.0343,  1618.03406, -363.27133,  0.21692,  0.08057
1021, 233, -863.54156,  1782.01306, -280.58163,  0.28125,  0.04593
1022, 231, -1175.57068,  1618.03406,  0.00,  0.20239,  0.10437
1023, 236, -1118.0343,  1618.03406, -363.27133,  0.21692,  0.08057
1024, 231, -1175.57068,  1618.03406,  0.00,  0.20239,  0.10437
1025, 234, -1414.21387,  1414.2135,  0.00,  0.14197,  0.15417
1026, 237, -183.89984,  1975.37671, -253.11639,  0.45337,  0.00046
1027, 238,  0.00,  2000.00,  0.00,  0.50,  0.01102
1028, 217, -253.11636,  1975.37671, -183.89981,  0.43579,  0.00499
1029, 237, -183.89984,  1975.37671, -253.11639,  0.45337,  0.00046
1030, 217, -253.11636,  1975.37671, -183.89981,  0.43579,  0.00499
1031, 235, -500.00018,  1902.11304, -363.27139,  0.37329,  0.01115
1032, 239, -734.57227,  1782.01306, -533.698,  0.31396,  0.02934
1033, 233, -863.54156,  1782.01306, -280.58163,  0.28125,  0.04593
1034, 236, -1118.0343,  1618.03406, -363.27133,  0.21692,  0.08057
1035, 239, -734.57227,  1782.01306, -533.698,  0.31396,  0.02934
1036, 235, -500.00018,  1902.11304, -363.27139,  0.37329,  0.01115
1037, 233, -863.54156,  1782.01306, -280.58163,  0.28125,  0.04593
1038, 240, -363.27142,  1902.11304, -500.00018,  0.40796,  0.00219
1039, 237, -183.89984,  1975.37671, -253.11639,  0.45337,  0.00046
1040, 235, -500.00018,  1902.11304, -363.27139,  0.37329,  0.01115
1041, 240, -363.27142,  1902.11304, -500.00018,  0.40796,  0.00219
1042, 235, -500.00018,  1902.11304, -363.27139,  0.37329,  0.01115
1043, 239, -734.57227,  1782.01306, -533.698,  0.31396,  0.02934
1044, 241, -96.68187,  1975.37671, -297.55618,  0.47534, -0.00245
1045, 242,  0.00,  2000.00,  0.00,  0.50,  0.01102
1046, 237, -183.89984,  1975.37671, -253.11639,  0.45337,  0.00046
1047, 241, -96.68187,  1975.37671, -297.55618,  0.47534, -0.00245
1048, 237, -183.89984,  1975.37671, -253.11639,  0.45337,  0.00046
1049, 240, -363.27142,  1902.11304, -500.00018,  0.40796,  0.00219
1050, 243, -951.05676,  1618.03406, -690.98315,  0.25903,  0.05911
1051, 239, -734.57227,  1782.01306, -533.698,  0.31396,  0.02934
1052, 236, -1118.0343,  1618.03406, -363.27133,  0.21692,  0.08057
1053, 244,  0.00,  1975.37671, -312.86911,  0.50, -0.00346
1054, 245,  0.00,  2000.00,  0.00,  0.50,  0.01102
1055, 241, -96.68187,  1975.37671, -297.55618,  0.47534, -0.00245
1056, 246, -533.69806,  1782.01306, -734.57233,  0.36475,  0.01619
1057, 240, -363.27142,  1902.11304, -500.00018,  0.40796,  0.00219
1058, 239, -734.57227,  1782.01306, -533.698,  0.31396,  0.02934
1059, 246, -533.69806,  1782.01306, -734.57233,  0.36475,  0.01619
1060, 239, -734.57227,  1782.01306, -533.698,  0.31396,  0.02934
1061, 243, -951.05676,  1618.03406, -690.98315,  0.25903,  0.05911
1062, 247, -190.98311,  1902.11304, -587.78552,  0.45142, -0.00356
1063, 241, -96.68187,  1975.37671, -297.55618,  0.47534, -0.00245
1064, 240, -363.27142,  1902.11304, -500.00018,  0.40796,  0.00219
1065, 247, -190.98311,  1902.11304, -587.78552,  0.45142, -0.00356
1066, 240, -363.27142,  1902.11304, -500.00018,  0.40796,  0.00219
1067, 246, -533.69806,  1782.01306, -734.57233,  0.36475,  0.01619
1068, 244,  0.00,  1975.37671, -312.86911,  0.50, -0.00346
1069, 241, -96.68187,  1975.37671, -297.55618,  0.47534, -0.00245
1070, 247, -190.98311,  1902.11304, -587.78552,  0.45142, -0.00356
1071, 243, -951.05676,  1618.03406, -690.98315,  0.25903,  0.05911
1072, 236, -1118.0343,  1618.03406, -363.27133,  0.21692,  0.08057
1073, 248, -1344.99744,  1414.2135, -437.01611,  0.15955,  0.12549
1074, 248, -1344.99744,  1414.2135, -437.01611,  0.15955,  0.12549
1075, 236, -1118.0343,  1618.03406, -363.27133,  0.21692,  0.08057
1076, 234, -1414.21387,  1414.2135,  0.00,  0.14197,  0.15417
1077, 249,  96.68187,  1975.37671, -297.55621,  0.52441, -0.00245
1078, 250,  0.00,  2000.00,  0.00,  0.50,  0.01102
1079, 244,  0.00,  1975.37671, -312.86911,  0.50, -0.00346
1080, 251,  0.00,  1902.11304, -618.0343,  0.50, -0.00554
1081, 244,  0.00,  1975.37671, -312.86911,  0.50, -0.00346
1082, 247, -190.98311,  1902.11304, -587.78552,  0.45142, -0.00356
1083, 249,  96.68187,  1975.37671, -297.55621,  0.52441, -0.00245
1084, 244,  0.00,  1975.37671, -312.86911,  0.50, -0.00346
1085, 251,  0.00,  1902.11304, -618.0343,  0.50, -0.00554
1086, 252, -280.58173,  1782.01306, -863.54169,  0.42896,  0.00774
1087, 247, -190.98311,  1902.11304, -587.78552,  0.45142, -0.00356
1088, 246, -533.69806,  1782.01306, -734.57233,  0.36475,  0.01619
1089, 251,  0.00,  1902.11304, -618.0343,  0.50, -0.00554
1090, 247, -190.98311,  1902.11304, -587.78552,  0.45142, -0.00356
1091, 252, -280.58173,  1782.01306, -863.54169,  0.42896,  0.00774
1092, 253, -690.98328,  1618.03406, -951.05682,  0.32495,  0.04208
1093, 246, -533.69806,  1782.01306, -734.57233,  0.36475,  0.01619
1094, 243, -951.05676,  1618.03406, -690.98315,  0.25903,  0.05911
1095, 252, -280.58173,  1782.01306, -863.54169,  0.42896,  0.00774
1096, 246, -533.69806,  1782.01306, -734.57233,  0.36475,  0.01619
1097, 253, -690.98328,  1618.03406, -951.05682,  0.32495,  0.04208
1098, 253, -690.98328,  1618.03406, -951.05682,  0.32495,  0.04208
1099, 243, -951.05676,  1618.03406, -690.98315,  0.25903,  0.05911
1100, 254, -1144.12305,  1414.2135, -831.25415,  0.21033,  0.09973
1101, 254, -1144.12305,  1414.2135, -831.25415,  0.21033,  0.09973
1102, 243, -951.05676,  1618.03406, -690.98315,  0.25903,  0.05911
1103, 248, -1344.99744,  1414.2135, -437.01611,  0.15955,  0.12549
1104, 255, -363.27145,  1618.03406, -1118.03442,  0.40796,  0.03116
1105, 252, -280.58173,  1782.01306, -863.54169,  0.42896,  0.00774
1106, 253, -690.98328,  1618.03406, -951.05682,  0.32495,  0.04208
1107, 256, -831.25421,  1414.2135, -1144.12317,  0.28955,  0.07922
1108, 253, -690.98328,  1618.03406, -951.05682,  0.32495,  0.04208
1109, 254, -1144.12305,  1414.2135, -831.25415,  0.21033,  0.09973
1110, 255, -363.27145,  1618.03406, -1118.03442,  0.40796,  0.03116
1111, 253, -690.98328,  1618.03406, -951.05682,  0.32495,  0.04208
1112, 256, -831.25421,  1414.2135, -1144.12317,  0.28955,  0.07922
1113, 257,  0.00,  1782.01306, -907.98145,  0.50,  0.00483
1114, 251,  0.00,  1902.11304, -618.0343,  0.50, -0.00554
1115, 252, -280.58173,  1782.01306, -863.54169,  0.42896,  0.00774
1116, 257,  0.00,  1782.01306, -907.98145,  0.50,  0.00483
1117, 252, -280.58173,  1782.01306, -863.54169,  0.42896,  0.00774
1118, 255, -363.27145,  1618.03406, -1118.03442,  0.40796,  0.03116
1119, 258,  190.98311,  1902.11304, -587.78558,  0.54834, -0.00356
1120, 249,  96.68187,  1975.37671, -297.55621,  0.52441, -0.00245
1121, 251,  0.00,  1902.11304, -618.0343,  0.50, -0.00554
1122, 258,  190.98311,  1902.11304, -587.78558,  0.54834, -0.00356
1123, 251,  0.00,  1902.11304, -618.0343,  0.50, -0.00554
1124, 257,  0.00,  1782.01306, -907.98145,  0.50,  0.00483
1125, 259,  183.89987,  1975.37671, -253.11646,  0.54639,  0.00046
1126, 260,  0.00,  2000.00,  0.00,  0.50,  0.01102
1127, 249,  96.68187,  1975.37671, -297.55621,  0.52441, -0.00245
1128, 259,  183.89987,  1975.37671, -253.11646,  0.54639,  0.00046
1129, 249,  96.68187,  1975.37671, -297.55621,  0.52441, -0.00245
1130, 258,  190.98311,  1902.11304, -587.78558,  0.54834, -0.00356
1131, 261,  0.00,  1618.03406, -1175.57104,  0.50,  0.02739
1132, 257,  0.00,  1782.01306, -907.98145,  0.50,  0.00483
1133, 255, -363.27145,  1618.03406, -1118.03442,  0.40796,  0.03116
1134, 262,  253.11646,  1975.37671, -183.89987,  0.56396,  0.00499
1135, 263,  0.00,  2000.00,  0.00,  0.50,  0.01102
1136, 259,  183.89987,  1975.37671, -253.11646,  0.54639,  0.00046
1137, 264,  280.58173,  1782.01306, -863.54175,  0.5708,  0.00774
1138, 258,  190.98311,  1902.11304, -587.78558,  0.54834, -0.00356
1139, 257,  0.00,  1782.01306, -907.98145,  0.50,  0.00483
1140, 264,  280.58173,  1782.01306, -863.54175,  0.5708,  0.00774
1141, 257,  0.00,  1782.01306, -907.98145,  0.50,  0.00483
1142, 261,  0.00,  1618.03406, -1175.57104,  0.50,  0.02739
1143, 265,  363.27148,  1902.11304, -500.00031,  0.5918,  0.00219
1144, 259,  183.89987,  1975.37671, -253.11646,  0.54639,  0.00046
1145, 258,  190.98311,  1902.11304, -587.78558,  0.54834, -0.00356
1146, 265,  363.27148,  1902.11304, -500.00031,  0.5918,  0.00219
1147, 258,  190.98311,  1902.11304, -587.78558,  0.54834, -0.00356
1148, 264,  280.58173,  1782.01306, -863.54175,  0.5708,  0.00774
1149, 262,  253.11646,  1975.37671, -183.89987,  0.56396,  0.00499
1150, 259,  183.89987,  1975.37671, -253.11646,  0.54639,  0.00046
1151, 265,  363.27148,  1902.11304, -500.00031,  0.5918,  0.00219
1152, 266,  297.55624,  1975.37671, -96.68188,  0.5752,  0.0107
1153, 267,  0.00,  2000.00,  0.00,  0.50,  0.01102
1154, 262,  253.11646,  1975.37671, -183.89987,  0.56396,  0.00499
1155, 266,  297.55624,  1975.37671, -96.68188,  0.5752,  0.0107
1156, 262,  253.11646,  1975.37671, -183.89987,  0.56396,  0.00499
1157, 268,  500.00037,  1902.11304, -363.27148,  0.62646,  0.01115
1158, 268,  500.00037,  1902.11304, -363.27148,  0.62646,  0.01115
1159, 262,  253.11646,  1975.37671, -183.89987,  0.56396,  0.00499
1160, 265,  363.27148,  1902.11304, -500.00031,  0.5918,  0.00219
1161, 269,  587.78564,  1902.11304, -190.98314,  0.64844,  0.02243
1162, 266,  297.55624,  1975.37671, -96.68188,  0.5752,  0.0107
1163, 268,  500.00037,  1902.11304, -363.27148,  0.62646,  0.01115
1164, 270,  533.69818,  1782.01306, -734.57251,  0.63477,  0.01619
1165, 265,  363.27148,  1902.11304, -500.00031,  0.5918,  0.00219
1166, 264,  280.58173,  1782.01306, -863.54175,  0.5708,  0.00774
1167, 268,  500.00037,  1902.11304, -363.27148,  0.62646,  0.01115
1168, 265,  363.27148,  1902.11304, -500.00031,  0.5918,  0.00219
1169, 270,  533.69818,  1782.01306, -734.57251,  0.63477,  0.01619
1170, 269,  587.78564,  1902.11304, -190.98314,  0.64844,  0.02243
1171, 268,  500.00037,  1902.11304, -363.27148,  0.62646,  0.01115
1172, 271,  734.57257,  1782.01306, -533.69818,  0.68555,  0.02934
1173, 271,  734.57257,  1782.01306, -533.69818,  0.68555,  0.02934
1174, 268,  500.00037,  1902.11304, -363.27148,  0.62646,  0.01115
1175, 270,  533.69818,  1782.01306, -734.57251,  0.63477,  0.01619
1176, 272,  863.54187,  1782.01306, -280.58176,  0.71826,  0.04593
1177, 269,  587.78564,  1902.11304, -190.98314,  0.64844,  0.02243
1178, 271,  734.57257,  1782.01306, -533.69818,  0.68555,  0.02934
1179, 270,  533.69818,  1782.01306, -734.57251,  0.63477,  0.01619
1180, 264,  280.58173,  1782.01306, -863.54175,  0.5708,  0.00774
1181, 273,  363.27145,  1618.03406, -1118.03455,  0.5918,  0.03116
1182, 273,  363.27145,  1618.03406, -1118.03455,  0.5918,  0.03116
1183, 264,  280.58173,  1782.01306, -863.54175,  0.5708,  0.00774
1184, 261,  0.00,  1618.03406, -1175.57104,  0.50,  0.02739
1185, 271,  734.57257,  1782.01306, -533.69818,  0.68555,  0.02934
1186, 270,  533.69818,  1782.01306, -734.57251,  0.63477,  0.01619
1187, 274,  690.9834,  1618.03406, -951.05707,  0.6748,  0.04208
1188, 274,  690.9834,  1618.03406, -951.05707,  0.6748,  0.04208
1189, 270,  533.69818,  1782.01306, -734.57251,  0.63477,  0.01619
1190, 273,  363.27145,  1618.03406, -1118.03455,  0.5918,  0.03116
1191, 272,  863.54187,  1782.01306, -280.58176,  0.71826,  0.04593
1192, 271,  734.57257,  1782.01306, -533.69818,  0.68555,  0.02934
1193, 275,  951.05713,  1618.03406, -690.9834,  0.74072,  0.05911
1194, 275,  951.05713,  1618.03406, -690.9834,  0.74072,  0.05911
1195, 271,  734.57257,  1782.01306, -533.69818,  0.68555,  0.02934
1196, 274,  690.9834,  1618.03406, -951.05707,  0.6748,  0.04208
1197, 276,  1118.03467,  1618.03406, -363.27148,  0.78271,  0.08057
1198, 272,  863.54187,  1782.01306, -280.58176,  0.71826,  0.04593
1199, 275,  951.05713,  1618.03406, -690.9834,  0.74072,  0.05911
1200, 274,  690.9834,  1618.03406, -951.05707,  0.6748,  0.04208
1201, 273,  363.27145,  1618.03406, -1118.03455,  0.5918,  0.03116
1202, 277,  437.01624,  1414.2135, -1344.9978,  0.61035,  0.0661
1203, 276,  1118.03467,  1618.03406, -363.27148,  0.78271,  0.08057
1204, 275,  951.05713,  1618.03406, -690.9834,  0.74072,  0.05911
1205, 278,  1144.12354,  1414.2135, -831.25433,  0.78955,  0.09973
1206, 279,  1344.99792,  1414.2135, -437.01627,  0.84033,  0.12549
1207, 276,  1118.03467,  1618.03406, -363.27148,  0.78271,  0.08057
1208, 278,  1144.12354,  1414.2135, -831.25433,  0.78955,  0.09973
1209, 275,  951.05713,  1618.03406, -690.9834,  0.74072,  0.05911
1210, 274,  690.9834,  1618.03406, -951.05707,  0.6748,  0.04208
1211, 280,  831.25433,  1414.2135, -1144.12341,  0.70996,  0.07922
1212, 278,  1144.12354,  1414.2135, -831.25433,  0.78955,  0.09973
1213, 275,  951.05713,  1618.03406, -690.9834,  0.74072,  0.05911
1214, 280,  831.25433,  1414.2135, -1144.12341,  0.70996,  0.07922
1215, 280,  831.25433,  1414.2135, -1144.12341,  0.70996,  0.07922
1216, 274,  690.9834,  1618.03406, -951.05707,  0.6748,  0.04208
1217, 277,  437.01624,  1414.2135, -1344.9978,  0.61035,  0.0661
1218, 279,  1344.99792,  1414.2135, -437.01627,  0.84033,  0.12549
1219, 278,  1144.12354,  1414.2135, -831.25433,  0.78955,  0.09973
1220, 281,  1309.01794,  1175.57043, -951.05707,  0.83105,  0.15027
1221, 282,  1538.84277,  1175.57043, -500.00031,  0.88916,  0.17981
1222, 279,  1344.99792,  1414.2135, -437.01627,  0.84033,  0.12549
1223, 281,  1309.01794,  1175.57043, -951.05707,  0.83105,  0.15027
1224, 278,  1144.12354,  1414.2135, -831.25433,  0.78955,  0.09973
1225, 280,  831.25433,  1414.2135, -1144.12341,  0.70996,  0.07922
1226, 283,  951.05707,  1175.57043, -1309.01782,  0.74072,  0.12671
1227, 281,  1309.01794,  1175.57043, -951.05707,  0.83105,  0.15027
1228, 278,  1144.12354,  1414.2135, -831.25433,  0.78955,  0.09973
1229, 283,  951.05707,  1175.57043, -1309.01782,  0.74072,  0.12671
1230, 282,  1538.84277,  1175.57043, -500.00031,  0.88916,  0.17981
1231, 281,  1309.01794,  1175.57043, -951.05707,  0.83105,  0.15027
1232, 284,  1441.67981,  907.98102, -1047.44165,  0.86475,  0.20935
1233, 285,  1694.79626,  907.98102, -550.67267,  0.92871,  0.24182
1234, 282,  1538.84277,  1175.57043, -500.00031,  0.88916,  0.17981
1235, 284,  1441.67981,  907.98102, -1047.44165,  0.86475,  0.20935
1236, 281,  1309.01794,  1175.57043, -951.05707,  0.83105,  0.15027
1237, 283,  951.05707,  1175.57043, -1309.01782,  0.74072,  0.12671
1238, 286,  1047.44165,  907.98102, -1441.67969,  0.76465,  0.18347
1239, 284,  1441.67981,  907.98102, -1047.44165,  0.86475,  0.20935
1240, 281,  1309.01794,  1175.57043, -951.05707,  0.83105,  0.15027
1241, 286,  1047.44165,  907.98102, -1441.67969,  0.76465,  0.18347
1242, 283,  951.05707,  1175.57043, -1309.01782,  0.74072,  0.12671
1243, 280,  831.25433,  1414.2135, -1144.12341,  0.70996,  0.07922
1244, 287,  500.00024,  1175.57043, -1538.84253,  0.62646,  0.11176
1245, 280,  831.25433,  1414.2135, -1144.12341,  0.70996,  0.07922
1246, 277,  437.01624,  1414.2135, -1344.9978,  0.61035,  0.0661
1247, 287,  500.00024,  1175.57043, -1538.84253,  0.62646,  0.11176
1248, 285,  1694.79626,  907.98102, -550.67267,  0.92871,  0.24182
1249, 284,  1441.67981,  907.98102, -1047.44165,  0.86475,  0.20935
1250, 288,  1538.84277,  618.03394, -1118.03467,  0.88916,  0.27563
1251, 289,  1809.01831,  618.03394, -587.78558,  0.95752,  0.3103
1252, 285,  1694.79626,  907.98102, -550.67267,  0.92871,  0.24182
1253, 288,  1538.84277,  618.03394, -1118.03467,  0.88916,  0.27563
1254, 288,  1538.84277,  618.03394, -1118.03467,  0.88916,  0.27563
1255, 284,  1441.67981,  907.98102, -1047.44165,  0.86475,  0.20935
1256, 290,  1118.03467,  618.03394, -1538.84265,  0.78271,  0.24805
1257, 284,  1441.67981,  907.98102, -1047.44165,  0.86475,  0.20935
1258, 286,  1047.44165,  907.98102, -1441.67969,  0.76465,  0.18347
1259, 290,  1118.03467,  618.03394, -1538.84265,  0.78271,  0.24805
1260, 289,  1809.01831,  618.03394, -587.78558,  0.95752,  0.3103
1261, 288,  1538.84277,  618.03394, -1118.03467,  0.88916,  0.27563
1262, 291,  1598.11438,  312.86874, -1161.09802,  0.9043,  0.34741
1263, 292,  1878.69604,  312.86874, -610.42535,  0.9751,  0.3833
1264, 289,  1809.01831,  618.03394, -587.78558,  0.95752,  0.3103
1265, 291,  1598.11438,  312.86874, -1161.09802,  0.9043,  0.34741
1266, 293,  1897.95349,  164.8273, -616.68243,  0.97998,  0.41919
1267, 292,  1878.69604,  312.86874, -610.42535,  0.9751,  0.3833
1268, 291,  1598.11438,  312.86874, -1161.09802,  0.9043,  0.34741
1269, 291,  1598.11438,  312.86874, -1161.09802,  0.9043,  0.34741
1270, 288,  1538.84277,  618.03394, -1118.03467,  0.88916,  0.27563
