VTX, IDX, _input0.x, _input0.y, _input0.z, _input0.w, _input1.x, _input1.y, _input1.z, _input1.w, _input2.x, _input2.y
564, 10,  0.76611, -5.96046E-08,  0.27148,  1.00,  0.9685,  0.00,  0.24409,  0.00,  0.10419,  0.50
565, 147,  0.76709,  0.18286,  0.26636,  1.00,  0.9685,  0.00,  0.24409,  0.00,  0.10419,  1.00
566, 146,  0.75342,  0.20471,  0.31689,  1.00,  0.95276,  0.00,  0.30709,  0.00,  0.125,  1.00
567, 8,  0.77637, -5.96046E-08,  0.22424,  1.00,  0.98425,  0.00,  0.1811,  0.00,  0.08331,  0.50
568, 147,  0.76709,  0.18286,  0.26636,  1.00,  0.9685,  0.00,  0.24409,  0.00,  0.10419,  1.00
569, 10,  0.76611, -5.96046E-08,  0.27148,  1.00,  0.9685,  0.00,  0.24409,  0.00,  0.10419,  0.50
570, 8,  0.77637, -5.96046E-08,  0.22424,  1.00,  0.98425,  0.00,  0.1811,  0.00,  0.08331,  0.50
571, 148,  0.77734,  0.16138,  0.21924,  1.00,  0.98425,  0.00,  0.1811,  0.00,  0.08331,  1.00
572, 147,  0.76709,  0.18286,  0.26636,  1.00,  0.9685,  0.00,  0.24409,  0.00,  0.10419,  1.00
573, 6,  0.7832, -5.96046E-08,  0.18054,  1.00,  0.99213,  0.00,  0.12598,  0.00,  0.0625,  0.50
574, 148,  0.77734,  0.16138,  0.21924,  1.00,  0.98425,  0.00,  0.1811,  0.00,  0.08331,  1.00
575, 8,  0.77637, -5.96046E-08,  0.22424,  1.00,  0.98425,  0.00,  0.1811,  0.00,  0.08331,  0.50
576, 6,  0.7832, -5.96046E-08,  0.18054,  1.00,  0.99213,  0.00,  0.12598,  0.00,  0.0625,  0.50
577, 149,  0.78369,  0.14038,  0.17615,  1.00,  0.99213,  0.00,  0.13386,  0.00,  0.0625,  1.00
578, 148,  0.77734,  0.16138,  0.21924,  1.00,  0.98425,  0.00,  0.1811,  0.00,  0.08331,  1.00
579, 4,  0.78711, -5.96046E-08,  0.14148,  1.00,  1.00,  0.00,  0.07874,  0.00,  0.04166,  0.50
580, 149,  0.78369,  0.14038,  0.17615,  1.00,  0.99213,  0.00,  0.13386,  0.00,  0.0625,  1.00
581, 6,  0.7832, -5.96046E-08,  0.18054,  1.00,  0.99213,  0.00,  0.12598,  0.00,  0.0625,  0.50
582, 4,  0.78711, -5.96046E-08,  0.14148,  1.00,  1.00,  0.00,  0.07874,  0.00,  0.04166,  0.50
583, 150,  0.78711,  0.12024,  0.13806,  1.00,  1.00,  0.00,  0.07874,  0.00,  0.04166,  1.00
584, 149,  0.78369,  0.14038,  0.17615,  1.00,  0.99213,  0.00,  0.13386,  0.00,  0.0625,  1.00
585, 2,  0.78906, -5.96046E-08,  0.10797,  1.00,  1.00,  0.00,  0.03937,  0.00,  0.02083,  0.50
586, 150,  0.78711,  0.12024,  0.13806,  1.00,  1.00,  0.00,  0.07874,  0.00,  0.04166,  1.00
587, 4,  0.78711, -5.96046E-08,  0.14148,  1.00,  1.00,  0.00,  0.07874,  0.00,  0.04166,  0.50
588, 2,  0.78906, -5.96046E-08,  0.10797,  1.00,  1.00,  0.00,  0.03937,  0.00,  0.02083,  0.50
589, 151,  0.78906,  0.10101,  0.10596,  1.00,  1.00,  0.00,  0.03937,  0.00,  0.02083,  1.00
590, 150,  0.78711,  0.12024,  0.13806,  1.00,  1.00,  0.00,  0.07874,  0.00,  0.04166,  1.00
591, 1,  0.78955, -5.96046E-08,  0.08063,  1.00,  1.00,  0.00,  0.01575,  0.00,  0.00,  0.50
592, 151,  0.78906,  0.10101,  0.10596,  1.00,  1.00,  0.00,  0.03937,  0.00,  0.02083,  1.00
593, 2,  0.78906, -5.96046E-08,  0.10797,  1.00,  1.00,  0.00,  0.03937,  0.00,  0.02083,  0.50
594, 1,  0.78955, -5.96046E-08,  0.08063,  1.00,  1.00,  0.00,  0.01575,  0.00,  0.00,  0.50
595, 152,  0.78955,  0.08313,  0.08063,  1.00,  1.00,  0.00,  0.01575,  0.00,  0.00,  1.00
596, 151,  0.78906,  0.10101,  0.10596,  1.00,  1.00,  0.00,  0.03937,  0.00,  0.02083,  1.00
597, 3,  0.78906, -0.10101,  0.10596,  1.00,  1.00,  0.00,  0.03937,  0.00,  0.02083,  0.00
598, 153,  0.78906, -0.15002,  0.10596,  1.00,  1.00,  0.00,  0.01575,  0.00,  0.02083, -0.21069
599, 154,  0.78955, -0.12817,  0.08063,  1.00,  1.00,  0.00,  0.01575,  0.00,  0.00, -0.21069
600, 3,  0.78906, -0.10101,  0.10596,  1.00,  1.00,  0.00,  0.03937,  0.00,  0.02083,  0.00
601, 154,  0.78955, -0.12817,  0.08063,  1.00,  1.00,  0.00,  0.01575,  0.00,  0.00, -0.21069
602, 0,  0.78955, -0.08313,  0.08063,  1.00,  1.00,  0.00,  0.01575,  0.00,  0.00,  0.00
603, 5,  0.78711, -0.12024,  0.13806,  1.00,  1.00,  0.00,  0.07874,  0.00,  0.04166,  0.00
604, 153,  0.78906, -0.15002,  0.10596,  1.00,  1.00,  0.00,  0.01575,  0.00,  0.02083, -0.21069
605, 3,  0.78906, -0.10101,  0.10596,  1.00,  1.00,  0.00,  0.03937,  0.00,  0.02083,  0.00
606, 5,  0.78711, -0.12024,  0.13806,  1.00,  1.00,  0.00,  0.07874,  0.00,  0.04166,  0.00
607, 155,  0.78711, -0.17419,  0.13806,  1.00,  1.00,  0.00,  0.05512,  0.00,  0.04166, -0.21069
608, 153,  0.78906, -0.15002,  0.10596,  1.00,  1.00,  0.00,  0.01575,  0.00,  0.02083, -0.21069
609, 7,  0.78369, -0.14038,  0.17615,  1.00,  0.99213,  0.00,  0.13386,  0.00,  0.0625,  0.00
610, 155,  0.78711, -0.17419,  0.13806,  1.00,  1.00,  0.00,  0.05512,  0.00,  0.04166, -0.21069
611, 5,  0.78711, -0.12024,  0.13806,  1.00,  1.00,  0.00,  0.07874,  0.00,  0.04166,  0.00
612, 7,  0.78369, -0.14038,  0.17615,  1.00,  0.99213,  0.00,  0.13386,  0.00,  0.0625,  0.00
613, 156,  0.78369, -0.20044,  0.17615,  1.00,  0.99213,  0.00,  0.09449,  0.00,  0.0625, -0.21069
614, 155,  0.78711, -0.17419,  0.13806,  1.00,  1.00,  0.00,  0.05512,  0.00,  0.04166, -0.21069
615, 9,  0.77734, -0.16138,  0.21924,  1.00,  0.98425,  0.00,  0.18898,  0.00,  0.08331,  0.00
616, 157,  0.78369, -0.20044,  0.17615,  1.00,  0.99213,  0.00,  0.14961,  0.00,  0.0625, -0.21069
617, 7,  0.78369, -0.14038,  0.17615,  1.00,  0.99213,  0.00,  0.13386,  0.00,  0.0625,  0.00
618, 9,  0.77734, -0.16138,  0.21924,  1.00,  0.98425,  0.00,  0.18898,  0.00,  0.08331,  0.00
619, 158,  0.77734, -0.22815,  0.21924,  1.00,  0.99213,  0.00,  0.14961,  0.00,  0.08331, -0.21069
620, 157,  0.78369, -0.20044,  0.17615,  1.00,  0.99213,  0.00,  0.14961,  0.00,  0.0625, -0.21069
621, 11,  0.76709, -0.18286,  0.26636,  1.00,  0.9685,  0.00,  0.24409,  0.00,  0.10419,  0.00
622, 159,  0.77734, -0.22815,  0.21924,  1.00,  0.97638,  0.00,  0.20472,  0.00,  0.08331, -0.21069
623, 9,  0.77734, -0.16138,  0.21924,  1.00,  0.98425,  0.00,  0.18898,  0.00,  0.08331,  0.00
624, 11,  0.76709, -0.18286,  0.26636,  1.00,  0.9685,  0.00,  0.24409,  0.00,  0.10419,  0.00
625, 160,  0.76709, -0.25708,  0.26636,  1.00,  0.97638,  0.00,  0.20472,  0.00,  0.10419, -0.21069
626, 159,  0.77734, -0.22815,  0.21924,  1.00,  0.97638,  0.00,  0.20472,  0.00,  0.08331, -0.21069
627, 13,  0.75342, -0.20471,  0.31689,  1.00,  0.95276,  0.00,  0.30709,  0.00,  0.125,  0.00
628, 161,  0.76709, -0.25708,  0.26636,  1.00,  0.96063,  0.00,  0.26772,  0.00,  0.10419, -0.21069
629, 11,  0.76709, -0.18286,  0.26636,  1.00,  0.9685,  0.00,  0.24409,  0.00,  0.10419,  0.00
630, 13,  0.75342, -0.20471,  0.31689,  1.00,  0.95276,  0.00,  0.30709,  0.00,  0.125,  0.00
631, 162,  0.75342, -0.28662,  0.31689,  1.00,  0.96063,  0.00,  0.26772,  0.00,  0.125, -0.21069
632, 161,  0.76709, -0.25708,  0.26636,  1.00,  0.96063,  0.00,  0.26772,  0.00,  0.10419, -0.21069
633, 15,  0.73486, -0.22644,  0.36914,  1.00,  0.92913,  0.00,  0.37795,  0.00,  0.14587,  0.00
634, 163,  0.75342, -0.28662,  0.31689,  1.00,  0.94488,  0.00,  0.33071,  0.00,  0.125, -0.21069
635, 13,  0.75342, -0.20471,  0.31689,  1.00,  0.95276,  0.00,  0.30709,  0.00,  0.125,  0.00
636, 15,  0.73486, -0.22644,  0.36914,  1.00,  0.92913,  0.00,  0.37795,  0.00,  0.14587,  0.00
637, 164,  0.73486, -0.31665,  0.36914,  1.00,  0.94488,  0.00,  0.33071,  0.00,  0.14587, -0.21069
638, 163,  0.75342, -0.28662,  0.31689,  1.00,  0.94488,  0.00,  0.33071,  0.00,  0.125, -0.21069
639, 17,  0.71143, -0.24805,  0.42236,  1.00,  0.89764,  0.00,  0.44094,  0.00,  0.16663,  0.00
640, 165,  0.73486, -0.31665,  0.36914,  1.00,  0.91339,  0.00,  0.40157,  0.00,  0.14587, -0.21069
641, 15,  0.73486, -0.22644,  0.36914,  1.00,  0.92913,  0.00,  0.37795,  0.00,  0.14587,  0.00
642, 17,  0.71143, -0.24805,  0.42236,  1.00,  0.89764,  0.00,  0.44094,  0.00,  0.16663,  0.00
643, 166,  0.71143, -0.34668,  0.42236,  1.00,  0.91339,  0.00,  0.40157,  0.00,  0.16663, -0.21069
644, 165,  0.73486, -0.31665,  0.36914,  1.00,  0.91339,  0.00,  0.40157,  0.00,  0.14587, -0.21069
645, 19,  0.68359, -0.26904,  0.47534,  1.00,  0.85827,  0.00,  0.50394,  0.00,  0.1875,  0.00
646, 167,  0.71143, -0.34668,  0.42236,  1.00,  0.88189,  0.00,  0.46457,  0.00,  0.16663, -0.21069
647, 17,  0.71143, -0.24805,  0.42236,  1.00,  0.89764,  0.00,  0.44094,  0.00,  0.16663,  0.00
648, 19,  0.68359, -0.26904,  0.47534,  1.00,  0.85827,  0.00,  0.50394,  0.00,  0.1875,  0.00
649, 168,  0.68359, -0.37598,  0.47534,  1.00,  0.88189,  0.00,  0.46457,  0.00,  0.1875, -0.21069
650, 167,  0.71143, -0.34668,  0.42236,  1.00,  0.88189,  0.00,  0.46457,  0.00,  0.16663, -0.21069
651, 21,  0.65088, -0.28931,  0.52734,  1.00,  0.8189,  0.00,  0.5748,  0.00,  0.20837,  0.00
652, 169,  0.68359, -0.37598,  0.47534,  1.00,  0.84252,  0.00,  0.53543,  0.00,  0.1875, -0.21069
653, 19,  0.68359, -0.26904,  0.47534,  1.00,  0.85827,  0.00,  0.50394,  0.00,  0.1875,  0.00
654, 21,  0.65088, -0.28931,  0.52734,  1.00,  0.8189,  0.00,  0.5748,  0.00,  0.20837,  0.00
655, 170,  0.65088, -0.4043,  0.52734,  1.00,  0.84252,  0.00,  0.53543,  0.00,  0.20837, -0.21069
656, 169,  0.68359, -0.37598,  0.47534,  1.00,  0.84252,  0.00,  0.53543,  0.00,  0.1875, -0.21069
657, 23,  0.61426, -0.30884,  0.57666,  1.00,  0.77165,  0.00,  0.6378,  0.00,  0.22913,  0.00
658, 171,  0.65088, -0.4043,  0.52734,  1.00,  0.80315,  0.00,  0.59843,  0.00,  0.20837, -0.21069
659, 21,  0.65088, -0.28931,  0.52734,  1.00,  0.8189,  0.00,  0.5748,  0.00,  0.20837,  0.00
660, 23,  0.61426, -0.30884,  0.57666,  1.00,  0.77165,  0.00,  0.6378,  0.00,  0.22913,  0.00
661, 172,  0.61426, -0.4314,  0.57666,  1.00,  0.80315,  0.00,  0.59843,  0.00,  0.22913, -0.21069
662, 171,  0.65088, -0.4043,  0.52734,  1.00,  0.80315,  0.00,  0.59843,  0.00,  0.20837, -0.21069
663, 25,  0.57373, -0.3269,  0.62256,  1.00,  0.72441,  0.00,  0.69291,  0.00,  0.25,  0.00
664, 173,  0.61426, -0.4314,  0.57666,  1.00,  0.75591,  0.00,  0.66142,  0.00,  0.22913, -0.21069
665, 23,  0.61426, -0.30884,  0.57666,  1.00,  0.77165,  0.00,  0.6378,  0.00,  0.22913,  0.00
666, 25,  0.57373, -0.3269,  0.62256,  1.00,  0.72441,  0.00,  0.69291,  0.00,  0.25,  0.00
667, 174,  0.57373, -0.45679,  0.62256,  1.00,  0.75591,  0.00,  0.66142,  0.00,  0.25, -0.21069
668, 173,  0.61426, -0.4314,  0.57666,  1.00,  0.75591,  0.00,  0.66142,  0.00,  0.22913, -0.21069
669, 27,  0.53076, -0.34351,  0.66504,  1.00,  0.66929,  0.00,  0.74803,  0.00,  0.27075,  0.00
670, 175,  0.57373, -0.45679,  0.62256,  1.00,  0.70079,  0.00,  0.71654,  0.00,  0.25, -0.21069
671, 25,  0.57373, -0.3269,  0.62256,  1.00,  0.72441,  0.00,  0.69291,  0.00,  0.25,  0.00
672, 27,  0.53076, -0.34351,  0.66504,  1.00,  0.66929,  0.00,  0.74803,  0.00,  0.27075,  0.00
673, 176,  0.53076, -0.47998,  0.66504,  1.00,  0.70079,  0.00,  0.71654,  0.00,  0.27075, -0.21069
674, 175,  0.57373, -0.45679,  0.62256,  1.00,  0.70079,  0.00,  0.71654,  0.00,  0.25, -0.21069
675, 29,  0.48584, -0.35815,  0.70313,  1.00,  0.61417,  0.00,  0.7874,  0.00,  0.29175,  0.00
676, 177,  0.53076, -0.47998,  0.66504,  1.00,  0.64567,  0.00,  0.76378,  0.00,  0.27075, -0.21069
677, 27,  0.53076, -0.34351,  0.66504,  1.00,  0.66929,  0.00,  0.74803,  0.00,  0.27075,  0.00
678, 29,  0.48584, -0.35815,  0.70313,  1.00,  0.61417,  0.00,  0.7874,  0.00,  0.29175,  0.00
679, 178,  0.48584, -0.50049,  0.70313,  1.00,  0.64567,  0.00,  0.76378,  0.00,  0.29175, -0.21069
680, 177,  0.53076, -0.47998,  0.66504,  1.00,  0.64567,  0.00,  0.76378,  0.00,  0.27075, -0.21069
681, 31,  0.43994, -0.37109,  0.73584,  1.00,  0.55118,  0.00,  0.83465,  0.00,  0.3125,  0.00
682, 179,  0.48584, -0.50049,  0.70313,  1.00,  0.59055,  0.00,  0.81102,  0.00,  0.29175, -0.21069
683, 29,  0.48584, -0.35815,  0.70313,  1.00,  0.61417,  0.00,  0.7874,  0.00,  0.29175,  0.00
684, 31,  0.43994, -0.37109,  0.73584,  1.00,  0.55118,  0.00,  0.83465,  0.00,  0.3125,  0.00
685, 180,  0.43994, -0.51855,  0.73584,  1.00,  0.59055,  0.00,  0.81102,  0.00,  0.3125, -0.21069
686, 179,  0.48584, -0.50049,  0.70313,  1.00,  0.59055,  0.00,  0.81102,  0.00,  0.29175, -0.21069
687, 33,  0.39478, -0.38159,  0.76416,  1.00,  0.49606,  0.00,  0.86614,  0.00,  0.33325,  0.00
688, 181,  0.43994, -0.51855,  0.73584,  1.00,  0.52756,  0.00,  0.85039,  0.00,  0.3125, -0.21069
689, 31,  0.43994, -0.37109,  0.73584,  1.00,  0.55118,  0.00,  0.83465,  0.00,  0.3125,  0.00
690, 33,  0.39478, -0.38159,  0.76416,  1.00,  0.49606,  0.00,  0.86614,  0.00,  0.33325,  0.00
691, 182,  0.39478, -0.53369,  0.76416,  1.00,  0.52756,  0.00,  0.85039,  0.00,  0.33325, -0.21069
692, 181,  0.43994, -0.51855,  0.73584,  1.00,  0.52756,  0.00,  0.85039,  0.00,  0.3125, -0.21069
693, 35,  0.34912, -0.39038,  0.78857,  1.00,  0.44094,  0.00,  0.89764,  0.00,  0.35425,  0.00
694, 183,  0.39478, -0.53369,  0.76416,  1.00,  0.47244,  0.00,  0.88189,  0.00,  0.33325, -0.21069
695, 33,  0.39478, -0.38159,  0.76416,  1.00,  0.49606,  0.00,  0.86614,  0.00,  0.33325,  0.00
696, 35,  0.34912, -0.39038,  0.78857,  1.00,  0.44094,  0.00,  0.89764,  0.00,  0.35425,  0.00
697, 184,  0.34912, -0.54639,  0.78857,  1.00,  0.47244,  0.00,  0.88189,  0.00,  0.35425, -0.21069
698, 183,  0.39478, -0.53369,  0.76416,  1.00,  0.47244,  0.00,  0.88189,  0.00,  0.33325, -0.21069
699, 37,  0.302, -0.39795,  0.81006,  1.00,  0.37795,  0.00,  0.92126,  0.00,  0.375,  0.00
700, 185,  0.34912, -0.54639,  0.78857,  1.00,  0.40945,  0.00,  0.91339,  0.00,  0.35425, -0.21069
701, 35,  0.34912, -0.39038,  0.78857,  1.00,  0.44094,  0.00,  0.89764,  0.00,  0.35425,  0.00
702, 37,  0.302, -0.39795,  0.81006,  1.00,  0.37795,  0.00,  0.92126,  0.00,  0.375,  0.00
703, 186,  0.302, -0.55713,  0.81006,  1.00,  0.40945,  0.00,  0.91339,  0.00,  0.375, -0.21069
704, 185,  0.34912, -0.54639,  0.78857,  1.00,  0.40945,  0.00,  0.91339,  0.00,  0.35425, -0.21069
705, 39,  0.25366, -0.4043,  0.82813,  1.00,  0.32283,  0.00,  0.94488,  0.00,  0.39575,  0.00
706, 187,  0.302, -0.55713,  0.81006,  1.00,  0.35433,  0.00,  0.93701,  0.00,  0.375, -0.21069
707, 37,  0.302, -0.39795,  0.81006,  1.00,  0.37795,  0.00,  0.92126,  0.00,  0.375,  0.00
708, 39,  0.25366, -0.4043,  0.82813,  1.00,  0.32283,  0.00,  0.94488,  0.00,  0.39575,  0.00
709, 188,  0.25366, -0.56641,  0.82813,  1.00,  0.35433,  0.00,  0.93701,  0.00,  0.39575, -0.21069
710, 187,  0.302, -0.55713,  0.81006,  1.00,  0.35433,  0.00,  0.93701,  0.00,  0.375, -0.21069
711, 41,  0.20435, -0.40967,  0.84326,  1.00,  0.25984,  0.00,  0.9685,  0.00,  0.41675,  0.00
712, 189,  0.25366, -0.56641,  0.82813,  1.00,  0.29134,  0.00,  0.96063,  0.00,  0.39575, -0.21069
713, 39,  0.25366, -0.4043,  0.82813,  1.00,  0.32283,  0.00,  0.94488,  0.00,  0.39575,  0.00
714, 41,  0.20435, -0.40967,  0.84326,  1.00,  0.25984,  0.00,  0.9685,  0.00,  0.41675,  0.00
715, 190,  0.20435, -0.57422,  0.84326,  1.00,  0.29134,  0.00,  0.96063,  0.00,  0.41675, -0.21069
716, 189,  0.25366, -0.56641,  0.82813,  1.00,  0.29134,  0.00,  0.96063,  0.00,  0.39575, -0.21069
717, 43,  0.15405, -0.41382,  0.85498,  1.00,  0.19685,  0.00,  0.98425,  0.00,  0.4375,  0.00
718, 191,  0.20435, -0.57422,  0.84326,  1.00,  0.22835,  0.00,  0.97638,  0.00,  0.41675, -0.21069
719, 41,  0.20435, -0.40967,  0.84326,  1.00,  0.25984,  0.00,  0.9685,  0.00,  0.41675,  0.00
720, 43,  0.15405, -0.41382,  0.85498,  1.00,  0.19685,  0.00,  0.98425,  0.00,  0.4375,  0.00
721, 192,  0.15405, -0.58008,  0.85498,  1.00,  0.22835,  0.00,  0.97638,  0.00,  0.4375, -0.21069
722, 191,  0.20435, -0.57422,  0.84326,  1.00,  0.22835,  0.00,  0.97638,  0.00,  0.41675, -0.21069
723, 45,  0.10303, -0.41699,  0.86328,  1.00,  0.12598,  0.00,  0.99213,  0.00,  0.45825,  0.00
724, 193,  0.15405, -0.58008,  0.85498,  1.00,  0.16535,  0.00,  0.98425,  0.00,  0.4375, -0.21069
725, 43,  0.15405, -0.41382,  0.85498,  1.00,  0.19685,  0.00,  0.98425,  0.00,  0.4375,  0.00
726, 45,  0.10303, -0.41699,  0.86328,  1.00,  0.12598,  0.00,  0.99213,  0.00,  0.45825,  0.00
727, 194,  0.10303, -0.58447,  0.86328,  1.00,  0.16535,  0.00,  0.98425,  0.00,  0.45825, -0.21069
728, 193,  0.15405, -0.58008,  0.85498,  1.00,  0.16535,  0.00,  0.98425,  0.00,  0.4375, -0.21069
729, 47,  0.05164, -0.4187,  0.86816,  1.00,  0.06299,  0.00,  1.00,  0.00,  0.47925,  0.00
730, 195,  0.10303, -0.58447,  0.86328,  1.00,  0.09449,  0.00,  0.99213,  0.00,  0.45825, -0.21069
731, 45,  0.10303, -0.41699,  0.86328,  1.00,  0.12598,  0.00,  0.99213,  0.00,  0.45825,  0.00
732, 47,  0.05164, -0.4187,  0.86816,  1.00,  0.06299,  0.00,  1.00,  0.00,  0.47925,  0.00
733, 196,  0.05164, -0.58691,  0.86816,  1.00,  0.09449,  0.00,  0.99213,  0.00,  0.47925, -0.21069
734, 195,  0.10303, -0.58447,  0.86328,  1.00,  0.09449,  0.00,  0.99213,  0.00,  0.45825, -0.21069
735, 49, -1.19209E-07, -0.41943,  0.87012,  1.00,  0.00,  0.00,  1.00,  0.00,  0.50,  0.00
736, 197,  0.05164, -0.58691,  0.86816,  1.00,  0.0315,  0.00,  1.00,  0.00,  0.47925, -0.21069
737, 47,  0.05164, -0.4187,  0.86816,  1.00,  0.06299,  0.00,  1.00,  0.00,  0.47925,  0.00
738, 49, -1.19209E-07, -0.41943,  0.87012,  1.00,  0.00,  0.00,  1.00,  0.00,  0.50,  0.00
739, 198, -1.19209E-07, -0.58789,  0.87012,  1.00,  0.0315,  0.00,  1.00,  0.00,  0.50, -0.21069
740, 197,  0.05164, -0.58691,  0.86816,  1.00,  0.0315,  0.00,  1.00,  0.00,  0.47925, -0.21069
741, 51, -0.05164, -0.41895,  0.86816,  1.00, -0.06299,  0.00,  1.00,  0.00,  0.521,  0.00
742, 199, -1.19209E-07, -0.58789,  0.87012,  1.00, -0.0315,  0.00,  1.00,  0.00,  0.50, -0.21069
743, 49, -1.19209E-07, -0.41943,  0.87012,  1.00,  0.00,  0.00,  1.00,  0.00,  0.50,  0.00
744, 51, -0.05164, -0.41895,  0.86816,  1.00, -0.06299,  0.00,  1.00,  0.00,  0.521,  0.00
745, 200, -0.05164, -0.5874,  0.86816,  1.00, -0.0315,  0.00,  1.00,  0.00,  0.521, -0.21069
746, 199, -1.19209E-07, -0.58789,  0.87012,  1.00, -0.0315,  0.00,  1.00,  0.00,  0.50, -0.21069
747, 53, -0.10303, -0.41724,  0.86328,  1.00, -0.12598,  0.00,  0.99213,  0.00,  0.5415,  0.00
748, 201, -0.05164, -0.5874,  0.86816,  1.00, -0.09449,  0.00,  0.99213,  0.00,  0.521, -0.21069
749, 51, -0.05164, -0.41895,  0.86816,  1.00, -0.06299,  0.00,  1.00,  0.00,  0.521,  0.00
750, 53, -0.10303, -0.41724,  0.86328,  1.00, -0.12598,  0.00,  0.99213,  0.00,  0.5415,  0.00
751, 202, -0.10303, -0.58447,  0.86328,  1.00, -0.09449,  0.00,  0.99213,  0.00,  0.5415, -0.21069
752, 201, -0.05164, -0.5874,  0.86816,  1.00, -0.09449,  0.00,  0.99213,  0.00,  0.521, -0.21069
753, 55, -0.15405, -0.41431,  0.85498,  1.00, -0.19685,  0.00,  0.98425,  0.00,  0.5625,  0.00
754, 203, -0.10303, -0.58447,  0.86328,  1.00, -0.16535,  0.00,  0.98425,  0.00,  0.5415, -0.21069
755, 53, -0.10303, -0.41724,  0.86328,  1.00, -0.12598,  0.00,  0.99213,  0.00,  0.5415,  0.00
756, 55, -0.15405, -0.41431,  0.85498,  1.00, -0.19685,  0.00,  0.98425,  0.00,  0.5625,  0.00
757, 204, -0.15405, -0.58057,  0.85498,  1.00, -0.16535,  0.00,  0.98425,  0.00,  0.5625, -0.21069
758, 203, -0.10303, -0.58447,  0.86328,  1.00, -0.16535,  0.00,  0.98425,  0.00,  0.5415, -0.21069
759, 57, -0.20435, -0.41016,  0.84326,  1.00, -0.25984,  0.00,  0.9685,  0.00,  0.5835,  0.00
760, 205, -0.15405, -0.58057,  0.85498,  1.00, -0.22835,  0.00,  0.97638,  0.00,  0.5625, -0.21069
761, 55, -0.15405, -0.41431,  0.85498,  1.00, -0.19685,  0.00,  0.98425,  0.00,  0.5625,  0.00
762, 57, -0.20435, -0.41016,  0.84326,  1.00, -0.25984,  0.00,  0.9685,  0.00,  0.5835,  0.00
763, 206, -0.20435, -0.57471,  0.84326,  1.00, -0.22835,  0.00,  0.97638,  0.00,  0.5835, -0.21069
764, 205, -0.15405, -0.58057,  0.85498,  1.00, -0.22835,  0.00,  0.97638,  0.00,  0.5625, -0.21069
765, 59, -0.25366, -0.40479,  0.82813,  1.00, -0.32283,  0.00,  0.94488,  0.00,  0.604,  0.00
766, 207, -0.20435, -0.57471,  0.84326,  1.00, -0.29134,  0.00,  0.96063,  0.00,  0.5835, -0.21069
767, 57, -0.20435, -0.41016,  0.84326,  1.00, -0.25984,  0.00,  0.9685,  0.00,  0.5835,  0.00
768, 59, -0.25366, -0.40479,  0.82813,  1.00, -0.32283,  0.00,  0.94488,  0.00,  0.604,  0.00
769, 208, -0.25366, -0.56689,  0.82813,  1.00, -0.29134,  0.00,  0.96063,  0.00,  0.604, -0.21069
770, 207, -0.20435, -0.57471,  0.84326,  1.00, -0.29134,  0.00,  0.96063,  0.00,  0.5835, -0.21069
771, 61, -0.302, -0.39819,  0.81006,  1.00, -0.37795,  0.00,  0.92126,  0.00,  0.625,  0.00
772, 209, -0.25366, -0.56689,  0.82813,  1.00, -0.35433,  0.00,  0.93701,  0.00,  0.604, -0.21069
773, 59, -0.25366, -0.40479,  0.82813,  1.00, -0.32283,  0.00,  0.94488,  0.00,  0.604,  0.00
774, 61, -0.302, -0.39819,  0.81006,  1.00, -0.37795,  0.00,  0.92126,  0.00,  0.625,  0.00
775, 210, -0.302, -0.55762,  0.81006,  1.00, -0.35433,  0.00,  0.93701,  0.00,  0.625, -0.21069
776, 209, -0.25366, -0.56689,  0.82813,  1.00, -0.35433,  0.00,  0.93701,  0.00,  0.604, -0.21069
777, 63, -0.34912, -0.39063,  0.78857,  1.00, -0.44094,  0.00,  0.89764,  0.00,  0.646,  0.00
778, 211, -0.302, -0.55762,  0.81006,  1.00, -0.40945,  0.00,  0.91339,  0.00,  0.625, -0.21069
779, 61, -0.302, -0.39819,  0.81006,  1.00, -0.37795,  0.00,  0.92126,  0.00,  0.625,  0.00
780, 63, -0.34912, -0.39063,  0.78857,  1.00, -0.44094,  0.00,  0.89764,  0.00,  0.646,  0.00
781, 212, -0.34912, -0.54639,  0.78857,  1.00, -0.40945,  0.00,  0.91339,  0.00,  0.646, -0.21069
782, 211, -0.302, -0.55762,  0.81006,  1.00, -0.40945,  0.00,  0.91339,  0.00,  0.625, -0.21069
783, 65, -0.39478, -0.38159,  0.76416,  1.00, -0.49606,  0.00,  0.86614,  0.00,  0.6665,  0.00
784, 213, -0.34912, -0.54639,  0.78857,  1.00, -0.47244,  0.00,  0.88189,  0.00,  0.646, -0.21069
785, 63, -0.34912, -0.39063,  0.78857,  1.00, -0.44094,  0.00,  0.89764,  0.00,  0.646,  0.00
786, 65, -0.39478, -0.38159,  0.76416,  1.00, -0.49606,  0.00,  0.86614,  0.00,  0.6665,  0.00
787, 214, -0.39478, -0.53369,  0.76416,  1.00, -0.47244,  0.00,  0.88189,  0.00,  0.6665, -0.21069
788, 213, -0.34912, -0.54639,  0.78857,  1.00, -0.47244,  0.00,  0.88189,  0.00,  0.646, -0.21069
789, 67, -0.44019, -0.37061,  0.73584,  1.00, -0.55118,  0.00,  0.83465,  0.00,  0.6875,  0.00
790, 215, -0.39478, -0.53369,  0.76416,  1.00, -0.52756,  0.00,  0.85039,  0.00,  0.6665, -0.21069
