VTX, IDX, _input0.x, _input0.y, _input0.z, _input1.x, _input1.y, _input1.z, _input2.x, _input2.y, _input3.x, _input3.y
1914, 452, -0.73767, -1.95511, -1.94092, -0.26268, -0.62766,  0.42076,  0.1053,  0.8873,  0.1053,  0.8873
1915, 455, -1.53218, -1.98026, -2.08069, -0.07391, -0.28265,  0.74475,  0.0617,  0.8578,  0.0617,  0.8578
1916, 453, -1.28977, -2.14051, -2.16097,  0.02529, -0.55857,  0.57215,  0.0808,  0.8534,  0.0808,  0.8534
1917, 456, -2.33766, -2.24479, -2.10664,  0.02257, -0.19645,  0.77518,  0.0173,  0.8263,  0.0173,  0.8263
1918, 453, -1.28977, -2.14051, -2.16097,  0.02529, -0.55857,  0.57215,  0.0808,  0.8534,  0.0808,  0.8534
1919, 455, -1.53218, -1.98026, -2.08069, -0.07391, -0.28265,  0.74475,  0.0617,  0.8578,  0.0617,  0.8578
1920, 450, -0.38142, -2.15324, -2.18848, -0.15464, -0.77481,  0.12553,  0.136,  0.8816,  0.136,  0.8816
1921, 457, -0.35323, -2.42236, -2.72019,  0.15495, -0.72528,  0.29993,  0.154,  0.841,  0.154,  0.841
1922, 440,  0.26277, -2.1979, -2.00079, -0.02893, -0.72724, -0.3321,  0.17,  0.9202,  0.17,  0.9202
1923, 442,  0.20877, -2.12912, -2.59436,  0.16, -0.77507, -0.11692,  0.1827,  0.8742,  0.1827,  0.8742
1924, 440,  0.26277, -2.1979, -2.00079, -0.02893, -0.72724, -0.3321,  0.17,  0.9202,  0.17,  0.9202
1925, 457, -0.35323, -2.42236, -2.72019,  0.15495, -0.72528,  0.29993,  0.154,  0.841,  0.154,  0.841
1926, 2195,  4.05018,  2.21229,  1.39334, -0.16683,  0.4642,  0.62983,  0.0128,  0.4322,  0.0128,  0.4322
1927, 2196,  3.91213,  2.05969,  1.40794, -0.43875,  0.11235,  0.65945,  0.0208,  0.4116,  0.0208,  0.4116
1928, 2197,  4.05421,  2.07526,  1.45669, -0.1487,  0.12741,  0.77566,  0.007,  0.4116,  0.007,  0.4116
1929, 2192,  3.84252,  2.17764,  1.25367, -0.66624,  0.36604,  0.24927,  0.035,  0.4251,  0.035,  0.4251
1930, 2196,  3.91213,  2.05969,  1.40794, -0.43875,  0.11235,  0.65945,  0.0208,  0.4116,  0.0208,  0.4116
1931, 2194,  3.92714,  2.19881,  1.35111, -0.40415,  0.49902,  0.47712,  0.0238,  0.4274,  0.0238,  0.4274
1932, 442,  0.20877, -2.12912, -2.59436,  0.16, -0.77507, -0.11692,  0.1827,  0.8742,  0.1827,  0.8742
1933, 457, -0.35323, -2.42236, -2.72019,  0.15495, -0.72528,  0.29993,  0.154,  0.841,  0.154,  0.841
1934, 458, -0.02946, -2.41957, -2.95955,  0.29921, -0.72204,  0.17068,  0.1801,  0.8378,  0.1801,  0.8378
1935, 457, -0.35323, -2.42236, -2.72019,  0.15495, -0.72528,  0.29993,  0.154,  0.841,  0.154,  0.841
1936, 459, -0.37335, -2.57925, -3.02373,  0.28957, -0.74035,  0.08961,  0.1631,  0.8187,  0.1631,  0.8187
1937, 458, -0.02946, -2.41957, -2.95955,  0.29921, -0.72204,  0.17068,  0.1801,  0.8378,  0.1801,  0.8378
1938, 460, -2.09226, -2.39247, -2.19746,  0.12226, -0.55145,  0.56653,  0.036,  0.8208,  0.036,  0.8208
1939, 453, -1.28977, -2.14051, -2.16097,  0.02529, -0.55857,  0.57215,  0.0808,  0.8534,  0.0808,  0.8534
1940, 456, -2.33766, -2.24479, -2.10664,  0.02257, -0.19645,  0.77518,  0.0173,  0.8263,  0.0173,  0.8263
1941, 461, -2.50046, -2.36262, -2.16018, -0.14522, -0.17559,  0.76686,  0.0096,  0.8158,  0.0096,  0.8158
1942, 460, -2.09226, -2.39247, -2.19746,  0.12226, -0.55145,  0.56653,  0.036,  0.8208,  0.036,  0.8208
1943, 456, -2.33766, -2.24479, -2.10664,  0.02257, -0.19645,  0.77518,  0.0173,  0.8263,  0.0173,  0.8263
1944, 457, -0.35323, -2.42236, -2.72019,  0.15495, -0.72528,  0.29993,  0.154,  0.841,  0.154,  0.841
1945, 462, -0.53901, -2.60203, -2.89,  0.08527, -0.69064,  0.39465,  0.1495,  0.82,  0.1495,  0.82
1946, 459, -0.37335, -2.57925, -3.02373,  0.28957, -0.74035,  0.08961,  0.1631,  0.8187,  0.1631,  0.8187
1947, 463, -0.65034, -2.60723, -2.97209, -0.05043, -0.6779, -0.42179,  0.1455,  0.8117,  0.1455,  0.8117
1948, 459, -0.37335, -2.57925, -3.02373,  0.28957, -0.74035,  0.08961,  0.1631,  0.8187,  0.1631,  0.8187
1949, 462, -0.53901, -2.60203, -2.89,  0.08527, -0.69064,  0.39465,  0.1495,  0.82,  0.1495,  0.82
1950, 463, -0.65034, -2.60723, -2.97209, -0.05043, -0.6779, -0.42179,  0.1455,  0.8117,  0.1455,  0.8117
1951, 462, -0.53901, -2.60203, -2.89,  0.08527, -0.69064,  0.39465,  0.1495,  0.82,  0.1495,  0.82
1952, 464, -0.76946, -2.60276, -2.93085, -0.53906, -0.57435, -0.13975,  0.1372,  0.8108,  0.1372,  0.8108
1953, 2195,  4.05018,  2.21229,  1.39334, -0.16683,  0.4642,  0.62983,  0.0128,  0.4322,  0.0128,  0.4322
1954, 2194,  3.92714,  2.19881,  1.35111, -0.40415,  0.49902,  0.47712,  0.0238,  0.4274,  0.0238,  0.4274
1955, 2196,  3.91213,  2.05969,  1.40794, -0.43875,  0.11235,  0.65945,  0.0208,  0.4116,  0.0208,  0.4116
1956, 2194,  3.92714,  2.19881,  1.35111, -0.40415,  0.49902,  0.47712,  0.0238,  0.4274,  0.0238,  0.4274
1957, 2195,  4.05018,  2.21229,  1.39334, -0.16683,  0.4642,  0.62983,  0.0128,  0.4322,  0.0128,  0.4322
1958, 2193,  4.05352,  2.29955,  1.27014, -0.15836,  0.72663,  0.29483,  0.0274,  0.4463,  0.0274,  0.4463
1959, 465, -0.77931, -2.5673, -2.88471, -0.62211, -0.19882,  0.46201,  0.1347,  0.814,  0.1347,  0.814
1960, 464, -0.76946, -2.60276, -2.93085, -0.53906, -0.57435, -0.13975,  0.1372,  0.8108,  0.1372,  0.8108
1961, 462, -0.53901, -2.60203, -2.89,  0.08527, -0.69064,  0.39465,  0.1495,  0.82,  0.1495,  0.82
1962, 465, -0.77931, -2.5673, -2.88471, -0.62211, -0.19882,  0.46201,  0.1347,  0.814,  0.1347,  0.814
1963, 462, -0.53901, -2.60203, -2.89,  0.08527, -0.69064,  0.39465,  0.1495,  0.82,  0.1495,  0.82
1964, 466, -0.72808, -2.50813, -2.83528, -0.02861, -0.76854,  0.2203,  0.1356,  0.8205,  0.1356,  0.8205
1965, 466, -0.72808, -2.50813, -2.83528, -0.02861, -0.76854,  0.2203,  0.1356,  0.8205,  0.1356,  0.8205
1966, 462, -0.53901, -2.60203, -2.89,  0.08527, -0.69064,  0.39465,  0.1495,  0.82,  0.1495,  0.82
1967, 457, -0.35323, -2.42236, -2.72019,  0.15495, -0.72528,  0.29993,  0.154,  0.841,  0.154,  0.841
1968, 467, -1.01149, -2.53061, -2.65685,  0.09901, -0.6481,  0.45843,  0.1138,  0.8216,  0.1138,  0.8216
1969, 466, -0.72808, -2.50813, -2.83528, -0.02861, -0.76854,  0.2203,  0.1356,  0.8205,  0.1356,  0.8205
1970, 457, -0.35323, -2.42236, -2.72019,  0.15495, -0.72528,  0.29993,  0.154,  0.841,  0.154,  0.841
1971, 467, -1.01149, -2.53061, -2.65685,  0.09901, -0.6481,  0.45843,  0.1138,  0.8216,  0.1138,  0.8216
1972, 468, -0.89014, -2.59064, -2.87986,  0.29132, -0.74506,  0.00365,  0.1274,  0.8112,  0.1274,  0.8112
1973, 466, -0.72808, -2.50813, -2.83528, -0.02861, -0.76854,  0.2203,  0.1356,  0.8205,  0.1356,  0.8205
1974, 2192,  3.84252,  2.17764,  1.25367, -0.66624,  0.36604,  0.24927,  0.035,  0.4251,  0.035,  0.4251
1975, 2194,  3.92714,  2.19881,  1.35111, -0.40415,  0.49902,  0.47712,  0.0238,  0.4274,  0.0238,  0.4274
1976, 2191,  3.93362,  2.27955,  1.18951, -0.41351,  0.67615,  0.10879,  0.039,  0.4386,  0.039,  0.4386
1977, 457, -0.35323, -2.42236, -2.72019,  0.15495, -0.72528,  0.29993,  0.154,  0.841,  0.154,  0.841
1978, 450, -0.38142, -2.15324, -2.18848, -0.15464, -0.77481,  0.12553,  0.136,  0.8816,  0.136,  0.8816
1979, 467, -1.01149, -2.53061, -2.65685,  0.09901, -0.6481,  0.45843,  0.1138,  0.8216,  0.1138,  0.8216
1980, 469, -0.97835, -2.26368, -2.32494,  0.00794, -0.68145,  0.419,  0.1049,  0.8492,  0.1049,  0.8492
1981, 467, -1.01149, -2.53061, -2.65685,  0.09901, -0.6481,  0.45843,  0.1138,  0.8216,  0.1138,  0.8216
1982, 450, -0.38142, -2.15324, -2.18848, -0.15464, -0.77481,  0.12553,  0.136,  0.8816,  0.136,  0.8816
1983, 2194,  3.92714,  2.19881,  1.35111, -0.40415,  0.49902,  0.47712,  0.0238,  0.4274,  0.0238,  0.4274
1984, 2193,  4.05352,  2.29955,  1.27014, -0.15836,  0.72663,  0.29483,  0.0274,  0.4463,  0.0274,  0.4463
1985, 2191,  3.93362,  2.27955,  1.18951, -0.41351,  0.67615,  0.10879,  0.039,  0.4386,  0.039,  0.4386
1986, 453, -1.28977, -2.14051, -2.16097,  0.02529, -0.55857,  0.57215,  0.0808,  0.8534,  0.0808,  0.8534
1987, 469, -0.97835, -2.26368, -2.32494,  0.00794, -0.68145,  0.419,  0.1049,  0.8492,  0.1049,  0.8492
1988, 450, -0.38142, -2.15324, -2.18848, -0.15464, -0.77481,  0.12553,  0.136,  0.8816,  0.136,  0.8816
1989, 467, -1.01149, -2.53061, -2.65685,  0.09901, -0.6481,  0.45843,  0.1138,  0.8216,  0.1138,  0.8216
1990, 470, -1.21464, -2.64781, -2.79248,  0.05177, -0.73371,  0.31463,  0.106,  0.8058,  0.106,  0.8058
1991, 468, -0.89014, -2.59064, -2.87986,  0.29132, -0.74506,  0.00365,  0.1274,  0.8112,  0.1274,  0.8112
1992, 471, -1.07939, -2.63319, -2.87624,  0.08421, -0.6218, -0.49626,  0.1162,  0.8052,  0.1162,  0.8052
1993, 468, -0.89014, -2.59064, -2.87986,  0.29132, -0.74506,  0.00365,  0.1274,  0.8112,  0.1274,  0.8112
1994, 470, -1.21464, -2.64781, -2.79248,  0.05177, -0.73371,  0.31463,  0.106,  0.8058,  0.106,  0.8058
1995, 2193,  4.05352,  2.29955,  1.27014, -0.15836,  0.72663,  0.29483,  0.0274,  0.4463,  0.0274,  0.4463
1996, 2183,  4.06334,  2.31369,  1.1201, -0.11321,  0.7792, -0.14153,  0.0465,  0.4516,  0.0465,  0.4516
1997, 2191,  3.93362,  2.27955,  1.18951, -0.41351,  0.67615,  0.10879,  0.039,  0.4386,  0.039,  0.4386
1998, 471, -1.07939, -2.63319, -2.87624,  0.08421, -0.6218, -0.49626,  0.1162,  0.8052,  0.1162,  0.8052
1999, 470, -1.21464, -2.64781, -2.79248,  0.05177, -0.73371,  0.31463,  0.106,  0.8058,  0.106,  0.8058
2000, 472, -1.25611, -2.63657, -2.8275, -0.31325, -0.5768, -0.45736,  0.1044,  0.8027,  0.1044,  0.8027
2001, 472, -1.25611, -2.63657, -2.8275, -0.31325, -0.5768, -0.45736,  0.1044,  0.8027,  0.1044,  0.8027
2002, 470, -1.21464, -2.64781, -2.79248,  0.05177, -0.73371,  0.31463,  0.106,  0.8058,  0.106,  0.8058
2003, 473, -1.36394, -2.60492, -2.75574, -0.63482, -0.48224, -0.0667,  0.0957,  0.805,  0.0957,  0.805
2004, 2190,  3.81897,  2.15447,  1.12712, -0.70639,  0.35981, -0.10744,  0.0465,  0.4243,  0.0465,  0.4243
2005, 2192,  3.84252,  2.17764,  1.25367, -0.66624,  0.36604,  0.24927,  0.035,  0.4251,  0.035,  0.4251
2006, 2191,  3.93362,  2.27955,  1.18951, -0.41351,  0.67615,  0.10879,  0.039,  0.4386,  0.039,  0.4386
2007, 470, -1.21464, -2.64781, -2.79248,  0.05177, -0.73371,  0.31463,  0.106,  0.8058,  0.106,  0.8058
2008, 474, -1.39822, -2.53828, -2.66668, -0.3058, -0.50846,  0.53661,  0.0908,  0.8108,  0.0908,  0.8108
2009, 473, -1.36394, -2.60492, -2.75574, -0.63482, -0.48224, -0.0667,  0.0957,  0.805,  0.0957,  0.805
2010, 467, -1.01149, -2.53061, -2.65685,  0.09901, -0.6481,  0.45843,  0.1138,  0.8216,  0.1138,  0.8216
2011, 474, -1.39822, -2.53828, -2.66668, -0.3058, -0.50846,  0.53661,  0.0908,  0.8108,  0.0908,  0.8108
2012, 470, -1.21464, -2.64781, -2.79248,  0.05177, -0.73371,  0.31463,  0.106,  0.8058,  0.106,  0.8058
2013, 467, -1.01149, -2.53061, -2.65685,  0.09901, -0.6481,  0.45843,  0.1138,  0.8216,  0.1138,  0.8216
2014, 475, -1.32017, -2.41623, -2.56317,  0.03871, -0.73232,  0.3197,  0.0917,  0.8223,  0.0917,  0.8223
2015, 474, -1.39822, -2.53828, -2.66668, -0.3058, -0.50846,  0.53661,  0.0908,  0.8108,  0.0908,  0.8108
2016, 475, -1.32017, -2.41623, -2.56317,  0.03871, -0.73232,  0.3197,  0.0917,  0.8223,  0.0917,  0.8223
2017, 467, -1.01149, -2.53061, -2.65685,  0.09901, -0.6481,  0.45843,  0.1138,  0.8216,  0.1138,  0.8216
2018, 469, -0.97835, -2.26368, -2.32494,  0.00794, -0.68145,  0.419,  0.1049,  0.8492,  0.1049,  0.8492
2019, 475, -1.32017, -2.41623, -2.56317,  0.03871, -0.73232,  0.3197,  0.0917,  0.8223,  0.0917,  0.8223
2020, 469, -0.97835, -2.26368, -2.32494,  0.00794, -0.68145,  0.419,  0.1049,  0.8492,  0.1049,  0.8492
2021, 476, -1.58829, -2.51263, -2.51891,  0.13489, -0.65108,  0.44486,  0.0748,  0.8147,  0.0748,  0.8147
2022, 469, -0.97835, -2.26368, -2.32494,  0.00794, -0.68145,  0.419,  0.1049,  0.8492,  0.1049,  0.8492
2023, 453, -1.28977, -2.14051, -2.16097,  0.02529, -0.55857,  0.57215,  0.0808,  0.8534,  0.0808,  0.8534
2024, 476, -1.58829, -2.51263, -2.51891,  0.13489, -0.65108,  0.44486,  0.0748,  0.8147,  0.0748,  0.8147
2025, 476, -1.58829, -2.51263, -2.51891,  0.13489, -0.65108,  0.44486,  0.0748,  0.8147,  0.0748,  0.8147
2026, 477, -1.4066, -2.49008, -2.6104,  0.41109, -0.61511, -0.30438,  0.088,  0.8155,  0.088,  0.8155
2027, 475, -1.32017, -2.41623, -2.56317,  0.03871, -0.73232,  0.3197,  0.0917,  0.8223,  0.0917,  0.8223
2028, 2187,  3.78725,  2.00849,  1.1493, -0.79537, -0.03383, -0.07902,  0.0465,  0.4116,  0.0465,  0.4116
2029, 2192,  3.84252,  2.17764,  1.25367, -0.66624,  0.36604,  0.24927,  0.035,  0.4251,  0.035,  0.4251
2030, 2190,  3.81897,  2.15447,  1.12712, -0.70639,  0.35981, -0.10744,  0.0465,  0.4243,  0.0465,  0.4243
2031, 476, -1.58829, -2.51263, -2.51891,  0.13489, -0.65108,  0.44486,  0.0748,  0.8147,  0.0748,  0.8147
2032, 453, -1.28977, -2.14051, -2.16097,  0.02529, -0.55857,  0.57215,  0.0808,  0.8534,  0.0808,  0.8534
2033, 460, -2.09226, -2.39247, -2.19746,  0.12226, -0.55145,  0.56653,  0.036,  0.8208,  0.036,  0.8208
2034, 2190,  3.81897,  2.15447,  1.12712, -0.70639,  0.35981, -0.10744,  0.0465,  0.4243,  0.0465,  0.4243
2035, 2191,  3.93362,  2.27955,  1.18951, -0.41351,  0.67615,  0.10879,  0.039,  0.4386,  0.039,  0.4386
2036, 2184,  3.92003,  2.26617,  1.11643, -0.44688,  0.6157, -0.2474,  0.0465,  0.4377,  0.0465,  0.4377
2037, 2191,  3.93362,  2.27955,  1.18951, -0.41351,  0.67615,  0.10879,  0.039,  0.4386,  0.039,  0.4386
2038, 2183,  4.06334,  2.31369,  1.1201, -0.11321,  0.7792, -0.14153,  0.0465,  0.4516,  0.0465,  0.4516
2039, 2184,  3.92003,  2.26617,  1.11643, -0.44688,  0.6157, -0.2474,  0.0465,  0.4377,  0.0465,  0.4377
2040, 477, -1.4066, -2.49008, -2.6104,  0.41109, -0.61511, -0.30438,  0.088,  0.8155,  0.088,  0.8155
2041, 476, -1.58829, -2.51263, -2.51891,  0.13489, -0.65108,  0.44486,  0.0748,  0.8147,  0.0748,  0.8147
2042, 478, -1.52844, -2.52449, -2.61243,  0.0521, -0.65568, -0.45538,  0.081,  0.8111,  0.081,  0.8111
2043, 478, -1.52844, -2.52449, -2.61243,  0.0521, -0.65568, -0.45538,  0.081,  0.8111,  0.081,  0.8111
2044, 476, -1.58829, -2.51263, -2.51891,  0.13489, -0.65108,  0.44486,  0.0748,  0.8147,  0.0748,  0.8147
2045, 479, -1.681, -2.51605, -2.5578, -0.33667, -0.64979, -0.32314,  0.0705,  0.8099,  0.0705,  0.8099
2046, 2185,  3.86284,  2.1355,  1.00538, -0.60208,  0.26432, -0.45566,  0.0579,  0.4251,  0.0579,  0.4251
2047, 2187,  3.78725,  2.00849,  1.1493, -0.79537, -0.03383, -0.07902,  0.0465,  0.4116,  0.0465,  0.4116
2048, 2190,  3.81897,  2.15447,  1.12712, -0.70639,  0.35981, -0.10744,  0.0465,  0.4243,  0.0465,  0.4243
2049, 480, -1.78329, -2.4629, -2.47021, -0.40942, -0.57555, -0.37565,  0.0616,  0.8128,  0.0616,  0.8128
2050, 479, -1.681, -2.51605, -2.5578, -0.33667, -0.64979, -0.32314,  0.0705,  0.8099,  0.0705,  0.8099
2051, 476, -1.58829, -2.51263, -2.51891,  0.13489, -0.65108,  0.44486,  0.0748,  0.8147,  0.0748,  0.8147
2052, 481, -1.98467, -2.44673, -2.39412,  0.01937, -0.79725,  0.0634,  0.0477,  0.812,  0.0477,  0.812
2053, 480, -1.78329, -2.4629, -2.47021, -0.40942, -0.57555, -0.37565,  0.0616,  0.8128,  0.0616,  0.8128
2054, 476, -1.58829, -2.51263, -2.51891,  0.13489, -0.65108,  0.44486,  0.0748,  0.8147,  0.0748,  0.8147
2055, 460, -2.09226, -2.39247, -2.19746,  0.12226, -0.55145,  0.56653,  0.036,  0.8208,  0.036,  0.8208
2056, 481, -1.98467, -2.44673, -2.39412,  0.01937, -0.79725,  0.0634,  0.0477,  0.812,  0.0477,  0.812
2057, 476, -1.58829, -2.51263, -2.51891,  0.13489, -0.65108,  0.44486,  0.0748,  0.8147,  0.0748,  0.8147
2058, 481, -1.98467, -2.44673, -2.39412,  0.01937, -0.79725,  0.0634,  0.0477,  0.812,  0.0477,  0.812
2059, 460, -2.09226, -2.39247, -2.19746,  0.12226, -0.55145,  0.56653,  0.036,  0.8208,  0.036,  0.8208
2060, 482, -2.52991, -2.50358, -2.2433,  0.03894, -0.66417,  0.44425,  0.0116,  0.8053,  0.0116,  0.8053
2061, 481, -1.98467, -2.44673, -2.39412,  0.01937, -0.79725,  0.0634,  0.0477,  0.812,  0.0477,  0.812
2062, 482, -2.52991, -2.50358, -2.2433,  0.03894, -0.66417,  0.44425,  0.0116,  0.8053,  0.0116,  0.8053
2063, 483, -2.38304, -2.5264, -2.36151,  0.06652, -0.77136, -0.20144,  0.0233,  0.8015,  0.0233,  0.8015
2064, 461, -2.50046, -2.36262, -2.16018, -0.14522, -0.17559,  0.76686,  0.0096,  0.8158,  0.0096,  0.8158
2065, 482, -2.52991, -2.50358, -2.2433,  0.03894, -0.66417,  0.44425,  0.0116,  0.8053,  0.0116,  0.8053
2066, 460, -2.09226, -2.39247, -2.19746,  0.12226, -0.55145,  0.56653,  0.036,  0.8208,  0.036,  0.8208
2067, 484, -2.49858, -2.52445, -2.3252, -0.28234, -0.60832, -0.43616,  0.0152,  0.8008,  0.0152,  0.8008
2068, 483, -2.38304, -2.5264, -2.36151,  0.06652, -0.77136, -0.20144,  0.0233,  0.8015,  0.0233,  0.8015
2069, 482, -2.52991, -2.50358, -2.2433,  0.03894, -0.66417,  0.44425,  0.0116,  0.8053,  0.0116,  0.8053
2070, 2185,  3.86284,  2.1355,  1.00538, -0.60208,  0.26432, -0.45566,  0.0579,  0.4251,  0.0579,  0.4251
2071, 2190,  3.81897,  2.15447,  1.12712, -0.70639,  0.35981, -0.10744,  0.0465,  0.4243,  0.0465,  0.4243
2072, 2184,  3.92003,  2.26617,  1.11643, -0.44688,  0.6157, -0.2474,  0.0465,  0.4377,  0.0465,  0.4377
2073, 2188,  3.83331,  1.8674,  1.17703, -0.68268, -0.41385,  0.05169,  0.0465,  0.3989,  0.0465,  0.3989
2074, 2176,  3.94487,  1.76895,  1.20287, -0.38101, -0.70321, -0.01813,  0.0465,  0.3855,  0.0465,  0.3855
2075, 2189,  3.95846,  1.78233,  1.27595, -0.34794, -0.63668,  0.33701,  0.039,  0.3846,  0.039,  0.3846
2076, 461, -2.50046, -2.36262, -2.16018, -0.14522, -0.17559,  0.76686,  0.0096,  0.8158,  0.0096,  0.8158
2077, 485, -2.57229, -2.42245, -2.19704, -0.62371,  0.07529,  0.4953,  0.0067,  0.8097,  0.0067,  0.8097
2078, 482, -2.52991, -2.50358, -2.2433,  0.03894, -0.66417,  0.44425,  0.0116,  0.8053,  0.0116,  0.8053
2079, 484, -2.49858, -2.52445, -2.3252, -0.28234, -0.60832, -0.43616,  0.0152,  0.8008,  0.0152,  0.8008
2080, 482, -2.52991, -2.50358, -2.2433,  0.03894, -0.66417,  0.44425,  0.0116,  0.8053,  0.0116,  0.8053
2081, 486, -2.57526, -2.48331, -2.25838, -0.72767, -0.32662, -0.0618,  0.0086,  0.804,  0.0086,  0.804
2082, 486, -2.57526, -2.48331, -2.25838, -0.72767, -0.32662, -0.0618,  0.0086,  0.804,  0.0086,  0.804
2083, 482, -2.52991, -2.50358, -2.2433,  0.03894, -0.66417,  0.44425,  0.0116,  0.8053,  0.0116,  0.8053
2084, 485, -2.57229, -2.42245, -2.19704, -0.62371,  0.07529,  0.4953,  0.0067,  0.8097,  0.0067,  0.8097
2085, 487, -3.2119, -1.00957, -0.8301, -0.51469, -0.37476,  0.48441,  0.4675,  0.9849,  0.4675,  0.9849
2086, 488, -3.28781, -0.86399, -0.90218, -0.77461, -0.11545, -0.16323,  0.452,  0.9865,  0.452,  0.9865
2087, 489, -3.43272, -0.92442, -1.09774, -0.54877, -0.11116,  0.57139,  0.4488,  0.9659,  0.4488,  0.9659
2088, 487, -3.2119, -1.00957, -0.8301, -0.51469, -0.37476,  0.48441,  0.4675,  0.9849,  0.4675,  0.9849
2089, 489, -3.43272, -0.92442, -1.09774, -0.54877, -0.11116,  0.57139,  0.4488,  0.9659,  0.4488,  0.9659
2090, 490, -3.35105, -1.09025, -1.10942, -0.36158, -0.44573,  0.5573,  0.4634,  0.9595,  0.4634,  0.9595
2091, 490, -3.35105, -1.09025, -1.10942, -0.36158, -0.44573,  0.5573,  0.4634,  0.9595,  0.4634,  0.9595
2092, 489, -3.43272, -0.92442, -1.09774, -0.54877, -0.11116,  0.57139,  0.4488,  0.9659,  0.4488,  0.9659
2093, 491, -3.80917, -1.11275, -1.39582, -0.36228, -0.21367,  0.68051,  0.4317,  0.9262,  0.4317,  0.9262
2094, 492, -3.16711, -1.24597, -1.16408, -0.13935, -0.68081,  0.39633,  0.484,  0.9542,  0.484,  0.9542
2095, 487, -3.2119, -1.00957, -0.8301, -0.51469, -0.37476,  0.48441,  0.4675,  0.9849,  0.4675,  0.9849
2096, 490, -3.35105, -1.09025, -1.10942, -0.36158, -0.44573,  0.5573,  0.4634,  0.9595,  0.4634,  0.9595
2097, 492, -3.16711, -1.24597, -1.16408, -0.13935, -0.68081,  0.39633,  0.484,  0.9542,  0.484,  0.9542
2098, 493, -3.02912, -1.13692, -0.78547, -0.26268, -0.61843,  0.43422,  0.4875,  0.9868,  0.4875,  0.9868
2099, 487, -3.2119, -1.00957, -0.8301, -0.51469, -0.37476,  0.48441,  0.4675,  0.9849,  0.4675,  0.9849
2100, 492, -3.16711, -1.24597, -1.16408, -0.13935, -0.68081,  0.39633,  0.484,  0.9542,  0.484,  0.9542
2101, 494, -2.91363, -1.13246, -0.81072,  0.25605, -0.68946,  0.31477,  0.498,  0.9886,  0.498,  0.9886
2102, 493, -3.02912, -1.13692, -0.78547, -0.26268, -0.61843,  0.43422,  0.4875,  0.9868,  0.4875,  0.9868
2103, 490, -3.35105, -1.09025, -1.10942, -0.36158, -0.44573,  0.5573,  0.4634,  0.9595,  0.4634,  0.9595
2104, 491, -3.80917, -1.11275, -1.39582, -0.36228, -0.21367,  0.68051,  0.4317,  0.9262,  0.4317,  0.9262
2105, 495, -3.65655, -1.23222, -1.41646, -0.17216, -0.52868,  0.5752,  0.4476,  0.9214,  0.4476,  0.9214
2106, 495, -3.65655, -1.23222, -1.41646, -0.17216, -0.52868,  0.5752,  0.4476,  0.9214,  0.4476,  0.9214
2107, 492, -3.16711, -1.24597, -1.16408, -0.13935, -0.68081,  0.39633,  0.484,  0.9542,  0.484,  0.9542
2108, 490, -3.35105, -1.09025, -1.10942, -0.36158, -0.44573,  0.5573,  0.4634,  0.9595,  0.4634,  0.9595
2109, 495, -3.65655, -1.23222, -1.41646, -0.17216, -0.52868,  0.5752,  0.4476,  0.9214,  0.4476,  0.9214
2110, 496, -3.3731, -1.33556, -1.49322,  0.04843, -0.71859,  0.34825,  0.4739,  0.9174,  0.4739,  0.9174
2111, 492, -3.16711, -1.24597, -1.16408, -0.13935, -0.68081,  0.39633,  0.484,  0.9542,  0.484,  0.9542
2112, 495, -3.65655, -1.23222, -1.41646, -0.17216, -0.52868,  0.5752,  0.4476,  0.9214,  0.4476,  0.9214
2113, 497, -3.95563, -1.36945, -1.64772,  0.0003, -0.62157,  0.50363,  0.4281,  0.8901,  0.4281,  0.8901
2114, 496, -3.3731, -1.33556, -1.49322,  0.04843, -0.71859,  0.34825,  0.4739,  0.9174,  0.4739,  0.9174
2115, 495, -3.65655, -1.23222, -1.41646, -0.17216, -0.52868,  0.5752,  0.4476,  0.9214,  0.4476,  0.9214
2116, 491, -3.80917, -1.11275, -1.39582, -0.36228, -0.21367,  0.68051,  0.4317,  0.9262,  0.4317,  0.9262
2117, 498, -4.13009, -1.28356, -1.61579, -0.21283, -0.27921,  0.71885,  0.4114,  0.8937,  0.4114,  0.8937
2118, 495, -3.65655, -1.23222, -1.41646, -0.17216, -0.52868,  0.5752,  0.4476,  0.9214,  0.4476,  0.9214
2119, 498, -4.13009, -1.28356, -1.61579, -0.21283, -0.27921,  0.71885,  0.4114,  0.8937,  0.4114,  0.8937
2120, 497, -3.95563, -1.36945, -1.64772,  0.0003, -0.62157,  0.50363,  0.4281,  0.8901,  0.4281,  0.8901
2121, 499, -4.62983, -1.46172, -1.72095, -0.15151, -0.25119,  0.74428,  0.374,  0.8646,  0.374,  0.8646
2122, 497, -3.95563, -1.36945, -1.64772,  0.0003, -0.62157,  0.50363,  0.4281,  0.8901,  0.4281,  0.8901
2123, 498, -4.13009, -1.28356, -1.61579, -0.21283, -0.27921,  0.71885,  0.4114,  0.8937,  0.4114,  0.8937
2124, 492, -3.16711, -1.24597, -1.16408, -0.13935, -0.68081,  0.39633,  0.484,  0.9542,  0.484,  0.9542
2125, 500, -2.97924, -1.24056, -1.23874,  0.19353, -0.75165,  0.19385,  0.5014,  0.9529,  0.5014,  0.9529
