VTX, IDX, _input0.x, _input0.y, _input0.z, _input1.x, _input1.y, _input1.z, _input2.x, _input2.y, _input3.x, _input3.y
0, 0,  3.13262,  1.68712, -1.23779, -0.65588,  0.08392,  0.4503,  0.7036,  0.4571,  0.7036,  0.4571
1, 1,  3.11757,  2.17786, -1.35117, -0.65588,  0.08392,  0.4503,  0.6653,  0.4562,  0.6653,  0.4562
2, 2,  3.00548,  2.1029, -1.50047, -0.65588,  0.08392,  0.4503,  0.669,  0.4399,  0.669,  0.4399
3, 3,  3.13262,  1.68712, -1.23779, -0.71735,  0.00436,  0.35411,  0.7036,  0.4571,  0.7036,  0.4571
4, 4,  3.00548,  2.1029, -1.50047, -0.71735,  0.00436,  0.35411,  0.669,  0.4399,  0.669,  0.4399
5, 5,  2.94314,  1.95772, -1.62498, -0.71735,  0.00436,  0.35411,  0.6794,  0.4269,  0.6794,  0.4269
6, 6,  3.13262,  1.68712, -1.23779, -0.73967, -0.11282,  0.28313,  0.7036,  0.4571,  0.7036,  0.4571
7, 7,  2.94314,  1.95772, -1.62498, -0.73967, -0.11282,  0.28313,  0.6794,  0.4269,  0.6794,  0.4269
8, 8,  2.94285,  1.7711, -1.7001, -0.73967, -0.11282,  0.28313,  0.6944,  0.4197,  0.6944,  0.4197
9, 9,  3.13262,  1.68712, -1.23779, -0.71869, -0.24672,  0.25021,  0.7036,  0.4571,  0.7036,  0.4571
10, 10,  2.94285,  1.7711, -1.7001, -0.71869, -0.24672,  0.25021,  0.6944,  0.4197,  0.6944,  0.4197
11, 11,  3.0047,  1.57999, -1.71089, -0.71869, -0.24672,  0.25021,  0.711,  0.4197,  0.711,  0.4197
12, 12,  3.13262,  1.68712, -1.23779, -0.65734, -0.37303,  0.26221,  0.7036,  0.4571,  0.7036,  0.4571
13, 13,  3.0047,  1.57999, -1.71089, -0.65734, -0.37303,  0.26221,  0.711,  0.4197,  0.711,  0.4197
14, 14,  3.11643,  1.42221, -1.65526, -0.65734, -0.37303,  0.26221,  0.726,  0.4269,  0.726,  0.4269
15, 15,  3.13262,  1.68712, -1.23779, -0.56575, -0.4674,  0.31854,  0.7036,  0.4571,  0.7036,  0.4571
16, 16,  3.11643,  1.42221, -1.65526, -0.56575, -0.4674,  0.31854,  0.726,  0.4269,  0.726,  0.4269
17, 17,  3.25592,  1.32906, -1.54418, -0.56575, -0.4674,  0.31854,  0.7364,  0.4399,  0.7364,  0.4399
18, 18,  3.13262,  1.68712, -1.23779, -0.46092, -0.50946,  0.40988,  0.7036,  0.4571,  0.7036,  0.4571
19, 19,  3.25592,  1.32906, -1.54418, -0.46092, -0.50946,  0.40988,  0.7364,  0.4399,  0.7364,  0.4399
20, 20,  3.39555,  1.31898, -1.3997, -0.46092, -0.50946,  0.40988,  0.7402,  0.4561,  0.7402,  0.4561
21, 21,  3.13262,  1.68712, -1.23779, -0.36427, -0.48822,  0.5186,  0.7036,  0.4571,  0.7036,  0.4571
22, 22,  3.39555,  1.31898, -1.3997, -0.36427, -0.48822,  0.5186,  0.7402,  0.4561,  0.7402,  0.4561
23, 23,  3.50764,  1.39391, -1.25042, -0.36427, -0.48822,  0.5186,  0.7365,  0.4724,  0.7365,  0.4724
24, 24,  3.13262,  1.68712, -1.23779, -0.29662, -0.4062,  0.62211,  0.7036,  0.4571,  0.7036,  0.4571
25, 25,  3.50764,  1.39391, -1.25042, -0.29662, -0.4062,  0.62211,  0.7365,  0.4724,  0.7365,  0.4724
26, 26,  3.56998,  1.53909, -1.1259, -0.29662, -0.4062,  0.62211,  0.7261,  0.4854,  0.7261,  0.4854
27, 27,  3.13262,  1.68712, -1.23779, -0.27337, -0.28034,  0.69762,  0.7036,  0.4571,  0.7036,  0.4571
28, 28,  3.56998,  1.53909, -1.1259, -0.27337, -0.28034,  0.69762,  0.7261,  0.4854,  0.7261,  0.4854
29, 29,  3.57027,  1.72572, -1.05079, -0.27337, -0.28034,  0.69762,  0.711,  0.4927,  0.711,  0.4927
30, 30,  3.13262,  1.68712, -1.23779, -0.29928, -0.13804,  0.72895,  0.7036,  0.4571,  0.7036,  0.4571
31, 31,  3.57027,  1.72572, -1.05079, -0.29928, -0.13804,  0.72895,  0.711,  0.4927,  0.711,  0.4927
32, 32,  3.50842,  1.91683, -1.03999, -0.29928, -0.13804,  0.72895,  0.6944,  0.4927,  0.6944,  0.4927
33, 33,  3.13262,  1.68712, -1.23779, -0.36781, -0.00998,  0.71036,  0.7036,  0.4571,  0.7036,  0.4571
34, 34,  3.50842,  1.91683, -1.03999, -0.36781, -0.00998,  0.71036,  0.6944,  0.4927,  0.6944,  0.4927
35, 35,  3.39669,  2.0746, -1.09563, -0.36781, -0.00998,  0.71036,  0.6794,  0.4854,  0.6794,  0.4854
36, 36,  3.13262,  1.68712, -1.23779, -0.46326,  0.07817,  0.64751,  0.7036,  0.4571,  0.7036,  0.4571
37, 37,  3.39669,  2.0746, -1.09563, -0.46326,  0.07817,  0.64751,  0.6794,  0.4854,  0.6794,  0.4854
38, 38,  3.2572,  2.16775, -1.20668, -0.46326,  0.07817,  0.64751,  0.669,  0.4724,  0.669,  0.4724
39, 39,  3.13262,  1.68712, -1.23779, -0.56586,  0.11078,  0.55455,  0.7036,  0.4571,  0.7036,  0.4571
40, 40,  3.2572,  2.16775, -1.20668, -0.56586,  0.11078,  0.55455,  0.669,  0.4724,  0.669,  0.4724
41, 41,  3.11757,  2.17786, -1.35117, -0.56586,  0.11078,  0.55455,  0.6653,  0.4562,  0.6653,  0.4562
42, 42,  3.20213,  2.78001, -0.64646, -0.34808, -0.09788, -0.71362,  0.7079,  0.0414,  0.7079,  0.0414
43, 43,  3.06579,  2.88872, -0.72625, -0.17144,  0.06861, -0.7784,  0.6834,  0.0224,  0.6834,  0.0224
44, 44,  3.50849,  2.77201, -0.80607,  0.24443,  0.10737, -0.75414,  0.7583,  0.0176,  0.7583,  0.0176
45, 45,  1.95785,  1.47398, -2.07597, -0.17658,  0.04165,  0.77916,  0.6726,  0.8973,  0.6726,  0.8973
46, 46,  1.95682,  1.79175, -2.09318, -0.17658,  0.04165,  0.77916,  0.6619,  0.9003,  0.6619,  0.9003
47, 47,  1.83279,  1.84389, -2.12407, -0.17658,  0.04165,  0.77916,  0.6589,  0.8966,  0.6589,  0.8966
48, 48,  2.90145,  2.16652,  1.58644, -0.57395, -0.08598, -0.55062,  0.7036,  0.4571,  0.7036,  0.4571
49, 49,  2.74559,  2.64187,  1.67468, -0.57395, -0.08598, -0.55062,  0.669,  0.4399,  0.669,  0.4399
50, 50,  2.88184,  2.66672,  1.52877, -0.57395, -0.08598, -0.55062,  0.6653,  0.4562,  0.6653,  0.4562
51, 51,  2.90145,  2.16652,  1.58644, -0.65197, -0.13123, -0.44465,  0.7036,  0.4571,  0.7036,  0.4571
52, 52,  2.66047,  2.54392,  1.8284, -0.65197, -0.13123, -0.44465,  0.6794,  0.4269,  0.6794,  0.4269
53, 53,  2.74559,  2.64187,  1.67468, -0.65197, -0.13123, -0.44465,  0.669,  0.4399,  0.669,  0.4399
54, 54,  2.90145,  2.16652,  1.58644, -0.68836, -0.21921, -0.34366,  0.7036,  0.4571,  0.7036,  0.4571
55, 55,  2.6433,  2.3923,  1.9595, -0.68836, -0.21921, -0.34366,  0.6944,  0.4197,  0.6944,  0.4197
56, 56,  2.66047,  2.54392,  1.8284, -0.68836, -0.21921, -0.34366,  0.6794,  0.4269,  0.6794,  0.4269
57, 57,  2.90145,  2.16652,  1.58644, -0.67646, -0.33431, -0.26578,  0.7036,  0.4571,  0.7036,  0.4571
58, 58,  2.69751,  2.21702,  2.04199, -0.67646, -0.33431, -0.26578,  0.711,  0.4197,  0.711,  0.4197
59, 59,  2.6433,  2.3923,  1.9595, -0.67646, -0.33431, -0.26578,  0.6944,  0.4197,  0.6944,  0.4197
60, 60,  2.90145,  2.16652,  1.58644, -0.6174, -0.45587, -0.22584,  0.7036,  0.4571,  0.7036,  0.4571
61, 61,  2.81236,  2.05278,  2.05956, -0.6174, -0.45587, -0.22584,  0.726,  0.4269,  0.726,  0.4269
62, 62,  2.69751,  2.21702,  2.04199, -0.6174, -0.45587, -0.22584,  0.711,  0.4197,  0.711,  0.4197
63, 63,  2.90145,  2.16652,  1.58644, -0.52061, -0.561, -0.2329,  0.7036,  0.4571,  0.7036,  0.4571
64, 64,  2.96511,  1.93215,  2.00869, -0.52061, -0.561, -0.2329,  0.7364,  0.4399,  0.7364,  0.4399
65, 65,  2.81236,  2.05278,  2.05956, -0.52061, -0.561, -0.2329,  0.726,  0.4269,  0.726,  0.4269
66, 66,  2.90145,  2.16652,  1.58644, -0.40383, -0.62785, -0.28761,  0.7036,  0.4571,  0.7036,  0.4571
67, 67,  3.1255,  1.879,  1.8995, -0.40383, -0.62785, -0.28761,  0.7402,  0.4561,  0.7402,  0.4561
68, 68,  2.96511,  1.93215,  2.00869, -0.40383, -0.62785, -0.28761,  0.7364,  0.4399,  0.7364,  0.4399
69, 69,  2.90145,  2.16652,  1.58644, -0.29067, -0.64085, -0.38056,  0.7036,  0.4571,  0.7036,  0.4571
70, 70,  3.26175,  1.90383,  1.75362, -0.29067, -0.64085, -0.38056,  0.7365,  0.4724,  0.7365,  0.4724
71, 71,  3.1255,  1.879,  1.8995, -0.29067, -0.64085, -0.38056,  0.7402,  0.4561,  0.7402,  0.4561
72, 72,  2.90145,  2.16652,  1.58644, -0.20534, -0.59551, -0.49315,  0.7036,  0.4571,  0.7036,  0.4571
73, 73,  3.34687,  2.00178,  1.5999, -0.20534, -0.59551, -0.49315,  0.7261,  0.4854,  0.7261,  0.4854
74, 74,  3.26175,  1.90383,  1.75362, -0.20534, -0.59551, -0.49315,  0.7365,  0.4724,  0.7365,  0.4724
75, 75,  2.90145,  2.16652,  1.58644, -0.16707, -0.50079, -0.60108,  0.7036,  0.4571,  0.7036,  0.4571
76, 76,  3.36404,  2.15341,  1.4688, -0.16707, -0.50079, -0.60108,  0.711,  0.4927,  0.711,  0.4927
77, 77,  3.34687,  2.00178,  1.5999, -0.16707, -0.50079, -0.60108,  0.7261,  0.4854,  0.7261,  0.4854
78, 78,  2.90145,  2.16652,  1.58644, -0.18388, -0.37737, -0.68101,  0.7036,  0.4571,  0.7036,  0.4571
79, 79,  3.30982,  2.32868,  1.38631, -0.18388, -0.37737, -0.68101,  0.6944,  0.4927,  0.6944,  0.4927
80, 80,  3.36404,  2.15341,  1.4688, -0.18388, -0.37737, -0.68101,  0.711,  0.4927,  0.711,  0.4927
81, 81,  2.90145,  2.16652,  1.58644, -0.25102, -0.25219, -0.71651,  0.7036,  0.4571,  0.7036,  0.4571
82, 82,  3.19497,  2.49292,  1.36874, -0.25102, -0.25219, -0.71651,  0.6794,  0.4854,  0.6794,  0.4854
83, 83,  3.30982,  2.32868,  1.38631, -0.25102, -0.25219, -0.71651,  0.6944,  0.4927,  0.6944,  0.4927
84, 84,  2.90145,  2.16652,  1.58644, -0.35281, -0.1509, -0.70197,  0.7036,  0.4571,  0.7036,  0.4571
85, 85,  3.04223,  2.61355,  1.41958, -0.35281, -0.1509, -0.70197,  0.669,  0.4724,  0.669,  0.4724
86, 86,  3.19497,  2.49292,  1.36874, -0.35281, -0.1509, -0.70197,  0.6794,  0.4854,  0.6794,  0.4854
87, 87,  2.90145,  2.16652,  1.58644, -0.4679, -0.09238, -0.64229,  0.7036,  0.4571,  0.7036,  0.4571
88, 88,  2.88184,  2.66672,  1.52877, -0.4679, -0.09238, -0.64229,  0.6653,  0.4562,  0.6653,  0.4562
89, 89,  3.04223,  2.61355,  1.41958, -0.4679, -0.09238, -0.64229,  0.669,  0.4724,  0.669,  0.4724
90, 90,  3.09287,  3.00659,  0.68835, -0.45902,  0.13219,  0.64174,  0.7079,  0.0414,  0.7079,  0.0414
91, 91,  3.36982,  3.05958,  0.88807,  0.12493,  0.3552,  0.70585,  0.7583,  0.0176,  0.7583,  0.0176
92, 92,  2.9486,  3.13175,  0.70547, -0.29044,  0.31539,  0.67541,  0.6834,  0.0224,  0.6834,  0.0224
93, 93,  1.60365,  2.20851,  2.25128, -0.05, -0.22085, -0.76728,  0.6726,  0.8973,  0.6726,  0.8973
94, 94,  1.48254,  2.57025,  2.15504, -0.05, -0.22085, -0.76728,  0.6589,  0.8966,  0.6589,  0.8966
95, 95,  1.60845,  2.51421,  2.16297, -0.05, -0.22085, -0.76728,  0.6619,  0.9003,  0.6619,  0.9003
96, 96,  1.44956, -0.09083, -0.66596,  0.12002,  0.78623, -0.0862,  0.9622,  0.526,  0.9622,  0.526
97, 97,  1.41844, -0.04564,  0.38448,  0.08572,  0.78776, -0.10997,  0.9946,  0.5923,  0.9946,  0.5923
98, 98,  2.99356, -0.19509,  0.53065,  0.14287,  0.78019, -0.10435,  0.8947,  0.6513,  0.8947,  0.6513
99, 2233,  2.77213,  2.07729,  1.39594,  0.41217,  0.46948,  0.49971,  0.7325,  0.855,  0.7325,  0.855
100, 2243,  2.82597,  1.87145,  1.86443,  0.33358,  0.69615,  0.21,  0.6927,  0.8385,  0.6927,  0.8385
101, 2242,  3.04672,  1.82438,  1.70376,  0.29109,  0.70657,  0.23669,  0.6928,  0.8631,  0.6928,  0.8631
102, 2233,  2.77213,  2.07729,  1.39594,  0.41217,  0.46948,  0.49971,  0.7325,  0.855,  0.7325,  0.855
103, 2241,  2.52789,  2.01786,  1.8899,  0.47016,  0.59919,  0.24479,  0.7096,  0.8146,  0.7096,  0.8146
104, 2243,  2.82597,  1.87145,  1.86443,  0.33358,  0.69615,  0.21,  0.6927,  0.8385,  0.6927,  0.8385
105, 2233,  2.77213,  2.07729,  1.39594,  0.41217,  0.46948,  0.49971,  0.7325,  0.855,  0.7325,  0.855
106, 2242,  3.04672,  1.82438,  1.70376,  0.29109,  0.70657,  0.23669,  0.6928,  0.8631,  0.6928,  0.8631
107, 2240,  3.22444,  1.83293,  1.48879,  0.2303,  0.67993,  0.35307,  0.7018,  0.8862,  0.7018,  0.8862
108, 96,  1.44956, -0.09083, -0.66596,  0.12002,  0.78623, -0.0862,  0.9622,  0.526,  0.9622,  0.526
109, 99,  3.13818, -0.47129, -1.31488,  0.1787,  0.7606, -0.1719,  0.8429,  0.5367,  0.8429,  0.5367
110, 100,  1.51556, -0.21701, -1.5085,  0.14488,  0.75195, -0.23148,  0.9282,  0.4721,  0.9282,  0.4721
111, 99,  3.13818, -0.47129, -1.31488,  0.1787,  0.7606, -0.1719,  0.8429,  0.5367,  0.8429,  0.5367
112, 101,  1.52374, -0.38392, -1.60639,  0.18116,  0.24635, -0.73925,  0.9133,  0.4587,  0.9133,  0.4587
113, 100,  1.51556, -0.21701, -1.5085,  0.14488,  0.75195, -0.23148,  0.9282,  0.4721,  0.9282,  0.4721
114, 96,  1.44956, -0.09083, -0.66596,  0.12002,  0.78623, -0.0862,  0.9622,  0.526,  0.9622,  0.526
115, 98,  2.99356, -0.19509,  0.53065,  0.14287,  0.78019, -0.10435,  0.8947,  0.6513,  0.8947,  0.6513
116, 99,  3.13818, -0.47129, -1.31488,  0.1787,  0.7606, -0.1719,  0.8429,  0.5367,  0.8429,  0.5367
117, 102,  3.90369, -0.43142,  0.63734,  0.29701,  0.73784, -0.08594,  0.8147,  0.6791,  0.8147,  0.6791
118, 99,  3.13818, -0.47129, -1.31488,  0.1787,  0.7606, -0.1719,  0.8429,  0.5367,  0.8429,  0.5367
119, 98,  2.99356, -0.19509,  0.53065,  0.14287,  0.78019, -0.10435,  0.8947,  0.6513,  0.8947,  0.6513
120, 2233,  2.77213,  2.07729,  1.39594,  0.41217,  0.46948,  0.49971,  0.7325,  0.855,  0.7325,  0.855
121, 2239,  2.36751,  2.25841,  1.78772,  0.59963,  0.40506,  0.34112,  0.735,  0.8054,  0.735,  0.8054
122, 2241,  2.52789,  2.01786,  1.8899,  0.47016,  0.59919,  0.24479,  0.7096,  0.8146,  0.7096,  0.8146
123, 2233,  2.77213,  2.07729,  1.39594,  0.41217,  0.46948,  0.49971,  0.7325,  0.855,  0.7325,  0.855
124, 2240,  3.22444,  1.83293,  1.48879,  0.2303,  0.67993,  0.35307,  0.7018,  0.8862,  0.7018,  0.8862
125, 2238,  3.30642,  1.93574,  1.31408,  0.14111,  0.46567,  0.63501,  0.7166,  0.8991,  0.7166,  0.8991
126, 102,  3.90369, -0.43142,  0.63734,  0.29701,  0.73784, -0.08594,  0.8147,  0.6791,  0.8147,  0.6791
127, 103,  3.67982, -0.58637, -1.0115,  0.34995,  0.69032, -0.20248,  0.8191,  0.5669,  0.8191,  0.5669
128, 99,  3.13818, -0.47129, -1.31488,  0.1787,  0.7606, -0.1719,  0.8429,  0.5367,  0.8429,  0.5367
129, 2233,  2.77213,  2.07729,  1.39594,  0.41217,  0.46948,  0.49971,  0.7325,  0.855,  0.7325,  0.855
130, 2237,  2.35593,  2.4828,  1.63423,  0.59659,  0.20509,  0.49196,  0.7588,  0.8093,  0.7588,  0.8093
131, 2239,  2.36751,  2.25841,  1.78772,  0.59963,  0.40506,  0.34112,  0.735,  0.8054,  0.735,  0.8054
132, 2233,  2.77213,  2.07729,  1.39594,  0.41217,  0.46948,  0.49971,  0.7325,  0.855,  0.7325,  0.855
133, 2238,  3.30642,  1.93574,  1.31408,  0.14111,  0.46567,  0.63501,  0.7166,  0.8991,  0.7166,  0.8991
134, 2236,  3.11629,  2.1697,  1.27044,  0.1743,  0.16451,  0.76325,  0.7399,  0.8855,  0.7399,  0.8855
135, 103,  3.67982, -0.58637, -1.0115,  0.34995,  0.69032, -0.20248,  0.8191,  0.5669,  0.8191,  0.5669
136, 102,  3.90369, -0.43142,  0.63734,  0.29701,  0.73784, -0.08594,  0.8147,  0.6791,  0.8147,  0.6791
137, 104,  3.88086, -0.56816, -0.36708,  0.6072,  0.48846, -0.18086,  0.8159,  0.6108,  0.8159,  0.6108
138, 2233,  2.77213,  2.07729,  1.39594,  0.41217,  0.46948,  0.49971,  0.7325,  0.855,  0.7325,  0.855
139, 2235,  2.52504,  2.50381,  1.48626,  0.45503,  0.04574,  0.6564,  0.765,  0.8284,  0.765,  0.8284
140, 2237,  2.35593,  2.4828,  1.63423,  0.59659,  0.20509,  0.49196,  0.7588,  0.8093,  0.7588,  0.8093
141, 2233,  2.77213,  2.07729,  1.39594,  0.41217,  0.46948,  0.49971,  0.7325,  0.855,  0.7325,  0.855
142, 2236,  3.11629,  2.1697,  1.27044,  0.1743,  0.16451,  0.76325,  0.7399,  0.8855,  0.7399,  0.8855
143, 2234,  2.81517,  2.40693,  1.3291,  0.30093,  0.04496,  0.73988,  0.7604,  0.8584,  0.7604,  0.8584
144, 102,  3.90369, -0.43142,  0.63734,  0.29701,  0.73784, -0.08594,  0.8147,  0.6791,  0.8147,  0.6791
145, 105,  4.0361, -0.78126, -0.32328,  0.7437,  0.25001, -0.15622,  0.8003,  0.6128,  0.8003,  0.6128
146, 104,  3.88086, -0.56816, -0.36708,  0.6072,  0.48846, -0.18086,  0.8159,  0.6108,  0.8159,  0.6108
147, 102,  3.90369, -0.43142,  0.63734,  0.29701,  0.73784, -0.08594,  0.8147,  0.6791,  0.8147,  0.6791
148, 106,  4.05896, -0.64454,  0.68114,  0.78957,  0.12094,  0.04425,  0.7845,  0.6783,  0.7845,  0.6783
149, 105,  4.0361, -0.78126, -0.32328,  0.7437,  0.25001, -0.15622,  0.8003,  0.6128,  0.8003,  0.6128
150, 104,  3.88086, -0.56816, -0.36708,  0.6072,  0.48846, -0.18086,  0.8159,  0.6108,  0.8159,  0.6108
151, 107,  3.68252, -0.80753, -1.10178,  0.64089,  0.03511, -0.47752,  0.8114,  0.559,  0.8114,  0.559
152, 103,  3.67982, -0.58637, -1.0115,  0.34995,  0.69032, -0.20248,  0.8191,  0.5669,  0.8191,  0.5669
153, 107,  3.68252, -0.80753, -1.10178,  0.64089,  0.03511, -0.47752,  0.8114,  0.559,  0.8114,  0.559
154, 99,  3.13818, -0.47129, -1.31488,  0.1787,  0.7606, -0.1719,  0.8429,  0.5367,  0.8429,  0.5367
155, 103,  3.67982, -0.58637, -1.0115,  0.34995,  0.69032, -0.20248,  0.8191,  0.5669,  0.8191,  0.5669
156, 104,  3.88086, -0.56816, -0.36708,  0.6072,  0.48846, -0.18086,  0.8159,  0.6108,  0.8159,  0.6108
157, 105,  4.0361, -0.78126, -0.32328,  0.7437,  0.25001, -0.15622,  0.8003,  0.6128,  0.8003,  0.6128
158, 107,  3.68252, -0.80753, -1.10178,  0.64089,  0.03511, -0.47752,  0.8114,  0.559,  0.8114,  0.559
159, 106,  4.05896, -0.64454,  0.68114,  0.78957,  0.12094,  0.04425,  0.7845,  0.6783,  0.7845,  0.6783
160, 108,  4.0043, -1.00243, -0.29302,  0.5564, -0.56553, -0.10292,  0.7884,  0.6095,  0.7884,  0.6095
161, 105,  4.0361, -0.78126, -0.32328,  0.7437,  0.25001, -0.15622,  0.8003,  0.6128,  0.8003,  0.6128
162, 108,  4.0043, -1.00243, -0.29302,  0.5564, -0.56553, -0.10292,  0.7884,  0.6095,  0.7884,  0.6095
163, 107,  3.68252, -0.80753, -1.10178,  0.64089,  0.03511, -0.47752,  0.8114,  0.559,  0.8114,  0.559
164, 105,  4.0361, -0.78126, -0.32328,  0.7437,  0.25001, -0.15622,  0.8003,  0.6128,  0.8003,  0.6128
165, 106,  4.05896, -0.64454,  0.68114,  0.78957,  0.12094,  0.04425,  0.7845,  0.6783,  0.7845,  0.6783
166, 109,  4.02716, -0.86572,  0.71141,  0.28594, -0.73549,  0.13149,  0.7589,  0.6678,  0.7589,  0.6678
167, 108,  4.0043, -1.00243, -0.29302,  0.5564, -0.56553, -0.10292,  0.7884,  0.6095,  0.7884,  0.6095
168, 2233,  2.77213,  2.07729,  1.39594,  0.41217,  0.46948,  0.49971,  0.7325,  0.855,  0.7325,  0.855
169, 2234,  2.81517,  2.40693,  1.3291,  0.30093,  0.04496,  0.73988,  0.7604,  0.8584,  0.7604,  0.8584
170, 2235,  2.52504,  2.50381,  1.48626,  0.45503,  0.04574,  0.6564,  0.765,  0.8284,  0.765,  0.8284
171, 107,  3.68252, -0.80753, -1.10178,  0.64089,  0.03511, -0.47752,  0.8114,  0.559,  0.8114,  0.559
172, 110,  3.14644, -0.62933, -1.41407,  0.16592, -0.28738, -0.72793,  0.8358,  0.53,  0.8358,  0.53
173, 99,  3.13818, -0.47129, -1.31488,  0.1787,  0.7606, -0.1719,  0.8429,  0.5367,  0.8429,  0.5367
174, 111,  3.73992, -1.02149, -0.31559, -0.30203, -0.73538,  0.08939,  0.7806,  0.5924,  0.7806,  0.5924
175, 108,  4.0043, -1.00243, -0.29302,  0.5564, -0.56553, -0.10292,  0.7884,  0.6095,  0.7884,  0.6095
176, 109,  4.02716, -0.86572,  0.71141,  0.28594, -0.73549,  0.13149,  0.7589,  0.6678,  0.7589,  0.6678
177, 1667,  1.51295,  4.30718, -0.06127, -0.2209,  0.74174,  0.20256,  0.8835,  0.2213,  0.8835,  0.2213
178, 1649,  1.67828,  4.33989, -0.34485, -0.03932,  0.78723, -0.13685,  0.863,  0.209,  0.863,  0.209
179, 2232,  1.35901,  4.26051, -0.28551, -0.41398,  0.68421, -0.022,  0.8676,  0.2271,  0.8676,  0.2271
180, 1667,  1.51295,  4.30718, -0.06127, -0.2209,  0.74174,  0.20256,  0.8835,  0.2213,  0.8835,  0.2213
181, 2232,  1.35901,  4.26051, -0.28551, -0.41398,  0.68421, -0.022,  0.8676,  0.2271,  0.8676,  0.2271
182, 2228,  1.20861,  4.09961,  0.02105, -0.55356,  0.50829,  0.27424,  0.8842,  0.2431,  0.8842,  0.2431
183, 112,  3.62197, -0.931, -1.01777,  0.11536, -0.71945, -0.33028,  0.8052,  0.5589,  0.8052,  0.5589
184, 107,  3.68252, -0.80753, -1.10178,  0.64089,  0.03511, -0.47752,  0.8114,  0.559,  0.8114,  0.559
185, 108,  4.0043, -1.00243, -0.29302,  0.5564, -0.56553, -0.10292,  0.7884,  0.6095,  0.7884,  0.6095
186, 112,  3.62197, -0.931, -1.01777,  0.11536, -0.71945, -0.33028,  0.8052,  0.5589,  0.8052,  0.5589
187, 110,  3.14644, -0.62933, -1.41407,  0.16592, -0.28738, -0.72793,  0.8358,  0.53,  0.8358,  0.53
188, 107,  3.68252, -0.80753, -1.10178,  0.64089,  0.03511, -0.47752,  0.8114,  0.559,  0.8114,  0.559
189, 113,  3.34141, -0.60064,  0.61813, -0.42964, -0.67164,  0.06569,  0.7149,  0.6113,  0.7149,  0.6113
190, 114,  3.34797, -0.73105, -0.39407, -0.37178, -0.68734,  0.1713,  0.7643,  0.5603,  0.7643,  0.5603
191, 111,  3.73992, -1.02149, -0.31559, -0.30203, -0.73538,  0.08939,  0.7806,  0.5924,  0.7806,  0.5924
192, 115,  3.12921, -0.69323, -0.42075, -0.07899, -0.79149,  0.08542,  0.7599,  0.5439,  0.7599,  0.5439
193, 114,  3.34797, -0.73105, -0.39407, -0.37178, -0.68734,  0.1713,  0.7643,  0.5603,  0.7643,  0.5603
194, 113,  3.34141, -0.60064,  0.61813, -0.42964, -0.67164,  0.06569,  0.7149,  0.6113,  0.7149,  0.6113
195, 116,  2.89099, -0.69558, -0.63672, -0.1816, -0.76025,  0.17043,  0.7809,  0.5142,  0.7809,  0.5142
196, 114,  3.34797, -0.73105, -0.39407, -0.37178, -0.68734,  0.1713,  0.7643,  0.5603,  0.7643,  0.5603
197, 115,  3.12921, -0.69323, -0.42075, -0.07899, -0.79149,  0.08542,  0.7599,  0.5439,  0.7599,  0.5439
198, 117,  3.48046, -0.97311, -0.75145, -0.20845, -0.77129,  0.04079,  0.792,  0.5587,  0.792,  0.5587
199, 108,  4.0043, -1.00243, -0.29302,  0.5564, -0.56553, -0.10292,  0.7884,  0.6095,  0.7884,  0.6095
200, 111,  3.73992, -1.02149, -0.31559, -0.30203, -0.73538,  0.08939,  0.7806,  0.5924,  0.7806,  0.5924
201, 114,  3.34797, -0.73105, -0.39407, -0.37178, -0.68734,  0.1713,  0.7643,  0.5603,  0.7643,  0.5603
202, 117,  3.48046, -0.97311, -0.75145, -0.20845, -0.77129,  0.04079,  0.792,  0.5587,  0.792,  0.5587
203, 111,  3.73992, -1.02149, -0.31559, -0.30203, -0.73538,  0.08939,  0.7806,  0.5924,  0.7806,  0.5924
204, 117,  3.48046, -0.97311, -0.75145, -0.20845, -0.77129,  0.04079,  0.792,  0.5587,  0.792,  0.5587
205, 112,  3.62197, -0.931, -1.01777,  0.11536, -0.71945, -0.33028,  0.8052,  0.5589,  0.8052,  0.5589
206, 108,  4.0043, -1.00243, -0.29302,  0.5564, -0.56553, -0.10292,  0.7884,  0.6095,  0.7884,  0.6095
207, 116,  2.89099, -0.69558, -0.63672, -0.1816, -0.76025,  0.17043,  0.7809,  0.5142,  0.7809,  0.5142
208, 117,  3.48046, -0.97311, -0.75145, -0.20845, -0.77129,  0.04079,  0.792,  0.5587,  0.792,  0.5587
209, 114,  3.34797, -0.73105, -0.39407, -0.37178, -0.68734,  0.1713,  0.7643,  0.5603,  0.7643,  0.5603
210, 118,  3.11241, -0.75206, -1.27531, -0.05187, -0.70856, -0.36777,  0.8256,  0.5274,  0.8256,  0.5274
211, 112,  3.62197, -0.931, -1.01777,  0.11536, -0.71945, -0.33028,  0.8052,  0.5589,  0.8052,  0.5589
212, 117,  3.48046, -0.97311, -0.75145, -0.20845, -0.77129,  0.04079,  0.792,  0.5587,  0.792,  0.5587
213, 112,  3.62197, -0.931, -1.01777,  0.11536, -0.71945, -0.33028,  0.8052,  0.5589,  0.8052,  0.5589
214, 118,  3.11241, -0.75206, -1.27531, -0.05187, -0.70856, -0.36777,  0.8256,  0.5274,  0.8256,  0.5274
