VTX, IDX, _input0.x, _input0.y, _input0.z, _input1.x, _input1.y, _input1.z, _input2.x, _input2.y, _input3.x, _input3.y
697, 176,  0.71662, -1.14836,  0.38704,  0.06757, -0.63828,  0.27935,  0.8532,  0.5365,  0.8532,  0.5365
698, 172,  1.14679, -1.20743,  0.19116,  0.07409, -0.65193,  0.24393,  0.9109,  0.5586,  0.9109,  0.5586
699, 175,  1.03034, -1.09185,  0.40561,  0.04965, -0.60146,  0.35466,  0.8786,  0.5726,  0.8786,  0.5726
700, 158,  0.8278, -0.98635,  0.59452,  0.04619, -0.56336,  0.4129,  0.8337,  0.5905,  0.8337,  0.5905
701, 176,  0.71662, -1.14836,  0.38704,  0.06757, -0.63828,  0.27935,  0.8532,  0.5365,  0.8532,  0.5365
702, 176,  0.71662, -1.14836,  0.38704,  0.06757, -0.63828,  0.27935,  0.8532,  0.5365,  0.8532,  0.5365
703, 177,  0.34801, -1.24854,  2.54876E-06,  0.14837, -0.68409, -1.68650E-08,  0.86588,  0.46224,  0.86588,  0.46224
704, 174,  0.76282, -1.23287,  2.55805E-06, -0.00636, -0.69997, -2.06237E-08,  0.89752,  0.50978,  0.89752,  0.50978
705, 178,  0.28332, -1.0291,  0.70015,  0.12214, -0.53035,  0.44024,  0.7744,  0.5228,  0.7744,  0.5228
706, 176,  0.71662, -1.14836,  0.38704,  0.06757, -0.63828,  0.27935,  0.8532,  0.5365,  0.8532,  0.5365
707, 158,  0.8278, -0.98635,  0.59452,  0.04619, -0.56336,  0.4129,  0.8337,  0.5905,  0.8337,  0.5905
708, 151,  0.64738, -0.82822,  0.79159,  0.06525, -0.46941,  0.51517,  0.7921,  0.6081,  0.7921,  0.6081
709, 178,  0.28332, -1.0291,  0.70015,  0.12214, -0.53035,  0.44024,  0.7744,  0.5228,  0.7744,  0.5228
710, 158,  0.8278, -0.98635,  0.59452,  0.04619, -0.56336,  0.4129,  0.8337,  0.5905,  0.8337,  0.5905
711, 151,  0.64738, -0.82822,  0.79159,  0.06525, -0.46941,  0.51517,  0.7921,  0.6081,  0.7921,  0.6081
712, 152,  0.14132, -0.72919,  1.00763,  0.24109, -0.40904,  0.51436,  0.7178,  0.5664,  0.7178,  0.5664
713, 178,  0.28332, -1.0291,  0.70015,  0.12214, -0.53035,  0.44024,  0.7744,  0.5228,  0.7744,  0.5228
714, 177,  0.34801, -1.24854,  2.54876E-06,  0.14837, -0.68409, -1.68650E-08,  0.86588,  0.46224,  0.86588,  0.46224
715, 176,  0.71662, -1.14836,  0.38704,  0.06757, -0.63828,  0.27935,  0.8532,  0.5365,  0.8532,  0.5365
716, 179,  0.30446, -1.19474,  0.3971,  0.14049, -0.64424,  0.23498,  0.8209,  0.4919,  0.8209,  0.4919
717, 178,  0.28332, -1.0291,  0.70015,  0.12214, -0.53035,  0.44024,  0.7744,  0.5228,  0.7744,  0.5228
718, 179,  0.30446, -1.19474,  0.3971,  0.14049, -0.64424,  0.23498,  0.8209,  0.4919,  0.8209,  0.4919
719, 176,  0.71662, -1.14836,  0.38704,  0.06757, -0.63828,  0.27935,  0.8532,  0.5365,  0.8532,  0.5365
720, 179,  0.30446, -1.19474,  0.3971,  0.14049, -0.64424,  0.23498,  0.8209,  0.4919,  0.8209,  0.4919
721, 180, -0.14825, -1.40974, -0.13603,  0.23206, -0.65774, -0.05934,  0.80986,  0.38092,  0.80986,  0.38092
722, 177,  0.34801, -1.24854,  2.54876E-06,  0.14837, -0.68409, -1.68650E-08,  0.86588,  0.46224,  0.86588,  0.46224
723, 180, -0.14825, -1.40974, -0.13603,  0.23206, -0.65774, -0.05934,  0.80986,  0.38092,  0.80986,  0.38092
724, 179,  0.30446, -1.19474,  0.3971,  0.14049, -0.64424,  0.23498,  0.8209,  0.4919,  0.8209,  0.4919
725, 181, -0.19744, -1.35166,  0.27208,  0.18696, -0.6325,  0.23451,  0.766,  0.4168,  0.766,  0.4168
726, 178,  0.28332, -1.0291,  0.70015,  0.12214, -0.53035,  0.44024,  0.7744,  0.5228,  0.7744,  0.5228
727, 181, -0.19744, -1.35166,  0.27208,  0.18696, -0.6325,  0.23451,  0.766,  0.4168,  0.766,  0.4168
728, 179,  0.30446, -1.19474,  0.3971,  0.14049, -0.64424,  0.23498,  0.8209,  0.4919,  0.8209,  0.4919
729, 181, -0.19744, -1.35166,  0.27208,  0.18696, -0.6325,  0.23451,  0.766,  0.4168,  0.766,  0.4168
730, 182, -0.63077, -1.60984, -0.16168,  0.18487, -0.67235, -0.06137,  0.74351,  0.31202,  0.74351,  0.31202
731, 180, -0.14825, -1.40974, -0.13603,  0.23206, -0.65774, -0.05934,  0.80986,  0.38092,  0.80986,  0.38092
732, 152,  0.14132, -0.72919,  1.00763,  0.24109, -0.40904,  0.51436,  0.7178,  0.5664,  0.7178,  0.5664
733, 183, -0.2858, -1.17592,  0.60763,  0.17671, -0.59399,  0.3255,  0.7246,  0.455,  0.7246,  0.455
734, 178,  0.28332, -1.0291,  0.70015,  0.12214, -0.53035,  0.44024,  0.7744,  0.5228,  0.7744,  0.5228
735, 181, -0.19744, -1.35166,  0.27208,  0.18696, -0.6325,  0.23451,  0.766,  0.4168,  0.766,  0.4168
736, 178,  0.28332, -1.0291,  0.70015,  0.12214, -0.53035,  0.44024,  0.7744,  0.5228,  0.7744,  0.5228
737, 183, -0.2858, -1.17592,  0.60763,  0.17671, -0.59399,  0.3255,  0.7246,  0.455,  0.7246,  0.455
738, 182, -0.63077, -1.60984, -0.16168,  0.18487, -0.67235, -0.06137,  0.74351,  0.31202,  0.74351,  0.31202
739, 181, -0.19744, -1.35166,  0.27208,  0.18696, -0.6325,  0.23451,  0.766,  0.4168,  0.766,  0.4168
740, 184, -0.68259, -1.54183,  0.2513,  0.14948, -0.63356,  0.2574,  0.7058,  0.3535,  0.7058,  0.3535
741, 183, -0.2858, -1.17592,  0.60763,  0.17671, -0.59399,  0.3255,  0.7246,  0.455,  0.7246,  0.455
742, 184, -0.68259, -1.54183,  0.2513,  0.14948, -0.63356,  0.2574,  0.7058,  0.3535,  0.7058,  0.3535
743, 181, -0.19744, -1.35166,  0.27208,  0.18696, -0.6325,  0.23451,  0.766,  0.4168,  0.766,  0.4168
744, 184, -0.68259, -1.54183,  0.2513,  0.14948, -0.63356,  0.2574,  0.7058,  0.3535,  0.7058,  0.3535
745, 185, -1.18556, -1.69308, -0.0369,  0.06169, -0.69721,  0.00927,  0.69935,  0.27959,  0.69935,  0.27959
746, 182, -0.63077, -1.60984, -0.16168,  0.18487, -0.67235, -0.06137,  0.74351,  0.31202,  0.74351,  0.31202
747, 183, -0.2858, -1.17592,  0.60763,  0.17671, -0.59399,  0.3255,  0.7246,  0.455,  0.7246,  0.455
748, 152,  0.14132, -0.72919,  1.00763,  0.24109, -0.40904,  0.51436,  0.7178,  0.5664,  0.7178,  0.5664
749, 186, -0.35739, -1.06402,  0.96546,  0.22954, -0.59674,  0.28498,  0.6722,  0.5002,  0.6722,  0.5002
750, 154, -0.17255, -0.83172,  1.19051,  0.44042, -0.50562,  0.20095,  0.6598,  0.547,  0.6598,  0.547
751, 186, -0.35739, -1.06402,  0.96546,  0.22954, -0.59674,  0.28498,  0.6722,  0.5002,  0.6722,  0.5002
752, 152,  0.14132, -0.72919,  1.00763,  0.24109, -0.40904,  0.51436,  0.7178,  0.5664,  0.7178,  0.5664
753, 186, -0.35739, -1.06402,  0.96546,  0.22954, -0.59674,  0.28498,  0.6722,  0.5002,  0.6722,  0.5002
754, 154, -0.17255, -0.83172,  1.19051,  0.44042, -0.50562,  0.20095,  0.6598,  0.547,  0.6598,  0.547
755, 187, -0.49803, -0.98865,  1.18071,  0.17743, -0.67707,  0.00944,  0.633,  0.5104,  0.633,  0.5104
756, 185, -1.18556, -1.69308, -0.0369,  0.06169, -0.69721,  0.00927,  0.69935,  0.27959,  0.69935,  0.27959
757, 184, -0.68259, -1.54183,  0.2513,  0.14948, -0.63356,  0.2574,  0.7058,  0.3535,  0.7058,  0.3535
758, 188, -1.23806, -1.58378,  0.34577,  0.03361, -0.62959,  0.30411,  0.6646,  0.3206,  0.6646,  0.3206
759, 188, -1.23806, -1.58378,  0.34577,  0.03361, -0.62959,  0.30411,  0.6646,  0.3206,  0.6646,  0.3206
760, 189, -1.74095, -1.71705, -0.08144, -0.05948, -0.69747, -0.00048,  0.65535,  0.24699,  0.65535,  0.24699
761, 185, -1.18556, -1.69308, -0.0369,  0.06169, -0.69721,  0.00927,  0.69935,  0.27959,  0.69935,  0.27959
762, 184, -0.68259, -1.54183,  0.2513,  0.14948, -0.63356,  0.2574,  0.7058,  0.3535,  0.7058,  0.3535
763, 183, -0.2858, -1.17592,  0.60763,  0.17671, -0.59399,  0.3255,  0.7246,  0.455,  0.7246,  0.455
764, 190, -0.77931, -1.33258,  0.59022,  0.12732, -0.60256,  0.33273,  0.6705,  0.3917,  0.6705,  0.3917
765, 186, -0.35739, -1.06402,  0.96546,  0.22954, -0.59674,  0.28498,  0.6722,  0.5002,  0.6722,  0.5002
766, 190, -0.77931, -1.33258,  0.59022,  0.12732, -0.60256,  0.33273,  0.6705,  0.3917,  0.6705,  0.3917
767, 183, -0.2858, -1.17592,  0.60763,  0.17671, -0.59399,  0.3255,  0.7246,  0.455,  0.7246,  0.455
768, 190, -0.77931, -1.33258,  0.59022,  0.12732, -0.60256,  0.33273,  0.6705,  0.3917,  0.6705,  0.3917
769, 188, -1.23806, -1.58378,  0.34577,  0.03361, -0.62959,  0.30411,  0.6646,  0.3206,  0.6646,  0.3206
770, 184, -0.68259, -1.54183,  0.2513,  0.14948, -0.63356,  0.2574,  0.7058,  0.3535,  0.7058,  0.3535
771, 186, -0.35739, -1.06402,  0.96546,  0.22954, -0.59674,  0.28498,  0.6722,  0.5002,  0.6722,  0.5002
772, 187, -0.49803, -0.98865,  1.18071,  0.17743, -0.67707,  0.00944,  0.633,  0.5104,  0.633,  0.5104
773, 191, -0.88883, -1.17734,  0.95895,  0.03414, -0.55303,  0.42777,  0.6242,  0.4353,  0.6242,  0.4353
774, 190, -0.77931, -1.33258,  0.59022,  0.12732, -0.60256,  0.33273,  0.6705,  0.3917,  0.6705,  0.3917
775, 186, -0.35739, -1.06402,  0.96546,  0.22954, -0.59674,  0.28498,  0.6722,  0.5002,  0.6722,  0.5002
776, 191, -0.88883, -1.17734,  0.95895,  0.03414, -0.55303,  0.42777,  0.6242,  0.4353,  0.6242,  0.4353
777, 187, -0.49803, -0.98865,  1.18071,  0.17743, -0.67707,  0.00944,  0.633,  0.5104,  0.633,  0.5104
778, 192, -0.90509, -0.96241,  1.14706, -0.27825, -0.6377,  0.07689,  0.5944,  0.4859,  0.5944,  0.4859
779, 191, -0.88883, -1.17734,  0.95895,  0.03414, -0.55303,  0.42777,  0.6242,  0.4353,  0.6242,  0.4353
780, 191, -0.88883, -1.17734,  0.95895,  0.03414, -0.55303,  0.42777,  0.6242,  0.4353,  0.6242,  0.4353
781, 192, -0.90509, -0.96241,  1.14706, -0.27825, -0.6377,  0.07689,  0.5944,  0.4859,  0.5944,  0.4859
782, 193, -1.20109, -0.74683,  1.13318, -0.28273, -0.07408,  0.63606,  0.5637,  0.4812,  0.5637,  0.4812
783, 191, -0.88883, -1.17734,  0.95895,  0.03414, -0.55303,  0.42777,  0.6242,  0.4353,  0.6242,  0.4353
784, 194, -1.29059, -1.34569,  0.6889,  0.04238, -0.58282,  0.3854,  0.6305,  0.3571,  0.6305,  0.3571
785, 190, -0.77931, -1.33258,  0.59022,  0.12732, -0.60256,  0.33273,  0.6705,  0.3917,  0.6705,  0.3917
786, 188, -1.23806, -1.58378,  0.34577,  0.03361, -0.62959,  0.30411,  0.6646,  0.3206,  0.6646,  0.3206
787, 190, -0.77931, -1.33258,  0.59022,  0.12732, -0.60256,  0.33273,  0.6705,  0.3917,  0.6705,  0.3917
788, 194, -1.29059, -1.34569,  0.6889,  0.04238, -0.58282,  0.3854,  0.6305,  0.3571,  0.6305,  0.3571
789, 189, -1.74095, -1.71705, -0.08144, -0.05948, -0.69747, -0.00048,  0.65535,  0.24699,  0.65535,  0.24699
790, 188, -1.23806, -1.58378,  0.34577,  0.03361, -0.62959,  0.30411,  0.6646,  0.3206,  0.6646,  0.3206
791, 195, -1.77273, -1.60034,  0.3005, -0.07257, -0.63677,  0.28153,  0.6233,  0.2877,  0.6233,  0.2877
792, 195, -1.77273, -1.60034,  0.3005, -0.07257, -0.63677,  0.28153,  0.6233,  0.2877,  0.6233,  0.2877
793, 196, -2.28579, -1.60114, -0.12599, -0.17584, -0.67748, -0.00996,  0.58925,  0.21611,  0.58925,  0.21611
794, 189, -1.74095, -1.71705, -0.08144, -0.05948, -0.69747, -0.00048,  0.65535,  0.24699,  0.65535,  0.24699
795, 194, -1.29059, -1.34569,  0.6889,  0.04238, -0.58282,  0.3854,  0.6305,  0.3571,  0.6305,  0.3571
796, 191, -0.88883, -1.17734,  0.95895,  0.03414, -0.55303,  0.42777,  0.6242,  0.4353,  0.6242,  0.4353
797, 197, -1.38687, -1.12266,  1.05725,  0.00857, -0.40836,  0.56848,  0.5901,  0.3957,  0.5901,  0.3957
798, 193, -1.20109, -0.74683,  1.13318, -0.28273, -0.07408,  0.63606,  0.5637,  0.4812,  0.5637,  0.4812
799, 197, -1.38687, -1.12266,  1.05725,  0.00857, -0.40836,  0.56848,  0.5901,  0.3957,  0.5901,  0.3957
800, 191, -0.88883, -1.17734,  0.95895,  0.03414, -0.55303,  0.42777,  0.6242,  0.4353,  0.6242,  0.4353
801, 198, -1.77421, -1.3687,  0.66277, -0.05592, -0.58933,  0.37358,  0.5905,  0.3225,  0.5905,  0.3225
802, 188, -1.23806, -1.58378,  0.34577,  0.03361, -0.62959,  0.30411,  0.6646,  0.3206,  0.6646,  0.3206
803, 194, -1.29059, -1.34569,  0.6889,  0.04238, -0.58282,  0.3854,  0.6305,  0.3571,  0.6305,  0.3571
804, 188, -1.23806, -1.58378,  0.34577,  0.03361, -0.62959,  0.30411,  0.6646,  0.3206,  0.6646,  0.3206
805, 198, -1.77421, -1.3687,  0.66277, -0.05592, -0.58933,  0.37358,  0.5905,  0.3225,  0.5905,  0.3225
806, 195, -1.77273, -1.60034,  0.3005, -0.07257, -0.63677,  0.28153,  0.6233,  0.2877,  0.6233,  0.2877
807, 197, -1.38687, -1.12266,  1.05725,  0.00857, -0.40836,  0.56848,  0.5901,  0.3957,  0.5901,  0.3957
808, 198, -1.77421, -1.3687,  0.66277, -0.05592, -0.58933,  0.37358,  0.5905,  0.3225,  0.5905,  0.3225
809, 194, -1.29059, -1.34569,  0.6889,  0.04238, -0.58282,  0.3854,  0.6305,  0.3571,  0.6305,  0.3571
810, 196, -2.28579, -1.60114, -0.12599, -0.17584, -0.67748, -0.00996,  0.58925,  0.21611,  0.58925,  0.21611
811, 195, -1.77273, -1.60034,  0.3005, -0.07257, -0.63677,  0.28153,  0.6233,  0.2877,  0.6233,  0.2877
812, 199, -2.28784, -1.49621,  0.28282, -0.16318, -0.6329,  0.25062,  0.564,  0.2596,  0.564,  0.2596
813, 199, -2.28784, -1.49621,  0.28282, -0.16318, -0.6329,  0.25062,  0.564,  0.2596,  0.564,  0.2596
814, 200, -2.81221, -1.43102, -0.1694, -0.30311, -0.63064, -0.02049,  0.52344,  0.18423,  0.52344,  0.18423
815, 196, -2.28579, -1.60114, -0.12599, -0.17584, -0.67748, -0.00996,  0.58925,  0.21611,  0.58925,  0.21611
816, 195, -1.77273, -1.60034,  0.3005, -0.07257, -0.63677,  0.28153,  0.6233,  0.2877,  0.6233,  0.2877
817, 201, -2.27481, -1.35445,  0.52736, -0.12995, -0.5914,  0.35123,  0.5475,  0.277,  0.5475,  0.277
818, 199, -2.28784, -1.49621,  0.28282, -0.16318, -0.6329,  0.25062,  0.564,  0.2596,  0.564,  0.2596
819, 201, -2.27481, -1.35445,  0.52736, -0.12995, -0.5914,  0.35123,  0.5475,  0.277,  0.5475,  0.277
820, 195, -1.77273, -1.60034,  0.3005, -0.07257, -0.63677,  0.28153,  0.6233,  0.2877,  0.6233,  0.2877
821, 198, -1.77421, -1.3687,  0.66277, -0.05592, -0.58933,  0.37358,  0.5905,  0.3225,  0.5905,  0.3225
822, 200, -2.81221, -1.43102, -0.1694, -0.30311, -0.63064, -0.02049,  0.52344,  0.18423,  0.52344,  0.18423
823, 199, -2.28784, -1.49621,  0.28282, -0.16318, -0.6329,  0.25062,  0.564,  0.2596,  0.564,  0.2596
824, 202, -2.74063, -1.3219,  0.39351, -0.27332, -0.58026,  0.28034,  0.5046,  0.2316,  0.5046,  0.2316
825, 202, -2.74063, -1.3219,  0.39351, -0.27332, -0.58026,  0.28034,  0.5046,  0.2316,  0.5046,  0.2316
826, 199, -2.28784, -1.49621,  0.28282, -0.16318, -0.6329,  0.25062,  0.564,  0.2596,  0.564,  0.2596
827, 201, -2.27481, -1.35445,  0.52736, -0.12995, -0.5914,  0.35123,  0.5475,  0.277,  0.5475,  0.277
828, 202, -2.74063, -1.3219,  0.39351, -0.27332, -0.58026,  0.28034,  0.5046,  0.2316,  0.5046,  0.2316
829, 203, -3.28998, -1.10396,  0.00344, -0.34207, -0.60425,  0.08867,  0.43008,  0.16159,  0.43008,  0.16159
830, 200, -2.81221, -1.43102, -0.1694, -0.30311, -0.63064, -0.02049,  0.52344,  0.18423,  0.52344,  0.18423
831, 198, -1.77421, -1.3687,  0.66277, -0.05592, -0.58933,  0.37358,  0.5905,  0.3225,  0.5905,  0.3225
832, 204, -2.28553, -1.23485,  0.72805, -0.1577, -0.56029,  0.38885,  0.5303,  0.2939,  0.5303,  0.2939
833, 201, -2.27481, -1.35445,  0.52736, -0.12995, -0.5914,  0.35123,  0.5475,  0.277,  0.5475,  0.277
834, 202, -2.74063, -1.3219,  0.39351, -0.27332, -0.58026,  0.28034,  0.5046,  0.2316,  0.5046,  0.2316
835, 201, -2.27481, -1.35445,  0.52736, -0.12995, -0.5914,  0.35123,  0.5475,  0.277,  0.5475,  0.277
836, 204, -2.28553, -1.23485,  0.72805, -0.1577, -0.56029,  0.38885,  0.5303,  0.2939,  0.5303,  0.2939
837, 198, -1.77421, -1.3687,  0.66277, -0.05592, -0.58933,  0.37358,  0.5905,  0.3225,  0.5905,  0.3225
838, 197, -1.38687, -1.12266,  1.05725,  0.00857, -0.40836,  0.56848,  0.5901,  0.3957,  0.5901,  0.3957
839, 205, -1.83549, -1.13827,  1.01812, -0.07843, -0.41998,  0.55449,  0.5561,  0.3561,  0.5561,  0.3561
840, 204, -2.28553, -1.23485,  0.72805, -0.1577, -0.56029,  0.38885,  0.5303,  0.2939,  0.5303,  0.2939
841, 198, -1.77421, -1.3687,  0.66277, -0.05592, -0.58933,  0.37358,  0.5905,  0.3225,  0.5905,  0.3225
842, 205, -1.83549, -1.13827,  1.01812, -0.07843, -0.41998,  0.55449,  0.5561,  0.3561,  0.5561,  0.3561
843, 197, -1.38687, -1.12266,  1.05725,  0.00857, -0.40836,  0.56848,  0.5901,  0.3957,  0.5901,  0.3957
844, 193, -1.20109, -0.74683,  1.13318, -0.28273, -0.07408,  0.63606,  0.5637,  0.4812,  0.5637,  0.4812
845, 206, -1.58089, -0.61589,  1.17152, -0.01652,  0.05689,  0.69749,  0.5317,  0.4371,  0.5317,  0.4371
846, 206, -1.58089, -0.61589,  1.17152, -0.01652,  0.05689,  0.69749,  0.5317,  0.4371,  0.5317,  0.4371
847, 205, -1.83549, -1.13827,  1.01812, -0.07843, -0.41998,  0.55449,  0.5561,  0.3561,  0.5561,  0.3561
848, 197, -1.38687, -1.12266,  1.05725,  0.00857, -0.40836,  0.56848,  0.5901,  0.3957,  0.5901,  0.3957
849, 203, -3.28998, -1.10396,  0.00344, -0.34207, -0.60425,  0.08867,  0.43008,  0.16159,  0.43008,  0.16159
850, 202, -2.74063, -1.3219,  0.39351, -0.27332, -0.58026,  0.28034,  0.5046,  0.2316,  0.5046,  0.2316
851, 207, -2.8932, -1.02212,  0.56908, -0.20497, -0.54744,  0.38509,  0.4212,  0.2075,  0.4212,  0.2075
852, 204, -2.28553, -1.23485,  0.72805, -0.1577, -0.56029,  0.38885,  0.5303,  0.2939,  0.5303,  0.2939
853, 208, -2.72235, -0.91572,  0.90758, -0.25651, -0.30029,  0.57795,  0.4483,  0.282,  0.4483,  0.282
854, 202, -2.74063, -1.3219,  0.39351, -0.27332, -0.58026,  0.28034,  0.5046,  0.2316,  0.5046,  0.2316
855, 202, -2.74063, -1.3219,  0.39351, -0.27332, -0.58026,  0.28034,  0.5046,  0.2316,  0.5046,  0.2316
856, 208, -2.72235, -0.91572,  0.90758, -0.25651, -0.30029,  0.57795,  0.4483,  0.282,  0.4483,  0.282
857, 207, -2.8932, -1.02212,  0.56908, -0.20497, -0.54744,  0.38509,  0.4212,  0.2075,  0.4212,  0.2075
858, 209, -2.27464, -1.04179,  0.97211, -0.16206, -0.3814,  0.56416,  0.5022,  0.3191,  0.5022,  0.3191
859, 204, -2.28553, -1.23485,  0.72805, -0.1577, -0.56029,  0.38885,  0.5303,  0.2939,  0.5303,  0.2939
860, 205, -1.83549, -1.13827,  1.01812, -0.07843, -0.41998,  0.55449,  0.5561,  0.3561,  0.5561,  0.3561
861, 208, -2.72235, -0.91572,  0.90758, -0.25651, -0.30029,  0.57795,  0.4483,  0.282,  0.4483,  0.282
862, 204, -2.28553, -1.23485,  0.72805, -0.1577, -0.56029,  0.38885,  0.5303,  0.2939,  0.5303,  0.2939
863, 209, -2.27464, -1.04179,  0.97211, -0.16206, -0.3814,  0.56416,  0.5022,  0.3191,  0.5022,  0.3191
864, 210, -3.18583, -0.83431,  0.68242, -0.16369, -0.67192,  0.10832,  0.3572,  0.1938,  0.3572,  0.1938
865, 203, -3.28998, -1.10396,  0.00344, -0.34207, -0.60425,  0.08867,  0.43008,  0.16159,  0.43008,  0.16159
866, 207, -2.8932, -1.02212,  0.56908, -0.20497, -0.54744,  0.38509,  0.4212,  0.2075,  0.4212,  0.2075
867, 203, -3.28998, -1.10396,  0.00344, -0.34207, -0.60425,  0.08867,  0.43008,  0.16159,  0.43008,  0.16159
868, 210, -3.18583, -0.83431,  0.68242, -0.16369, -0.67192,  0.10832,  0.3572,  0.1938,  0.3572,  0.1938
869, 211, -3.70641, -0.89394,  0.17527, -0.17104, -0.67852,  0.0189,  0.35029,  0.15289,  0.35029,  0.15289
870, 210, -3.18583, -0.83431,  0.68242, -0.16369, -0.67192,  0.10832,  0.3572,  0.1938,  0.3572,  0.1938
871, 207, -2.8932, -1.02212,  0.56908, -0.20497, -0.54744,  0.38509,  0.4212,  0.2075,  0.4212,  0.2075
872, 212, -2.75447, -0.80405,  0.84704,  0.08178, -0.34668,  0.6026,  0.3961,  0.2356,  0.3961,  0.2356
873, 207, -2.8932, -1.02212,  0.56908, -0.20497, -0.54744,  0.38509,  0.4212,  0.2075,  0.4212,  0.2075
874, 208, -2.72235, -0.91572,  0.90758, -0.25651, -0.30029,  0.57795,  0.4483,  0.282,  0.4483,  0.282
875, 212, -2.75447, -0.80405,  0.84704,  0.08178, -0.34668,  0.6026,  0.3961,  0.2356,  0.3961,  0.2356
876, 213, -3.44317, -0.74155,  0.78969, -0.225, -0.52349,  0.40661,  0.3195,  0.1824,  0.3195,  0.1824
877, 211, -3.70641, -0.89394,  0.17527, -0.17104, -0.67852,  0.0189,  0.35029,  0.15289,  0.35029,  0.15289
878, 210, -3.18583, -0.83431,  0.68242, -0.16369, -0.67192,  0.10832,  0.3572,  0.1938,  0.3572,  0.1938
879, 211, -3.70641, -0.89394,  0.17527, -0.17104, -0.67852,  0.0189,  0.35029,  0.15289,  0.35029,  0.15289
880, 213, -3.44317, -0.74155,  0.78969, -0.225, -0.52349,  0.40661,  0.3195,  0.1824,  0.3195,  0.1824
881, 214, -3.92451, -0.87796,  0.25892, -0.04353, -0.69797, -0.03068,  0.34218,  0.15122,  0.34218,  0.15122
882, 215, -4.02419, -0.83817,  0.47283, -0.22054, -0.54288,  0.38293,  0.3139,  0.1561,  0.3139,  0.1561
883, 214, -3.92451, -0.87796,  0.25892, -0.04353, -0.69797, -0.03068,  0.34218,  0.15122,  0.34218,  0.15122
884, 213, -3.44317, -0.74155,  0.78969, -0.225, -0.52349,  0.40661,  0.3195,  0.1824,  0.3195,  0.1824
885, 214, -3.92451, -0.87796,  0.25892, -0.04353, -0.69797, -0.03068,  0.34218,  0.15122,  0.34218,  0.15122
886, 215, -4.02419, -0.83817,  0.47283, -0.22054, -0.54288,  0.38293,  0.3139,  0.1561,  0.3139,  0.1561
887, 216, -3.9735, -0.87657,  0.27756, -0.00297, -0.69848, -0.04607,  0.33709,  0.15059,  0.33709,  0.15059
888, 217, -4.1863, -0.90427,  0.35624, -0.49592, -0.46873,  0.15606,  0.31274,  0.15047,  0.31274,  0.15047
889, 216, -3.9735, -0.87657,  0.27756, -0.00297, -0.69848, -0.04607,  0.33709,  0.15059,  0.33709,  0.15059
890, 215, -4.02419, -0.83817,  0.47283, -0.22054, -0.54288,  0.38293,  0.3139,  0.1561,  0.3139,  0.1561
891, 215, -4.02419, -0.83817,  0.47283, -0.22054, -0.54288,  0.38293,  0.3139,  0.1561,  0.3139,  0.1561
892, 218, -4.17125, -0.81164,  0.3568, -0.6539,  0.02092,  0.24895,  0.29302,  0.15729,  0.29302,  0.15729
893, 217, -4.1863, -0.90427,  0.35624, -0.49592, -0.46873,  0.15606,  0.31274,  0.15047,  0.31274,  0.15047
894, 219, -4.17552, -0.72784,  0.36408, -0.62945, -0.20864,  0.22419,  0.28504,  0.15886,  0.28504,  0.15886
895, 218, -4.17125, -0.81164,  0.3568, -0.6539,  0.02092,  0.24895,  0.29302,  0.15729,  0.29302,  0.15729
896, 215, -4.02419, -0.83817,  0.47283, -0.22054, -0.54288,  0.38293,  0.3139,  0.1561,  0.3139,  0.1561
897, 215, -4.02419, -0.83817,  0.47283, -0.22054, -0.54288,  0.38293,  0.3139,  0.1561,  0.3139,  0.1561
898, 220, -4.18469, -0.70326,  0.36922, -0.4663, -0.50223,  0.14259,  0.28035,  0.16033,  0.28035,  0.16033
899, 219, -4.17552, -0.72784,  0.36408, -0.62945, -0.20864,  0.22419,  0.28504,  0.15886,  0.28504,  0.15886
900, 221, -3.8796, -0.56488,  0.8248, -0.15216, -0.37472,  0.57134,  0.2793,  0.1812,  0.2793,  0.1812
901, 215, -4.02419, -0.83817,  0.47283, -0.22054, -0.54288,  0.38293,  0.3139,  0.1561,  0.3139,  0.1561
902, 213, -3.44317, -0.74155,  0.78969, -0.225, -0.52349,  0.40661,  0.3195,  0.1824,  0.3195,  0.1824
903, 221, -3.8796, -0.56488,  0.8248, -0.15216, -0.37472,  0.57134,  0.2793,  0.1812,  0.2793,  0.1812
904, 220, -4.18469, -0.70326,  0.36922, -0.4663, -0.50223,  0.14259,  0.28035,  0.16033,  0.28035,  0.16033
905, 215, -4.02419, -0.83817,  0.47283, -0.22054, -0.54288,  0.38293,  0.3139,  0.1561,  0.3139,  0.1561
906, 222, -3.33409, -0.52605,  0.94658, -0.07396, -0.05724,  0.69372,  0.3106,  0.2081,  0.3106,  0.2081
907, 221, -3.8796, -0.56488,  0.8248, -0.15216, -0.37472,  0.57134,  0.2793,  0.1812,  0.2793,  0.1812
908, 213, -3.44317, -0.74155,  0.78969, -0.225, -0.52349,  0.40661,  0.3195,  0.1824,  0.3195,  0.1824
909, 222, -3.33409, -0.52605,  0.94658, -0.07396, -0.05724,  0.69372,  0.3106,  0.2081,  0.3106,  0.2081
910, 213, -3.44317, -0.74155,  0.78969, -0.225, -0.52349,  0.40661,  0.3195,  0.1824,  0.3195,  0.1824
911, 223, -3.03859, -0.67839,  0.95751,  0.07682,  0.12196,  0.685,  0.3491,  0.2217,  0.3491,  0.2217
