VTX, IDX, _input0.x, _input0.y, _input0.z, _input1.x, _input1.y, _input1.z, _input2.x, _input2.y, _input3.x, _input3.y
0, 0, -0.22412, -0.78487,  1.48635,  0.4901,  0.0093,  0.49971,  0.2052,  0.5452,  0.2052,  0.5452
1, 1,  0.08387, -0.41121,  1.19494,  0.35095, -0.06787,  0.60185,  0.233,  0.4428,  0.233,  0.4428
2, 2, -0.29373, -0.39897,  1.29967,  0.17247,  0.2441,  0.63298,  0.1521,  0.4884,  0.1521,  0.4884
3, 0, -0.22412, -0.78487,  1.48635,  0.4901,  0.0093,  0.49971,  0.2052,  0.5452,  0.2052,  0.5452
4, 2, -0.29373, -0.39897,  1.29967,  0.17247,  0.2441,  0.63298,  0.1521,  0.4884,  0.1521,  0.4884
5, 3, -0.59555, -0.6996,  1.54656, -0.0362,  0.35204,  0.60395,  0.121,  0.5935,  0.121,  0.5935
6, 3, -0.59555, -0.6996,  1.54656, -0.0362,  0.35204,  0.60395,  0.121,  0.5935,  0.121,  0.5935
7, 2, -0.29373, -0.39897,  1.29967,  0.17247,  0.2441,  0.63298,  0.1521,  0.4884,  0.1521,  0.4884
8, 4, -0.61692, -0.42101,  1.35105, -0.0772,  0.31701,  0.61931,  0.0924,  0.5429,  0.0924,  0.5429
9, 5, -0.96574, -0.51205,  1.26603, -0.33734,  0.24697,  0.56144,  0.0487,  0.5851,  0.0487,  0.5851
10, 3, -0.59555, -0.6996,  1.54656, -0.0362,  0.35204,  0.60395,  0.121,  0.5935,  0.121,  0.5935
11, 4, -0.61692, -0.42101,  1.35105, -0.0772,  0.31701,  0.61931,  0.0924,  0.5429,  0.0924,  0.5429
12, 3, -0.59555, -0.6996,  1.54656, -0.0362,  0.35204,  0.60395,  0.121,  0.5935,  0.121,  0.5935
13, 6, -0.49427, -1.12739,  1.72773,  0.42526, -0.28612,  0.47674,  0.2109,  0.6466,  0.2109,  0.6466
14, 0, -0.22412, -0.78487,  1.48635,  0.4901,  0.0093,  0.49971,  0.2052,  0.5452,  0.2052,  0.5452
15, 5, -0.96574, -0.51205,  1.26603, -0.33734,  0.24697,  0.56144,  0.0487,  0.5851,  0.0487,  0.5851
16, 7, -1.13485, -0.90009,  1.37363, -0.68579, -0.05321,  0.12986,  0.0466,  0.6661,  0.0466,  0.6661
17, 3, -0.59555, -0.6996,  1.54656, -0.0362,  0.35204,  0.60395,  0.121,  0.5935,  0.121,  0.5935
18, 8, -1.20109, -0.74683,  1.13318, -0.28273, -0.07408,  0.63606,  0.0083,  0.6226,  0.0083,  0.6226
19, 7, -1.13485, -0.90009,  1.37363, -0.68579, -0.05321,  0.12986,  0.0466,  0.6661,  0.0466,  0.6661
20, 5, -0.96574, -0.51205,  1.26603, -0.33734,  0.24697,  0.56144,  0.0487,  0.5851,  0.0487,  0.5851
21, 3, -0.59555, -0.6996,  1.54656, -0.0362,  0.35204,  0.60395,  0.121,  0.5935,  0.121,  0.5935
22, 7, -1.13485, -0.90009,  1.37363, -0.68579, -0.05321,  0.12986,  0.0466,  0.6661,  0.0466,  0.6661
23, 9, -0.75283, -0.95618,  1.70789, -0.07786,  0.38916,  0.57662,  0.1409,  0.6586,  0.1409,  0.6586
24, 6, -0.49427, -1.12739,  1.72773,  0.42526, -0.28612,  0.47674,  0.2109,  0.6466,  0.2109,  0.6466
25, 3, -0.59555, -0.6996,  1.54656, -0.0362,  0.35204,  0.60395,  0.121,  0.5935,  0.121,  0.5935
26, 9, -0.75283, -0.95618,  1.70789, -0.07786,  0.38916,  0.57662,  0.1409,  0.6586,  0.1409,  0.6586
27, 9, -0.75283, -0.95618,  1.70789, -0.07786,  0.38916,  0.57662,  0.1409,  0.6586,  0.1409,  0.6586
28, 7, -1.13485, -0.90009,  1.37363, -0.68579, -0.05321,  0.12986,  0.0466,  0.6661,  0.0466,  0.6661
29, 10, -1.20949, -1.15925,  1.62291, -0.65848,  0.14023, -0.19169,  0.0847,  0.7551,  0.0847,  0.7551
30, 11, -1.01044, -1.22481,  1.84607, -0.05806,  0.39491,  0.57504,  0.1503,  0.7528,  0.1503,  0.7528
31, 6, -0.49427, -1.12739,  1.72773,  0.42526, -0.28612,  0.47674,  0.2109,  0.6466,  0.2109,  0.6466
32, 9, -0.75283, -0.95618,  1.70789, -0.07786,  0.38916,  0.57662,  0.1409,  0.6586,  0.1409,  0.6586
33, 9, -0.75283, -0.95618,  1.70789, -0.07786,  0.38916,  0.57662,  0.1409,  0.6586,  0.1409,  0.6586
34, 10, -1.20949, -1.15925,  1.62291, -0.65848,  0.14023, -0.19169,  0.0847,  0.7551,  0.0847,  0.7551
35, 11, -1.01044, -1.22481,  1.84607, -0.05806,  0.39491,  0.57504,  0.1503,  0.7528,  0.1503,  0.7528
36, 12, -0.8788, -1.37436,  1.87268,  0.31703, -0.4338,  0.44867,  0.2035,  0.7409,  0.2035,  0.7409
37, 6, -0.49427, -1.12739,  1.72773,  0.42526, -0.28612,  0.47674,  0.2109,  0.6466,  0.2109,  0.6466
38, 11, -1.01044, -1.22481,  1.84607, -0.05806,  0.39491,  0.57504,  0.1503,  0.7528,  0.1503,  0.7528
39, 11, -1.01044, -1.22481,  1.84607, -0.05806,  0.39491,  0.57504,  0.1503,  0.7528,  0.1503,  0.7528
40, 13, -1.34054, -1.49592,  1.99251,  0.12573, -0.46356,  0.50922,  0.1633,  0.8496,  0.1633,  0.8496
41, 12, -0.8788, -1.37436,  1.87268,  0.31703, -0.4338,  0.44867,  0.2035,  0.7409,  0.2035,  0.7409
42, 10, -1.20949, -1.15925,  1.62291, -0.65848,  0.14023, -0.19169,  0.0847,  0.7551,  0.0847,  0.7551
43, 14, -1.39956, -1.4286,  1.97626, -0.11559,  0.37809,  0.57766,  0.1425,  0.8453,  0.1425,  0.8453
44, 11, -1.01044, -1.22481,  1.84607, -0.05806,  0.39491,  0.57504,  0.1503,  0.7528,  0.1503,  0.7528
45, 13, -1.34054, -1.49592,  1.99251,  0.12573, -0.46356,  0.50922,  0.1633,  0.8496,  0.1633,  0.8496
46, 11, -1.01044, -1.22481,  1.84607, -0.05806,  0.39491,  0.57504,  0.1503,  0.7528,  0.1503,  0.7528
47, 14, -1.39956, -1.4286,  1.97626, -0.11559,  0.37809,  0.57766,  0.1425,  0.8453,  0.1425,  0.8453
48, 14, -1.39956, -1.4286,  1.97626, -0.11559,  0.37809,  0.57766,  0.1425,  0.8453,  0.1425,  0.8453
49, 10, -1.20949, -1.15925,  1.62291, -0.65848,  0.14023, -0.19169,  0.0847,  0.7551,  0.0847,  0.7551
50, 15, -1.47597, -1.38427,  1.8558, -0.58005,  0.2439, -0.30668,  0.1134,  0.8567,  0.1134,  0.8567
51, 13, -1.34054, -1.49592,  1.99251,  0.12573, -0.46356,  0.50922,  0.1633,  0.8496,  0.1633,  0.8496
52, 14, -1.39956, -1.4286,  1.97626, -0.11559,  0.37809,  0.57766,  0.1425,  0.8453,  0.1425,  0.8453
53, 16, -1.54845, -1.49032,  1.96598, -0.63326, -0.22946,  0.19062,  0.1414,  0.8697,  0.1414,  0.8697
54, 16, -1.54845, -1.49032,  1.96598, -0.63326, -0.22946,  0.19062,  0.1414,  0.8697,  0.1414,  0.8697
55, 14, -1.39956, -1.4286,  1.97626, -0.11559,  0.37809,  0.57766,  0.1425,  0.8453,  0.1425,  0.8453
56, 15, -1.47597, -1.38427,  1.8558, -0.58005,  0.2439, -0.30668,  0.1134,  0.8567,  0.1134,  0.8567
57, 17,  0.29197,  0.12892,  0.48675,  0.11277, -0.61038, -0.32361,  0.7449,  0.1563,  0.7449,  0.1563
58, 18, -0.05754,  0.00857,  2.57693E-06,  0.55911, -0.42119, -4.26227E-10,  0.76189,  0.0623,  0.76189,  0.0623
59, 19,  0.20692,  0.19681,  2.58807E-06,  0.11081, -0.69117, -1.78720E-08,  0.79542,  0.1289,  0.79542,  0.1289
60, 20,  0.14934, -0.19077,  0.59036,  0.50924, -0.04381, -0.47828,  0.6976,  0.1219,  0.6976,  0.1219
61, 18, -0.05754,  0.00857,  2.57693E-06,  0.55911, -0.42119, -4.26227E-10,  0.76189,  0.0623,  0.76189,  0.0623
62, 17,  0.29197,  0.12892,  0.48675,  0.11277, -0.61038, -0.32361,  0.7449,  0.1563,  0.7449,  0.1563
63, 18, -0.05754,  0.00857,  2.57693E-06,  0.55911, -0.42119, -4.26227E-10,  0.76189,  0.0623,  0.76189,  0.0623
64, 20,  0.14934, -0.19077,  0.59036,  0.50924, -0.04381, -0.47828,  0.6976,  0.1219,  0.6976,  0.1219
65, 21, -0.13301, -0.14248,  2.57090E-06,  0.68975, -0.11937,  1.11888E-08,  0.75659,  0.05456,  0.75659,  0.05456
66, 20,  0.14934, -0.19077,  0.59036,  0.50924, -0.04381, -0.47828,  0.6976,  0.1219,  0.6976,  0.1219
67, 17,  0.29197,  0.12892,  0.48675,  0.11277, -0.61038, -0.32361,  0.7449,  0.1563,  0.7449,  0.1563
68, 22,  0.53735, -0.16286,  0.83015,  0.05046, -0.34773, -0.60543,  0.6666,  0.196,  0.6666,  0.196
69, 23,  0.66525, -0.57095,  0.76951,  0.43524,  0.41785, -0.35492,  0.608,  0.1746,  0.608,  0.1746
70, 20,  0.14934, -0.19077,  0.59036,  0.50924, -0.04381, -0.47828,  0.6976,  0.1219,  0.6976,  0.1219
71, 22,  0.53735, -0.16286,  0.83015,  0.05046, -0.34773, -0.60543,  0.6666,  0.196,  0.6666,  0.196
72, 22,  0.53735, -0.16286,  0.83015,  0.05046, -0.34773, -0.60543,  0.6666,  0.196,  0.6666,  0.196
73, 24,  0.67001, -0.42305,  0.90746,  0.67517,  0.03474, -0.18148,  0.6272,  0.2003,  0.6272,  0.2003
74, 23,  0.66525, -0.57095,  0.76951,  0.43524,  0.41785, -0.35492,  0.608,  0.1746,  0.608,  0.1746
75, 22,  0.53735, -0.16286,  0.83015,  0.05046, -0.34773, -0.60543,  0.6666,  0.196,  0.6666,  0.196
76, 25,  0.68369, -0.36226,  0.92066,  0.17398, -0.57696, -0.35616,  0.6295,  0.206,  0.6295,  0.206
77, 24,  0.67001, -0.42305,  0.90746,  0.67517,  0.03474, -0.18148,  0.6272,  0.2003,  0.6272,  0.2003
78, 24,  0.67001, -0.42305,  0.90746,  0.67517,  0.03474, -0.18148,  0.6272,  0.2003,  0.6272,  0.2003
79, 26,  0.69016, -0.54159,  0.86667,  0.63627,  0.28229, -0.07398,  0.6126,  0.1889,  0.6126,  0.1889
80, 23,  0.66525, -0.57095,  0.76951,  0.43524,  0.41785, -0.35492,  0.608,  0.1746,  0.608,  0.1746
81, 26,  0.69016, -0.54159,  0.86667,  0.63627,  0.28229, -0.07398,  0.6126,  0.1889,  0.6126,  0.1889
82, 27,  0.76332, -0.65456,  0.78421,  0.48297,  0.50452,  0.04681,  0.5923,  0.1754,  0.5923,  0.1754
83, 23,  0.66525, -0.57095,  0.76951,  0.43524,  0.41785, -0.35492,  0.608,  0.1746,  0.608,  0.1746
84, 28,  0.12477, -0.5031,  0.38321,  0.47915,  0.40766, -0.30696,  0.6852,  0.0749,  0.6852,  0.0749
85, 21, -0.13301, -0.14248,  2.57090E-06,  0.68975, -0.11937,  1.11888E-08,  0.75659,  0.05456,  0.75659,  0.05456
86, 20,  0.14934, -0.19077,  0.59036,  0.50924, -0.04381, -0.47828,  0.6976,  0.1219,  0.6976,  0.1219
87, 20,  0.14934, -0.19077,  0.59036,  0.50924, -0.04381, -0.47828,  0.6976,  0.1219,  0.6976,  0.1219
88, 23,  0.66525, -0.57095,  0.76951,  0.43524,  0.41785, -0.35492,  0.608,  0.1746,  0.608,  0.1746
89, 28,  0.12477, -0.5031,  0.38321,  0.47915,  0.40766, -0.30696,  0.6852,  0.0749,  0.6852,  0.0749
90, 21, -0.13301, -0.14248,  2.57090E-06,  0.68975, -0.11937,  1.11888E-08,  0.75659,  0.05456,  0.75659,  0.05456
91, 28,  0.12477, -0.5031,  0.38321,  0.47915,  0.40766, -0.30696,  0.6852,  0.0749,  0.6852,  0.0749
92, 29, -0.12368, -0.28901,  2.56681E-06,  0.68765,  0.13089,  1.84694E-08,  0.75036,  0.05044,  0.75036,  0.05044
93, 30, -0.01281, -0.51116,  2.56267E-06,  0.56395,  0.41469,  2.41428E-08,  0.6927,  0.02804,  0.6927,  0.02804
94, 29, -0.12368, -0.28901,  2.56681E-06,  0.68765,  0.13089,  1.84694E-08,  0.75036,  0.05044,  0.75036,  0.05044
95, 28,  0.12477, -0.5031,  0.38321,  0.47915,  0.40766, -0.30696,  0.6852,  0.0749,  0.6852,  0.0749
96, 28,  0.12477, -0.5031,  0.38321,  0.47915,  0.40766, -0.30696,  0.6852,  0.0749,  0.6852,  0.0749
97, 31,  0.07635, -0.5799,  2.56255E-06,  0.34238,  0.61055,  2.51594E-08,  0.6827,  0.02857,  0.6827,  0.02857
98, 30, -0.01281, -0.51116,  2.56267E-06,  0.56395,  0.41469,  2.41428E-08,  0.6927,  0.02804,  0.6927,  0.02804
99, 28,  0.12477, -0.5031,  0.38321,  0.47915,  0.40766, -0.30696,  0.6852,  0.0749,  0.6852,  0.0749
100, 32,  0.49461, -0.73885,  2.56680E-06,  0.2562,  0.65143,  2.45213E-08,  0.64123,  0.02969,  0.64123,  0.02969
101, 31,  0.07635, -0.5799,  2.56255E-06,  0.34238,  0.61055,  2.51594E-08,  0.6827,  0.02857,  0.6827,  0.02857
102, 23,  0.66525, -0.57095,  0.76951,  0.43524,  0.41785, -0.35492,  0.608,  0.1746,  0.608,  0.1746
103, 27,  0.76332, -0.65456,  0.78421,  0.48297,  0.50452,  0.04681,  0.5923,  0.1754,  0.5923,  0.1754
104, 33,  0.88066, -0.73687,  0.66435,  0.29734,  0.6289, -0.07796,  0.5655,  0.1536,  0.5655,  0.1536
105, 27,  0.76332, -0.65456,  0.78421,  0.48297,  0.50452,  0.04681,  0.5923,  0.1754,  0.5923,  0.1754
106, 34,  0.92855, -0.76967,  0.71027,  0.40395,  0.52664,  0.22243,  0.556,  0.1589,  0.556,  0.1589
107, 33,  0.88066, -0.73687,  0.66435,  0.29734,  0.6289, -0.07796,  0.5655,  0.1536,  0.5655,  0.1536
108, 32,  0.49461, -0.73885,  2.56680E-06,  0.2562,  0.65143,  2.45213E-08,  0.64123,  0.02969,  0.64123,  0.02969
109, 28,  0.12477, -0.5031,  0.38321,  0.47915,  0.40766, -0.30696,  0.6852,  0.0749,  0.6852,  0.0749
110, 35,  0.88101, -0.86155,  0.16384,  0.1444,  0.68186, -0.06495,  0.5486,  0.051,  0.5486,  0.051
111, 36,  0.93527, -0.88513,  2.57190E-06,  0.0983,  0.69306,  2.23786E-08,  0.54329,  0.03617,  0.54329,  0.03617
112, 32,  0.49461, -0.73885,  2.56680E-06,  0.2562,  0.65143,  2.45213E-08,  0.64123,  0.02969,  0.64123,  0.02969
113, 35,  0.88101, -0.86155,  0.16384,  0.1444,  0.68186, -0.06495,  0.5486,  0.051,  0.5486,  0.051
114, 34,  0.92855, -0.76967,  0.71027,  0.40395,  0.52664,  0.22243,  0.556,  0.1589,  0.556,  0.1589
115, 37,  1.06996, -0.79811,  0.53859,  0.13794,  0.68625,  0.00618,  0.5285,  0.1248,  0.5285,  0.1248
116, 33,  0.88066, -0.73687,  0.66435,  0.29734,  0.6289, -0.07796,  0.5655,  0.1536,  0.5655,  0.1536
117, 37,  1.06996, -0.79811,  0.53859,  0.13794,  0.68625,  0.00618,  0.5285,  0.1248,  0.5285,  0.1248
118, 34,  0.92855, -0.76967,  0.71027,  0.40395,  0.52664,  0.22243,  0.556,  0.1589,  0.556,  0.1589
119, 38,  1.13914, -0.83391,  0.58744,  0.35245,  0.48612,  0.35981,  0.5204,  0.1307,  0.5204,  0.1307
120, 39,  1.09857, -0.87223,  0.15879, -0.07143,  0.68951, -0.09734,  0.5332,  0.0532,  0.5332,  0.0532
121, 36,  0.93527, -0.88513,  2.57190E-06,  0.0983,  0.69306,  2.23786E-08,  0.54329,  0.03617,  0.54329,  0.03617
122, 35,  0.88101, -0.86155,  0.16384,  0.1444,  0.68186, -0.06495,  0.5486,  0.051,  0.5486,  0.051
123, 36,  0.93527, -0.88513,  2.57190E-06,  0.0983,  0.69306,  2.23786E-08,  0.54329,  0.03617,  0.54329,  0.03617
124, 39,  1.09857, -0.87223,  0.15879, -0.07143,  0.68951, -0.09734,  0.5332,  0.0532,  0.5332,  0.0532
125, 40,  1.11041, -0.88379,  2.57567E-06, -0.08786,  0.69446,  1.84567E-08,  0.52723,  0.03925,  0.52723,  0.03925
126, 38,  1.13914, -0.83391,  0.58744,  0.35245,  0.48612,  0.35981,  0.5204,  0.1307,  0.5204,  0.1307
127, 41,  1.22827, -0.79677,  0.38634,  0.05615,  0.69754,  0.01693,  0.5085,  0.0974,  0.5085,  0.0974
128, 37,  1.06996, -0.79811,  0.53859,  0.13794,  0.68625,  0.00618,  0.5285,  0.1248,  0.5285,  0.1248
129, 41,  1.22827, -0.79677,  0.38634,  0.05615,  0.69754,  0.01693,  0.5085,  0.0974,  0.5085,  0.0974
130, 38,  1.13914, -0.83391,  0.58744,  0.35245,  0.48612,  0.35981,  0.5204,  0.1307,  0.5204,  0.1307
131, 42,  1.32128, -0.8326,  0.41881,  0.40375,  0.48728,  0.29923,  0.499,  0.1007,  0.499,  0.1007
132, 43,  1.32719, -0.81485,  0.18528,  0.01881,  0.69873, -0.03768,  0.4894,  0.0646,  0.4894,  0.0646
133, 40,  1.11041, -0.88379,  2.57567E-06, -0.08786,  0.69446,  1.84567E-08,  0.52723,  0.03925,  0.52723,  0.03925
134, 39,  1.09857, -0.87223,  0.15879, -0.07143,  0.68951, -0.09734,  0.5332,  0.0532,  0.5332,  0.0532
135, 42,  1.32128, -0.8326,  0.41881,  0.40375,  0.48728,  0.29923,  0.499,  0.1007,  0.499,  0.1007
136, 43,  1.32719, -0.81485,  0.18528,  0.01881,  0.69873, -0.03768,  0.4894,  0.0646,  0.4894,  0.0646
137, 41,  1.22827, -0.79677,  0.38634,  0.05615,  0.69754,  0.01693,  0.5085,  0.0974,  0.5085,  0.0974
138, 39,  1.09857, -0.87223,  0.15879, -0.07143,  0.68951, -0.09734,  0.5332,  0.0532,  0.5332,  0.0532
139, 41,  1.22827, -0.79677,  0.38634,  0.05615,  0.69754,  0.01693,  0.5085,  0.0974,  0.5085,  0.0974
140, 43,  1.32719, -0.81485,  0.18528,  0.01881,  0.69873, -0.03768,  0.4894,  0.0646,  0.4894,  0.0646
141, 40,  1.11041, -0.88379,  2.57567E-06, -0.08786,  0.69446,  1.84567E-08,  0.52723,  0.03925,  0.52723,  0.03925
142, 43,  1.32719, -0.81485,  0.18528,  0.01881,  0.69873, -0.03768,  0.4894,  0.0646,  0.4894,  0.0646
143, 44,  1.34036, -0.8292,  2.58216E-06, -0.01023,  0.69993,  2.02691E-08,  0.48428,  0.04778,  0.48428,  0.04778
144, 43,  1.32719, -0.81485,  0.18528,  0.01881,  0.69873, -0.03768,  0.4894,  0.0646,  0.4894,  0.0646
145, 42,  1.32128, -0.8326,  0.41881,  0.40375,  0.48728,  0.29923,  0.499,  0.1007,  0.499,  0.1007
146, 45,  1.44611, -0.84015,  0.20432,  0.45469,  0.51816,  0.12153,  0.481,  0.0685,  0.481,  0.0685
147, 45,  1.44611, -0.84015,  0.20432,  0.45469,  0.51816,  0.12153,  0.481,  0.0685,  0.481,  0.0685
148, 44,  1.34036, -0.8292,  2.58216E-06, -0.01023,  0.69993,  2.02691E-08,  0.48428,  0.04778,  0.48428,  0.04778
149, 43,  1.32719, -0.81485,  0.18528,  0.01881,  0.69873, -0.03768,  0.4894,  0.0646,  0.4894,  0.0646
150, 44,  1.34036, -0.8292,  2.58216E-06, -0.01023,  0.69993,  2.02691E-08,  0.48428,  0.04778,  0.48428,  0.04778
151, 45,  1.44611, -0.84015,  0.20432,  0.45469,  0.51816,  0.12153,  0.481,  0.0685,  0.481,  0.0685
152, 46,  1.46672, -0.85062,  2.58423E-06,  0.45276,  0.53386,  2.52643E-08,  0.47488,  0.04957,  0.47488,  0.04957
153, 41,  1.22827, -0.79677,  0.38634,  0.05615,  0.69754,  0.01693,  0.5085,  0.0974,  0.5085,  0.0974
154, 39,  1.09857, -0.87223,  0.15879, -0.07143,  0.68951, -0.09734,  0.5332,  0.0532,  0.5332,  0.0532
155, 47,  1.03912, -0.84548,  0.31379, -0.03386,  0.68455, -0.14227,  0.5396,  0.0735,  0.5396,  0.0735
156, 35,  0.88101, -0.86155,  0.16384,  0.1444,  0.68186, -0.06495,  0.5486,  0.051,  0.5486,  0.051
157, 47,  1.03912, -0.84548,  0.31379, -0.03386,  0.68455, -0.14227,  0.5396,  0.0735,  0.5396,  0.0735
158, 39,  1.09857, -0.87223,  0.15879, -0.07143,  0.68951, -0.09734,  0.5332,  0.0532,  0.5332,  0.0532
159, 47,  1.03912, -0.84548,  0.31379, -0.03386,  0.68455, -0.14227,  0.5396,  0.0735,  0.5396,  0.0735
160, 37,  1.06996, -0.79811,  0.53859,  0.13794,  0.68625,  0.00618,  0.5285,  0.1248,  0.5285,  0.1248
161, 41,  1.22827, -0.79677,  0.38634,  0.05615,  0.69754,  0.01693,  0.5085,  0.0974,  0.5085,  0.0974
162, 48,  0.88394, -0.79134,  0.47229,  0.06811,  0.65972, -0.2239,  0.5658,  0.1049,  0.5658,  0.1049
163, 33,  0.88066, -0.73687,  0.66435,  0.29734,  0.6289, -0.07796,  0.5655,  0.1536,  0.5655,  0.1536
164, 37,  1.06996, -0.79811,  0.53859,  0.13794,  0.68625,  0.00618,  0.5285,  0.1248,  0.5285,  0.1248
165, 37,  1.06996, -0.79811,  0.53859,  0.13794,  0.68625,  0.00618,  0.5285,  0.1248,  0.5285,  0.1248
166, 47,  1.03912, -0.84548,  0.31379, -0.03386,  0.68455, -0.14227,  0.5396,  0.0735,  0.5396,  0.0735
167, 48,  0.88394, -0.79134,  0.47229,  0.06811,  0.65972, -0.2239,  0.5658,  0.1049,  0.5658,  0.1049
168, 47,  1.03912, -0.84548,  0.31379, -0.03386,  0.68455, -0.14227,  0.5396,  0.0735,  0.5396,  0.0735
169, 35,  0.88101, -0.86155,  0.16384,  0.1444,  0.68186, -0.06495,  0.5486,  0.051,  0.5486,  0.051
170, 49,  0.8433, -0.84294,  0.33107,  0.13441,  0.67756, -0.11335,  0.5564,  0.0738,  0.5564,  0.0738
171, 49,  0.8433, -0.84294,  0.33107,  0.13441,  0.67756, -0.11335,  0.5564,  0.0738,  0.5564,  0.0738
172, 48,  0.88394, -0.79134,  0.47229,  0.06811,  0.65972, -0.2239,  0.5658,  0.1049,  0.5658,  0.1049
173, 47,  1.03912, -0.84548,  0.31379, -0.03386,  0.68455, -0.14227,  0.5396,  0.0735,  0.5396,  0.0735
174, 49,  0.8433, -0.84294,  0.33107,  0.13441,  0.67756, -0.11335,  0.5564,  0.0738,  0.5564,  0.0738
175, 35,  0.88101, -0.86155,  0.16384,  0.1444,  0.68186, -0.06495,  0.5486,  0.051,  0.5486,  0.051
176, 28,  0.12477, -0.5031,  0.38321,  0.47915,  0.40766, -0.30696,  0.6852,  0.0749,  0.6852,  0.0749
177, 33,  0.88066, -0.73687,  0.66435,  0.29734,  0.6289, -0.07796,  0.5655,  0.1536,  0.5655,  0.1536
178, 48,  0.88394, -0.79134,  0.47229,  0.06811,  0.65972, -0.2239,  0.5658,  0.1049,  0.5658,  0.1049
179, 50,  0.76042, -0.70466,  0.61925,  0.17385,  0.59477, -0.32562,  0.5885,  0.1372,  0.5885,  0.1372
180, 33,  0.88066, -0.73687,  0.66435,  0.29734,  0.6289, -0.07796,  0.5655,  0.1536,  0.5655,  0.1536
181, 50,  0.76042, -0.70466,  0.61925,  0.17385,  0.59477, -0.32562,  0.5885,  0.1372,  0.5885,  0.1372
182, 23,  0.66525, -0.57095,  0.76951,  0.43524,  0.41785, -0.35492,  0.608,  0.1746,  0.608,  0.1746
183, 48,  0.88394, -0.79134,  0.47229,  0.06811,  0.65972, -0.2239,  0.5658,  0.1049,  0.5658,  0.1049
184, 49,  0.8433, -0.84294,  0.33107,  0.13441,  0.67756, -0.11335,  0.5564,  0.0738,  0.5564,  0.0738
185, 51,  0.71622, -0.77806,  0.4816,  0.18923,  0.64212, -0.20464,  0.5804,  0.1027,  0.5804,  0.1027
186, 28,  0.12477, -0.5031,  0.38321,  0.47915,  0.40766, -0.30696,  0.6852,  0.0749,  0.6852,  0.0749
187, 51,  0.71622, -0.77806,  0.4816,  0.18923,  0.64212, -0.20464,  0.5804,  0.1027,  0.5804,  0.1027
188, 49,  0.8433, -0.84294,  0.33107,  0.13441,  0.67756, -0.11335,  0.5564,  0.0738,  0.5564,  0.0738
189, 51,  0.71622, -0.77806,  0.4816,  0.18923,  0.64212, -0.20464,  0.5804,  0.1027,  0.5804,  0.1027
190, 50,  0.76042, -0.70466,  0.61925,  0.17385,  0.59477, -0.32562,  0.5885,  0.1372,  0.5885,  0.1372
191, 48,  0.88394, -0.79134,  0.47229,  0.06811,  0.65972, -0.2239,  0.5658,  0.1049,  0.5658,  0.1049
192, 23,  0.66525, -0.57095,  0.76951,  0.43524,  0.41785, -0.35492,  0.608,  0.1746,  0.608,  0.1746
193, 52,  0.631, -0.68319,  0.61268,  0.24731,  0.55222, -0.35198,  0.5987,  0.1285,  0.5987,  0.1285
194, 28,  0.12477, -0.5031,  0.38321,  0.47915,  0.40766, -0.30696,  0.6852,  0.0749,  0.6852,  0.0749
195, 28,  0.12477, -0.5031,  0.38321,  0.47915,  0.40766, -0.30696,  0.6852,  0.0749,  0.6852,  0.0749
196, 52,  0.631, -0.68319,  0.61268,  0.24731,  0.55222, -0.35198,  0.5987,  0.1285,  0.5987,  0.1285
197, 51,  0.71622, -0.77806,  0.4816,  0.18923,  0.64212, -0.20464,  0.5804,  0.1027,  0.5804,  0.1027
198, 50,  0.76042, -0.70466,  0.61925,  0.17385,  0.59477, -0.32562,  0.5885,  0.1372,  0.5885,  0.1372
199, 51,  0.71622, -0.77806,  0.4816,  0.18923,  0.64212, -0.20464,  0.5804,  0.1027,  0.5804,  0.1027
200, 52,  0.631, -0.68319,  0.61268,  0.24731,  0.55222, -0.35198,  0.5987,  0.1285,  0.5987,  0.1285
201, 52,  0.631, -0.68319,  0.61268,  0.24731,  0.55222, -0.35198,  0.5987,  0.1285,  0.5987,  0.1285
202, 23,  0.66525, -0.57095,  0.76951,  0.43524,  0.41785, -0.35492,  0.608,  0.1746,  0.608,  0.1746
203, 50,  0.76042, -0.70466,  0.61925,  0.17385,  0.59477, -0.32562,  0.5885,  0.1372,  0.5885,  0.1372
204, 53,  0.72286, -0.01482,  2.59285E-06, -0.31586, -0.62469, -2.50084E-08,  0.94912,  0.65185,  0.94912,  0.65185
205, 54,  0.29197,  0.12892,  0.48675,  0.11277, -0.61038, -0.32361,  0.9944,  0.6903,  0.9944,  0.6903
206, 55,  0.20692,  0.19681,  2.58807E-06,  0.11081, -0.69117, -1.78720E-08,  0.99166,  0.64097,  0.99166,  0.64097
207, 54,  0.29197,  0.12892,  0.48675,  0.11277, -0.61038, -0.32361,  0.9944,  0.6903,  0.9944,  0.6903
208, 53,  0.72286, -0.01482,  2.59285E-06, -0.31586, -0.62469, -2.50084E-08,  0.94912,  0.65185,  0.94912,  0.65185
209, 56,  1.2028, -0.31759,  0.2573, -0.52106, -0.39471, -0.25039,  0.827,  0.7096,  0.827,  0.7096
210, 53,  0.72286, -0.01482,  2.59285E-06, -0.31586, -0.62469, -2.50084E-08,  0.94912,  0.65185,  0.94912,  0.65185
211, 57,  1.27455, -0.32976,  2.59538E-06, -0.59772, -0.36433, -2.33877E-08,  0.81352,  0.68993,  0.81352,  0.68993
